year,erf,erf_sw,erf_lw,aprp_ERFariSW,aprp_ERFaciSW,aprp_ERFariLW,aprp_ERFaciLW,aprp_albedo,aprp_t9
1850.5,0.45057763099150594,0.4266485902596046,0.023929038979421606,0.03838832711793747,0.3164027592689897,0.0502647029383861,-0.026335663780867945,0.019898582173803442,-0.028043164759884914
1851.5,0.5790262245376353,0.5041931552734112,0.07483306775187822,0.07243725862700773,0.4490830037017067,0.16353937676924934,-0.08870630923361873,0.0013124978469086954,0.05392884974991988
1852.5,0.19325243131113462,0.016666201202209626,0.1765862307979258,0.015199910212278568,0.05026362130828245,0.2953494844016553,-0.11876325320130995,-0.01656401079745391,-0.09734706640527058
1853.5,-0.06538206828863127,-0.14419549540876275,0.07881342895454628,-0.02075170776696754,-0.0504955512596255,0.11664027865208734,-0.03782685105166575,-0.03768450599977355,-0.042032549097185734
1854.5,-0.23416672713568742,-0.2953875607726247,0.06122083310816559,0.07777518142099268,-0.4235531673351778,0.029894247377803006,0.03132658569521051,-0.0005795274948678324,-0.162168759442488
1855.5,-0.15945516675323634,-0.01646758478353958,-0.14298758271560472,-0.0555688799489637,0.07246956082477879,-0.1007803396757129,-0.04220724259561849,-0.01823498603793476,-0.06076671017041857
1856.5,-0.10601838250193611,-0.2529493716079599,0.14693098954812742,-0.009324728659389922,-0.28516807228289137,-0.027072292626808436,0.17400328183659056,0.02092503208055624,-0.2294436125196402
1857.5,0.07950309592405935,0.0011200197144808056,0.07838307546501011,0.04792059139432537,-0.09695855222658896,0.16530314168483926,-0.0869200658985893,0.01830035440156486,-0.0726016929394413
1858.5,0.20526444679974234,0.10449365390201314,0.10077079281456984,-0.03350056566325433,0.12138371599084549,0.142526108762831,-0.04175531608514808,-0.010288917610065442,0.10425470653644611
1859.5,-0.013023052294109898,0.022797471054927732,-0.03582052340347143,-0.002982977988254905,0.007013684471343851,-0.12884571130658878,0.09302518779256005,0.02382396925137109,0.10751813759642768
1860.5,-0.22385121404519517,-0.28665126083195863,0.06280004667247656,-0.0457922714980702,-0.15489901933347427,0.014568469195549168,0.04823157729672692,-0.0481304069618331,-0.11775575346251808
1861.5,-0.47591693497322085,-0.6372405349513578,0.16132359862204412,-0.049201663869139586,-0.5305891312299491,0.06726716081588975,0.09405643811534947,-0.022577794677485854,-0.25887472875886086
1862.5,-0.2778302280047941,-0.16714575888300676,-0.11068446845179462,-0.12833040875202412,-0.011890524443542097,-0.14690451776529362,0.03622004895251125,-0.01693137316265809,0.058369986650060206
1863.5,-0.19867411091086856,0.006488656779821516,-0.20516276862092062,-0.02292323408254618,0.03622976235444231,-0.12840707851469446,-0.07675569038351485,-0.0007845054466156629,0.12506914908363487
1864.5,0.41849287881615105,0.1739637780877613,0.2445291006914396,0.0074471426463856025,0.19945004973274374,0.3270465993456421,-0.08251749879156474,-0.0043196875538640015,-0.12234128773785345
1865.5,-0.08932744005845901,0.14589998739130505,-0.23522742677397618,0.046550530201634174,0.031535708363981695,-0.19697473874880222,-0.03825268855160702,0.043709611043056144,0.2038154376878495
1866.5,-0.256473992040855,-0.48014916112974043,0.22367516930642115,-0.03673690892340973,-0.39140336154637795,0.12970725450012202,0.09396791394343303,-0.01413815575037174,-0.20605973463381838
1867.5,0.21627231851434228,-0.09194176153971484,0.3082140811862017,-0.060428921873900546,-0.08965500269879888,0.2426942047779047,0.06551987636937946,0.03512204219665871,-0.0017012831032884096
1868.5,-0.0940911450610373,-0.19788078003684065,0.10378963529231419,-0.041704954564237014,-0.1695362704021334,-0.08489179521216812,0.18868143026084455,-0.00363369021480091,0.006494418251343367
1869.5,-0.0022585037273917846,-0.003751190523724906,0.001492686603126181,-0.021181612058069395,-0.027353980791921386,-0.053674610341916965,0.055167297219510844,0.03327395221321784,-0.0672076235343353
1870.5,0.1316160731729038,0.3099745465593648,-0.17835847463275725,-0.021267578422401033,0.3197625806853271,-0.1312931460603815,-0.047065328196299785,0.005717104105529504,0.27600426636128805
1871.5,0.15952870708590844,0.1758711999476883,-0.016342491546074756,-0.01973557210548181,0.1776577170215045,-0.07215920295949825,0.05581671180881521,0.007249594755195011,0.13865420371343198
1872.5,-0.27052207599013917,-0.21471871130172673,-0.055803364627185,-0.028058000049809174,-0.2231250627180111,-0.2286098507496883,0.1728064861071673,-0.0011543969355206898,-0.22286418303830374
1873.5,-0.06332181151668369,-0.2929189399734286,0.22959712829595838,-0.040209907903468026,-0.13564679088389392,0.2533765611076184,-0.023779432512045267,-0.03678300884537196,-0.05212864300883191
1874.5,-0.0682626163298651,-0.13677101454332985,0.0685083983386741,-0.03380090022560114,-0.2089708164049062,0.06582996435403718,0.002678434165751737,0.05612265283695719,0.10529297358655546
1875.5,-0.08989369386048128,-0.36350629064342393,0.27361259622402506,0.008448232052856896,-0.38362473848263984,0.24313907151414346,0.030473524590993194,0.017352454746909503,-0.25206879407834826
1876.5,0.049314777417226334,-0.1917951964904473,0.24110997412316904,0.006440469559672471,-0.2047829466217926,0.13598881555477077,0.10512115853784276,-0.010073886538439556,-0.252586103837681
1877.5,-0.06657050234429757,-0.34333748237910955,0.27676698127215327,-0.01314856789317607,-0.29016209016745237,0.08663884498816948,0.19012813596684203,-0.029136964141080603,-0.10752448873571956
