year,erf,erf_sw,erf_lw,aprp_ERFariSW,aprp_ERFaciSW,aprp_ERFariLW,aprp_ERFaciLW,aprp_albedo,aprp_t9
1850.5,-0.12291815618102739,-0.20272367663079446,0.07980552397593271,-0.11207495093140475,-0.04069888198800572,0.15488564288633824,-0.07508012110503998,-0.007312919243403792,0.053571535065877356
1851.5,-0.4891113212003386,-0.26411980503716825,-0.224991516128662,-0.032416516921988985,-0.14540189429624895,-0.004708723245767344,-0.220282792310667,-0.03146131349221788,0.016417580005522122
1852.5,-0.02219629482876387,0.031068550370319872,-0.05326484424676253,0.12112846906044951,-0.09593878962349664,-0.10145853939045567,0.04819369549908324,-0.0008500911561570186,-0.09245959151208577
1853.5,-0.22921066767933634,-0.1831585011001635,-0.04605216876954461,0.038232924025997074,-0.14703258550875836,0.019014216398237492,-0.06506638592390976,-0.04766586065319382,0.035469790279518534
1854.5,0.18329619661884725,0.060920775207635454,0.12237542161566474,-0.008294041579417658,0.05952794871504729,-0.01214809507005432,0.1345235165041571,0.003533417727638924,-0.06825419419316653
1855.5,0.05563895239466738,0.10312794108109916,-0.04748898742109949,0.03609476405924668,0.024805747982762114,-0.07203925857367566,0.024550270897963983,0.025092120169535714,-0.04805507031225437
1856.5,-0.008060276734646736,0.22765017064695361,-0.23571044620921247,0.009862730999124396,0.2126799636375825,-0.13486304623940257,-0.10084740067522847,0.012878774304790284,0.08582378459130346
1857.5,0.05080794685751943,-0.19015351834949304,0.24096146493728623,0.09517822179469042,-0.2161551038277279,0.1541183347831837,0.08684313049983981,-0.026020742324941146,-0.13757782670773974
1858.5,-0.2899863943923975,-0.1620699135683823,-0.12791648066810085,0.013196737120959097,-0.1390048660714166,-0.10501255743262425,-0.02290392314211946,-0.02184534794117093,-0.060578631347884604
1859.5,0.20772205223012075,0.16492743058112572,0.04279462345485469,-0.026724014654155626,0.16095916727559312,0.05275098942498863,-0.009956365839760162,0.024049874318997078,0.048942263426839064
