year,CO2_p05,CO2_best,CO2_p95,CH4_p05,CH4_best,CH4_p95,N2O_p05,N2O_best,N2O_p95,otherGHG_p05,otherGHG_best,otherGHG_p95,O3_p05,O3_best,O3_p95,aerosol_p05,aerosol_best,aerosol_p95,otheranthro_p05,otheranthro_best,otheranthro_p95,anthro_p05,anthro_best,anthro_p95,volcanic_p05,volcanic_best,volcanic_p95,solar_p05,solar_best,solar_p95,total_p05,total_best,total_p95
1750.0,-0.04815814684936212,-0.06649066763921715,-0.09256418671894108,-0.016501072756332967,-0.023623530272681034,-0.03314251386857619,-0.0025238139891993307,-0.0034882779580728412,-0.00479200090016792,-2.682942324971904e-08,-3.771178576361667e-08,-5.2675307610217096e-08,-0.0067372441534500034,-0.014130808353195197,-0.02372275530907773,0.08286070069199429,0.032068225601783795,0.008594453201401703,0.018297941034130558,0.00889843797989176,0.0006743908491366673,-0.02857443892056856,-0.0648960785761292,-0.09571352671078248,0.08853545060571479,0.044861188122534285,0.02476038405855472,0.03736526558220867,0.019745461406120088,0.0030255102164434655,0.05633139327907282,0.001533457673454669,-0.033625780172916536
1751.0,-0.048095187302568246,-0.06641235458719182,-0.09246041071338351,-0.016479975421855086,-0.023595276488157263,-0.033104569819987585,-0.002520607363992922,-0.0034841919719590386,-0.004786550734759942,-2.6796057508993165e-08,-3.7667851809919384e-08,-5.261578234216912e-08,-0.006729213759163455,-0.014114114624852354,-0.02369622896301538,0.08294102875284565,0.03241080958110669,0.009458212711165393,0.018281133244258525,0.008889396308060807,0.0006724655553243874,-0.02837833579963756,-0.06443601010902941,-0.09472212760224588,0.08999315062762224,0.04851337660999289,0.031021143986126022,0.03956025336562885,0.024382247017591077,0.010507335401018671,0.061205075749201816,0.010384310456988705,-0.020380394696663362
1752.0,-0.04792435224802109,-0.06620257687453869,-0.09219440048328915,-0.016422836881939875,-0.023519835915263562,-0.03300612103864101,-0.0025118647513589056,-0.003473237543820548,-0.004772710506921449,-2.6705747108168863e-08,-3.7550221668181116e-08,-5.2463489792764484e-08,-0.006707600238357364,-0.014069640779241104,-0.023626915291937882,0.08313313716993123,0.0331929688276157,0.011431747347561173,0.018236906617383298,0.00886517199562202,0.0006673594219458883,-0.02787755957333258,-0.06333886638902994,-0.09242023946088745,0.09103276012104022,0.05136780189513547,0.036215545186448345,0.0394927979209542,0.025306532876407828,0.012837578441870473,0.06272464325633763,0.015408537262091973,-0.01158492493472213
1753.0,-0.04766846795828722,-0.06589199653759845,-0.09181485161867682,-0.016338040759448665,-0.023408177419600634,-0.03286633842007843,-0.00249873484026098,-0.0034571163444829384,-0.004752938899052333,-2.6570436104100815e-08,-3.737579552798298e-08,-5.224273012249813e-08,-0.0066755660693888445,-0.014003973629643764,-0.02352576780810033,0.08326126901168796,0.033765758027789264,0.012897493296230262,0.018171357153542907,0.008829795946317553,0.0006598130925878142,-0.027302273132951554,-0.06229877915080562,-0.09041035930057056,0.09176980676951578,0.053597922958485,0.04066284707331555,0.035810356423994716,0.022742648081900504,0.010217848601983957,0.06019657203476965,0.01607450722284437,-0.007694522134588835
1754.0,-0.04734871716628081,-0.06550409599719748,-0.09134773217758918,-0.01623133115182621,-0.023269343350753965,-0.032690675251118,-0.0024821934058730875,-0.003437009458530052,-0.004728290665060847,-2.640062590764103e-08,-3.7157787888264515e-08,-5.1972563885893655e-08,-0.006636294414669517,-0.013921678425072088,-0.0233995270090641,0.08314364517842855,0.03349000921845412,0.012331571536814776,0.018091020225726867,0.008785156675241518,0.0006504606096084078,-0.026863673904534365,-0.06199211468935288,-0.09036140793756034,0.0923202082698837,0.05536740789135973,0.044324627936750106,0.027659941480167927,0.01758934636797914,0.004592275899764645,0.05343467079758358,0.012858963794126918,-0.008567837787929432
1755.0,-0.04697632751828724,-0.06505759588006844,-0.09080756358587141,-0.016110613045882086,-0.023109174683521805,-0.03249253111491359,-0.0024633839507709116,-0.003413853445851968,-0.004700136872291962,-2.6204843983634872e-08,-3.690843329573479e-08,-5.166441332526971e-08,-0.006590206229355697,-0.013829115327464496,-0.023254583883337666,0.08304182952218751,0.033108969986992254,0.011524197902868169,0.017997787422507357,0.008733562019680209,0.0006397611002438433,-0.02640119663960037,-0.06169033098406053,-0.09047203644107339,0.0910867209204563,0.05533314713081954,0.04595924666323584,0.017065144749629495,0.010328153616268793,-0.0006960446991743992,0.043098319051730574,0.00595674840529474,-0.013574943864489507
1756.0,-0.046582310121889875,-0.0645682754193812,-0.09022259844203927,-0.015975503215692858,-0.022935229914593028,-0.03227054517404453,-0.002442914832371221,-0.00338842130204306,-0.0046686884557343485,-2.5991138374870103e-08,-3.6633511814321285e-08,-5.1321486110866835e-08,-0.006540874479612735,-0.013726953807669355,-0.02309507408577865,0.08308700604355393,0.03328660081523527,0.011950598082901744,0.017895452786943992,0.00867810392964069,0.000628566647551208,-0.02570720642411484,-0.06076746874864615,-0.0892062345087076,0.07119397417961701,0.040559717510727004,0.032595958742777306,0.007889688863637008,0.0030549267976264435,-0.005012539046185278,0.015841179592575125,-0.015256822331641981,-0.031238259308352737
1757.0,-0.04615549209213189,-0.06403974282458015,-0.0895877270294858,-0.015834731047696123,-0.022745662963546624,-0.032028038188315545,-0.0024211237518687897,-0.00336089261200255,-0.0046346454916799725,-2.576247076918614e-08,-3.6339284310848985e-08,-5.095018080214508e-08,-0.006485865915334277,-0.013616246082815829,-0.022923712889167894,0.08302124118572704,0.03294490773706098,0.011211750345339923,0.01778577680165056,0.008617246124146716,0.000616515742390859,-0.02515553123734504,-0.0602920885282475,-0.08904144479913868,0.052929891127068814,0.025125528579068544,0.018837867952499452,0.0012659655537053047,-0.0018846283669492342,-0.0077908552887974054,-0.0066980634741970815,-0.035383087255105014,-0.04936004682750364
1758.0,-0.04572071098086273,-0.06348157193395441,-0.0889095172926672,-0.01568675408507294,-0.022546794077863988,-0.03177608004923069,-0.0023986023992658687,-0.003332260624948888,-0.004598833438118227,-2.5529241232113974e-08,-3.603128409523926e-08,-5.056199582353925e-08,-0.006429654195620609,-0.013499419082511135,-0.022738582937909473,0.08283266267564178,0.0323418934521671,0.00974382967039463,0.017669338479682006,0.008554246618583297,0.0006025662694207868,-0.0247940314887674,-0.060044004559651976,-0.08938529924988829,0.055843362395912866,0.024833454230965762,0.01762344713723905,0.00237457423417263,-0.0018053016015694978,-0.007945410912440918,-0.0015791469068559272,-0.035069871612587435,-0.051105679876576424
1759.0,-0.04528255075031244,-0.06291169860666328,-0.08819121527335302,-0.015535970244963535,-0.022343669719455644,-0.03150968019038462,-0.002375489936819526,-0.0033024780733924633,-0.004561085990950308,-2.5287136422302848e-08,-3.570881039471896e-08,-5.015863937668507e-08,-0.006371152095315594,-0.013380488376419246,-0.022547017967868985,0.0824837222624633,0.03207515079679783,0.009057003452518078,0.017548271657061066,0.008489484786533684,0.0005894632905010934,-0.024372158352756877,-0.05948742452161991,-0.08893608672809637,0.065574189310246,0.030560344404749844,0.021801282525706744,0.01144684355700869,0.0035917987799921128,-0.0051307486350974235,0.016694693429898946,-0.023413706571943582,-0.04304899657392505
