id,C (W yr / m^2 / K),C_d (W yr / m^2 / K),alpha (W / m^2 / K),gamma (W / m^2 / K),kappa (W / m^2 / K),d1 (yr),d2 (yr),q1 (K / (W / m^2)),q2 (K / (W / m^2)),efficacy (dimensionless),ecs (K),tcr (K),erf2xCO2 (W / m^2)
7277,10.358598117728457,181.4845130694517,1.9818728033030173,0.6547225914406362,0.5962275048214329,4.004344818378927,361.8061810276184,0.3852514678946068,0.11932178137415757,0.9106566851611276,2.0887179984385793,1.605668088952848,4.139573394874935
7496,8.03356158230699,72.09899058375736,1.1543352790588703,0.6745262915417416,1.0442695568307716,3.594524130977386,206.94982195308359,0.44003460372889824,0.42626483122842446,1.5481524885322415,3.4040949365170485,1.7872547236972114,3.9294668784872946
7639,7.717922731790947,209.4306894627434,1.7819353939692582,0.5040278927731022,0.33335703588113863,3.643551979160622,493.93437790195367,0.4714275970538489,0.08975997651609148,0.6613860872799071,2.154122216888802,1.814645846144855,3.8385066212096786
8071,8.321827502022474,186.34752473307375,1.0887977196689764,0.5995674887628103,0.6437750828391919,4.7754723405884185,497.4400240084961,0.5705087799183729,0.347935465449836,1.0737324736663134,3.5387345731651934,2.2238408268895045,3.852966133776031
8106,9.175948995840786,152.6102227372782,1.4758159320651192,0.5831470518341348,0.6139836310101887,4.369033707230791,372.4250999675054,0.47374836743461907,0.20384290819329393,1.0528795937132247,2.5987613842265436,1.8352446436696508,3.8352934544771355
8489,8.602823999165198,137.27562027276372,1.0219002302688978,0.5879558863687436,0.8097067559281996,4.655008875629633,422.24128991012174,0.5362257948048439,0.4423433163273328,1.377155624597969,3.8558866291191007,2.151297447477391,3.940331434187573
8785,8.673158437010388,113.95701233603155,1.42723226479805,0.4653241200330139,0.30025863477980974,5.002536414482504,297.4937568573979,0.5746650733100037,0.1259917326384663,0.645267721687212,3.1806010087802687,2.627774411019887,4.539456381180425
9184,8.216408429398554,100.68693647934029,1.05430613257458,0.6059948096306782,0.8443009660934939,4.27733701803359,302.72343252714626,0.5144519962028704,0.4340391195208283,1.3932478507663302,3.543969879656104,1.9679844136273568,3.7364291777810266
9237,8.471480768233004,69.0447920615845,1.233773466365644,0.469299386669673,0.13823707531387708,6.147491575735236,164.32623326083035,0.7223713456086281,0.08815021873147989,0.2945605283971497,3.386856624637482,3.0456135072747026,4.178613837862431
9501,5.766658464196419,86.55496612210561,1.1738071785302582,0.9864318195258268,1.517042315315658,2.1136494673970483,203.94798684318877,0.36144613185385904,0.49048254799295604,1.5379089413852172,3.9126773590423567,1.7067951150075436,4.592728771316731
10283,7.056185832322785,42.098364652634814,1.0645699419794759,0.5431059582314156,0.15034205195529582,5.750949733940753,89.33813803642849,0.8064687138617904,0.1328777401068297,0.2768190068193573,3.726466077700756,3.2653260449574346,3.9670837761263793
10371,7.663539856635618,64.54775242031036,1.1516984766436726,0.5566347307998578,0.9021302380466998,3.6784116946985193,209.76890809939252,0.47305811074554865,0.39522470830813633,1.620686220477801,3.4284571954583196,1.9225307840934796,3.948548929247385
10437,9.45391018068967,86.24844313021427,1.2791575949903635,0.4228579314394946,0.6987850635136703,4.739829339998955,318.0398181908559,0.4971196555134468,0.2846448463089691,1.6525291630095795,2.6209236848281754,1.6949806016488487,3.352574437338091
10649,7.578394129630296,72.77320975725499,1.0076286140046824,0.7487116672861035,1.7583249229002191,2.691168640859195,271.63936851885575,0.3487334916969107,0.6436956494582189,2.3484673736602995,3.7578207750883648,1.3689628870329345,3.7864877392802905
10976,8.685121153191309,77.85961134250441,1.1502334148316065,0.5093523805510515,0.8211681397973654,4.352422856371663,265.1872929664283,0.4949906774837244,0.3743980805766548,1.6121808224572758,3.8149105152664227,2.2258466515604187,4.388037549251901
11071,8.708098596988593,158.5896873677267,1.2624787056506777,0.42899346199639454,0.3962199427814841,5.232016121142966,487.3651514279542,0.5987462415524539,0.19334632644424876,0.9236036860273038,2.906261347567151,2.2120311412969906,3.6690930643591706
11242,5.7993200190197625,133.26686204249222,0.6860847617681257,0.9679484061632057,1.6975488055220609,2.4025856573452242,484.38466302738345,0.40908703933029217,1.048458814658472,1.7537595957731629,5.401390390793665,1.5546901547024425,3.705811639484315
12162,8.082170408834934,113.72295564457659,0.91895919029326,0.480471033250897,0.45072855180825167,5.851921167971839,355.72487802387934,0.7179627214750082,0.37022488311369656,0.9380972433626109,4.533100261629277,3.0413750652053877,4.165734145945005
12502,7.254371415213045,83.6452411308733,1.5534084643874293,0.6307338274880037,0.17348338294280907,4.187111694571854,147.9090295156196,0.5752454803308336,0.06850020724937511,0.2750500692720636,2.521888866366713,2.268540162092335,3.9175235112584708
12835,5.534374316293527,114.57672044937435,2.275123222154176,0.9160771968586708,0.7243411486685738,1.8384972986874606,165.48739677372114,0.3309901450090601,0.10854648767194436,0.790698809175056,1.7265184939777747,1.3095812563527907,3.9280423191274894
13198,8.824265074903282,110.82927760102214,1.4718820056646509,0.5891298100077311,0.6505669782377019,4.12918251678388,273.1397915417383,0.46468908408893467,0.2147132023385272,1.1042846027926594,2.6418740875310327,1.8320944155365124,3.8885269306686467
13504,9.02469608499812,170.55382668292916,1.360837031084812,0.4321762294741887,0.310720013029846,5.385127215748311,485.99420561236224,0.595162351962505,0.1396794969566367,0.7189659954409952,3.132799988668388,2.5504545301473973,4.263230235562022
13828,9.32528197405414,228.01293830400485,1.3520566594214491,0.7311453226889209,0.9422116560765694,4.042793433988683,532.0363613031632,0.43118677163088265,0.30842720314729016,1.2886790448325836,2.7832230840069467,1.6402071544845627,3.763075305387096
14486,7.3504812439409015,121.98429840136083,2.02699634068378,0.7489701204410367,1.1294992254563483,2.316721964868294,254.93433637837498,0.313545738831746,0.17979506298867695,1.5080698076329588,2.0071649777577827,1.2889345097477163,4.068516065063666
14728,9.831413057663443,140.02809157435195,1.4076522809593564,0.575452986869203,0.49732541543518116,5.132041402563586,331.15836102561525,0.5190388414135385,0.19136387204526537,0.8642329204700436,3.046725651810877,2.2513283600884373,4.288730313228963
14888,10.986074002687488,446.85068066700273,1.5486168369914206,0.4428341224575514,0.20486549727231584,6.26072258835576,1143.3927354268324,0.5694604040204571,0.07627711872452034,0.4626235578581766,2.9364901478691765,2.593409694406226,4.547498084649633
15289,8.643520091170219,407.7632159318274,1.5448809356380528,0.6851453217322505,0.4383078461313312,4.3513120108735075,765.245449164749,0.5025961687802469,0.14470290581606501,0.6397297510886579,2.532843988318386,1.973055932177789,3.9129423904985257
15401,8.442777246195268,240.414222299901,1.7230859763943087,0.6539860595362542,0.4978396159633378,3.792605625456338,474.9330177779862,0.4481573744315611,0.13219671915381637,0.7612388807130831,2.266862246233761,1.7587255333289409,3.9059985469030964
15585,8.68350231305917,170.35110988467991,1.2871916038045181,0.5842508325904066,0.836294979780579,4.066613170960482,483.6870841830521,0.46569855002725596,0.31118656718787024,1.4313971553496612,2.9502192545715125,1.7883312676529999,3.797497453866874
17114,9.830112471473047,188.96585605979683,1.9191881280092693,0.5544836952964279,0.5933121197657096,3.9018109236227554,447.37249256884536,0.3958322085322398,0.12522145233907325,1.0700262691196425,2.1779529916094322,1.6636422338906167,4.179901524859094
18539,7.1808091715600195,99.9687439444448,1.377807081979738,0.7313194890043159,1.2134523697591917,2.7448269690153926,259.5536191953023,0.37857290549760175,0.347218109136407,1.659264368041517,2.7688422171653984,1.4722301979969088,3.814930415694966
18570,9.422471252791068,130.32383905514376,1.5566293694672604,0.5030930250329698,0.35278611305923313,4.917162469271068,318.8897877148857,0.5199667797485662,0.12244689920073808,0.701234355288693,2.7846461184580433,2.2701512432638684,4.334661931564798
18897,7.5546614771009875,159.35824656751845,1.4712332087842424,0.6549525889928609,1.0274277700987062,3.00800160697184,415.3556328810856,0.3961112151156993,0.2835906798859457,1.5687055633730846,3.0796291206478497,1.8133122785875873,4.5308526330361305
19901,8.523259197570304,73.4413525024022,0.9016342136440444,0.7208691434748313,1.0325485911725916,4.305237578612833,223.69816437336564,0.4932641854471016,0.6158330347641849,1.4323661936691596,3.771223453608302,1.7579848629625523,3.400264093070099
19952,8.704071861701317,86.70612112206443,1.5281788571680912,0.7837381423275916,1.0322226879030922,3.3571395064410354,187.6971452279989,0.38080454580020506,0.27356911950041923,1.3170504689710982,2.796116299165473,1.66886550228549,4.272965810567765
20001,9.574923277677284,139.22997498289178,1.5370387633398983,0.6556895477381788,0.48607524614512454,4.707126350002864,281.01474675911265,0.48890126796795036,0.16170041095591628,0.7413191926298901,2.7154328598186543,2.0630204453235907,4.173725564788187
20452,8.51641959469816,174.97723620651155,1.2753336713774366,0.6047533934298769,0.3870134988503484,5.101809918122916,378.7147230097013,0.5965287672595001,0.18757975464593732,0.6399525873767982,3.106148747371546,2.3830016718390827,3.9613760858297797
20817,10.90234237693076,148.36938884924214,0.8191372743216665,0.683274591724231,0.6918980413608552,7.1050932421080715,406.7638812155075,0.641586086074229,0.579210514627535,1.0126207673182503,5.077494206316672,2.752526510386445,4.159164764546292
20840,7.791819930070824,99.14356303427219,1.5444217153063753,0.44925353480018826,0.46913975130606067,3.8537129270144845,288.91272324082536,0.49251729272450206,0.15497425060803263,1.044265019561208,2.6968974585342917,2.06854723234363,4.165146998914935
21192,8.163484188973701,135.6101679769427,0.9897388491760866,0.7645264043653868,1.193004673809828,3.6969991060758347,395.7358158351802,0.44761294430860465,0.562754589341769,1.5604492755225514,4.441027295321049,2.0137305176458913,4.395457244430643
21333,8.963960740208945,75.74582899490825,1.220152720985904,0.6037342763087626,1.0643127265025898,3.8665939413377477,238.380143493549,0.4249479512661168,0.39462158523582513,1.7628827255093222,3.3580490062217665,1.7935629696873043,4.097332632145499
21585,10.077465214918286,178.7090452584685,1.299333538016975,0.6134632701484469,0.6833892982597056,5.051909801023851,447.2321754585259,0.4982420597680636,0.2713832679412372,1.1139856801766437,2.9339243515621534,1.9226824033298433,3.812146307989412
21771,9.350953212079064,449.08092374910416,2.0247096785377026,0.5288252194223905,0.16269921493191708,4.273291982314585,917.7893337618174,0.45681733646817235,0.037080633497692805,0.3076616034114734,1.9966596592229937,1.8481483497866804,4.042656136774586
22278,9.076134468581813,145.87849432161624,1.4684179117337903,0.8522536229521309,0.9652994759174247,3.6969597386933435,286.1731890862926,0.40374575900640125,0.2772592818673356,1.1326434407796508,2.612889501903981,1.5765239486906504,3.836813745976988
22775,10.833509553128348,101.87262012622662,1.2646990885406721,0.4548684297177501,0.4330652637791379,6.334019956331636,302.88252584588054,0.5802685748894731,0.2104333470624845,0.9520670934403144,2.853056662219455,2.12529975395793,3.608258160263836
23101,4.832452685346287,78.48306063923721,1.1640960357817598,0.8080997700752768,1.1864246675202013,2.0339471072390416,198.22119646517362,0.41635094442485576,0.442684710076311,1.4681660748519736,3.6698514125926787,1.8174949385920875,4.272059481307228
23775,7.998229968421103,79.27656658370232,1.2346630132375462,0.6229109757025906,0.9619863328406717,3.59533122551157,229.31126590013034,0.44377485875026607,0.36616274307178115,1.5443399945804983,3.351246336817118,1.8836233046039286,4.137659900315912
23989,8.520328996055587,78.56248664692684,1.7052404298334232,0.967372802614139,1.6575738505581423,2.4947189835899577,162.6561392776424,0.2882224003184099,0.2982051687826139,1.7134798973868894,2.280197806271581,1.1562593598891902,3.8882854872717787
24402,7.127952778924612,122.25187642300888,1.2774981901700757,0.6573750909212512,0.5164056771822942,3.948770678068953,262.7755157334955,0.5504932328118348,0.23228674112055,0.7855571108704449,2.798784719604481,1.9931070326791795,3.575442413970386
24966,9.820992144030155,216.57746271329842,0.7866839881023492,0.6209085224776325,0.6443967382052759,6.801729368328608,640.2083666317621,0.6863574244165165,0.5848010269105758,1.037828786169527,5.200732422789922,2.8589113445540844,4.091332923413567
25264,10.034810474829015,86.57578091948757,1.0163328386004205,0.5543144375371166,0.9247008335175717,5.0881999109257965,303.07441639728603,0.49891213646094157,0.48501749959911716,1.6681882536311423,4.284976499319799,2.243630490004737,4.354962328889784
25309,8.233817497379452,79.60905170090355,0.8635265316215673,0.6406549890700258,1.3306353877358292,3.6843307771478018,321.5919544327358,0.4392281356406272,0.7188138739339432,2.0769921571474503,4.222637639453501,1.6618461941768963,3.646359635091964
25659,6.880100911398852,131.56267665195764,1.5433701400251971,0.7882762533711157,1.4541625669626852,2.2799362458877286,326.3294496393399,0.32915403985082314,0.3187786718599762,1.844737248831057,2.5018477171048783,1.2881517697766642,3.861277061469876
25882,7.462241966686026,380.4662808253936,1.7330638471045596,0.761097885909592,0.6369567230775006,3.143252575521142,684.7801169717225,0.42050253234506935,0.1565102543856074,0.8368919883626667,2.1837071021440377,1.5968232001887552,3.7845038313912953
25996,7.9291107768565325,173.098811960033,1.2024936741142134,0.6399609509509794,0.6937638373816555,4.1577055350281915,428.9716283511487,0.5213525727663496,0.3102526335867099,1.084072139637153,3.4773495106039585,2.2051281346734566,4.181490789185416
26087,7.201048765308462,124.10652207039664,1.4513311143475236,0.7562853379708308,0.6181373265204706,3.4574344650356448,235.49636797596312,0.4770167349142754,0.2120059078956492,0.8173334791587772,2.4252213317125717,1.7008228337212465,3.519799177893792
26167,8.66169999245385,365.9734469445796,1.296440865613294,0.6014444981610689,0.756482812307377,4.208402222024297,966.022415907643,0.48461419928895194,0.2867283482378427,1.2577765938841263,3.2201726645313267,2.0335697237696246,4.17476343662926
26288,8.253769067936902,133.4317712522591,1.4205838098490893,0.6924548379843329,1.2899716070855924,3.022130786471959,370.45886772165716,0.3633733616641002,0.3405625786632996,1.862896374355,3.038673576203922,1.5925483237871565,4.316690485771525
26421,7.957266682344005,159.65519236675908,1.7135754956318496,0.5078691281962727,0.8815940986059976,3.0559926421619426,477.68279493829414,0.3827658652942716,0.200809239828987,1.7358686513138355,2.2853632037119818,1.5090121251399946,3.916142384499551
26948,7.988710146214854,88.83224746757732,1.2165461485207376,0.5806128672877401,0.9264219739352515,3.688480181921958,272.38589532258896,0.4567658416573154,0.36523339052631654,1.5955932534924948,3.4464909840577223,1.9565458247515195,4.192815332566869
27342,8.749409811080879,86.43622263211218,1.6167708806318446,0.6883449833544197,0.6855153950307433,3.7656501832329887,180.45957699346476,0.4263797255911045,0.1921371044554602,0.9958892875053909,2.4713422301099084,1.7354897155730769,3.9955941537174633
27389,7.580996108979825,127.36812838863176,1.2966421747340933,0.7514645747441099,1.19639907439318,3.014664788394597,328.7148748464714,0.3942031037740495,0.37701968959611987,1.592089786535287,2.856861434005564,1.4858667196139212,3.7043270227029343
27542,9.343089373807784,253.26188795526488,1.0173456467158084,0.7212313978579887,0.6634786312229528,5.523788103718364,583.8216243326029,0.5874746836380257,0.39547541127632274,0.9199247747580624,3.8463643281011395,2.328073229448699,3.9130820048766695
28181,10.112717645598805,183.72522325994566,1.0797515803973723,0.6372851907012607,0.6159784421659367,5.918573961878718,456.2069649687264,0.5807799837797926,0.345358970915673,0.9665663837066756,3.1225550736465637,1.9882786356233395,3.371583775647711
28998,8.11806766495787,73.50280462033852,1.2553039117033842,0.6767466801203845,0.8731443104480694,3.758801614939396,186.866803462685,0.4561686564308015,0.3404511825395477,1.2902084873068724,3.2570793501757924,1.920941466394316,4.088624449003988
29466,8.514379231029327,123.41525647946682,1.3124052849177006,0.4986968759247265,0.6337900572978035,4.349543695218519,369.12505408389495,0.507852593364318,0.25410715450633287,1.2708923754987949,3.0713681717377805,2.071158908400232,4.030879820516679
31080,7.551988716904439,97.35006171579334,1.6163074149167302,0.5845048418208569,0.6144886113448407,3.366206237076342,231.17707525240917,0.4431820606272395,0.1755121251267247,1.051297726517676,2.2830815501420734,1.6541905198469848,3.690161638354216
31483,8.714998108491375,137.4158036618112,1.3666161797940009,0.5151067626943925,0.5257909700423127,4.58298696448708,371.20305989473246,0.5233001540953102,0.2084341944258205,1.0207417337952114,3.164637394033016,2.285366902276144,4.324844665866642
31629,8.385198491330572,94.99001566009005,1.4189391277240726,0.4625623139512872,0.45481998802202317,4.451130160510333,272.6383853518396,0.5279452500226963,0.1768066173840205,0.9832620909750988,3.013018435781197,2.2816645507720885,4.275289751083921
32705,8.163283035781678,145.15205889365856,1.5800470994768767,0.6085248255192356,0.7449879085275082,3.4943899601945803,352.66986578437275,0.4260119877253388,0.2068805382829525,1.2242522856677749,2.5613387942585883,1.740634407100614,4.047035932645883
33005,7.061625855094063,166.2421688069929,0.3979532136543264,0.7907739271518979,1.5602577628926366,3.5573732785740613,1048.6537239959275,0.49692251600880116,2.015935693671668,1.973076892547736,10.251514616242783,2.0833420071783944,4.079623186358114
33196,7.811684004068351,209.5645767980789,0.8746014570145672,0.8669125832154224,1.0120680206745898,4.102470070482063,526.2978756969234,0.5203142664768329,0.6230636595255742,1.167439532277613,4.2260123363237305,1.9590482543011842,3.69607654671027
33385,7.868669824801389,150.17232888780092,0.5032330792617721,0.6150101829501919,1.140180408089293,4.7233631290191616,808.329475430694,0.5921230086176155,1.3950277595055196,1.853921186507628,7.851842168138285,2.404329003359081,3.951306712149658
33856,7.317411330834266,85.13371717521704,0.5963627833613553,0.6938953674861158,1.0997809737127402,4.216826932513593,357.000452602948,0.5631180577535547,1.1137136089771769,1.5849377661895776,6.873844992504639,2.4168383811971337,4.099305332124581
34340,9.295230251679817,147.90636910922797,0.3741045095691562,0.5097914915580543,0.7323696106407771,8.241288401306072,874.7146281924394,0.8696234457232986,1.8034263957545948,1.4366061865851598,10.751786400244509,3.6352334905877766,4.022291778255795
34399,7.918199254841483,130.75012255199402,1.2927868833941791,0.7042083639521792,0.9956411608791522,3.431983929760497,331.356251962938,0.42987051419353334,0.3436521853673749,1.4138445548862628,3.148362523280954,1.7785841177977082,4.070161774267418
34567,5.3626446485828065,103.88175943400243,1.027096145005532,0.7365145504999376,1.9066903400917392,1.8125565689700969,406.2883004296593,0.33514838967768534,0.6384702972025152,2.5888019982734893,4.134870754237572,1.4475865347892618,4.246909811773527
34977,8.638687973984725,190.91357668185228,1.4709386209960786,0.6114019633436004,0.6422099668415406,4.071715579788466,450.3869393629502,0.4694327868069165,0.2104052334381625,1.050389114437021,2.317031203002196,1.612858983114174,3.4082106825489356
35141,8.760688352947083,184.6377332499585,1.2772637560056406,0.6712775473421565,1.2733421355772887,3.4133355867596644,552.7095803593514,0.3871755673619019,0.39574808117822285,1.8968936777625518,3.1102851850285553,1.5575336631927899,3.9726545376782716
35235,7.72277018495541,100.01243412018684,0.859223338187361,0.6960139895584083,0.8647948039898229,4.409493667120718,292.89661444774543,0.5619111201669106,0.6019306373319331,1.24249629599902,4.661421491425218,2.323178646776127,4.005202134560682
35358,7.883791380074211,468.52223515517966,1.1952436705023368,0.5692601796333217,0.3387446037826247,5.132296190313001,1057.7581005235381,0.6500881995722773,0.18656128427709168,0.5950611265323719,3.067122314280711,2.38982174391738,3.665958532800499
35745,8.727792904003017,101.65769039335993,1.264005555658806,0.7705628543365984,1.3558786600283323,3.2878750451318517,277.0590334520127,0.3717361906121332,0.4193995726154247,1.7595951484005166,2.782461692143165,1.342443691296609,3.517047037276763
35858,10.154957868665267,133.93471664505648,1.9246464218256436,0.6666413392628074,0.7920730452154026,3.717515456144028,285.15126881749535,0.36405129140842934,0.15552466221085537,1.1881547071342755,2.2969519352071437,1.6272641974391697,4.420820323201916
36071,8.263196009764568,171.58296725811687,1.3901875546595983,0.4014026386501831,0.513649360681161,4.328340092210456,587.0123413940403,0.5223570799448188,0.1969703206265801,1.2796362336043323,2.933985660915869,2.1424053281501334,4.078790351354957
36415,10.7324157666343,204.1897652667115,1.5632216769235747,0.5720468254204439,0.3574910494651804,5.57128409066055,439.86965782335676,0.5175610724773323,0.12214346512094557,0.6249331935413356,2.500211448622859,2.034861684249955,3.9083847333797466
36506,7.902267764570906,176.0200596516406,1.6783339214176438,0.5888891787926065,0.5054751400381903,3.6083649077673265,390.0241584344452,0.45532407214473153,0.14050491470868995,0.8583535888272917,2.517996634875465,1.9351688024912241,4.226039166326971
36588,8.20582699319017,102.30828466475334,1.8754649812328343,0.6488455682498164,0.8557770389025823,2.9863662482672466,231.01479199902312,0.36171557054696857,0.1714855342492699,1.3189225306892962,2.0412977546056106,1.4017001887083682,3.8283824550320387
37506,10.023120251754992,103.53588982902819,1.4753300910373912,0.5302524405270445,0.21810976024401918,5.8951556755799865,225.02289435869602,0.5857436648105391,0.09207074843500189,0.4113319309331775,2.8907935083285152,2.518468339212294,4.264874649812608
38145,7.405163633243298,135.94599389881347,0.8853025117044129,0.5505485020354712,0.7651895768757284,4.448798580247211,464.27045663400924,0.5956537394553133,0.5339036567783941,1.3898676938483945,4.2461065716995146,2.2775563959982397,3.759088812890194
38707,9.201911699299934,155.8476239522787,0.9616508862382421,0.32758953059359075,0.3944021190137854,6.757486460514229,673.667526039858,0.731261096262754,0.3086173193978133,1.2039521479796091,4.343703405980742,3.080356161403231,4.177126229917451
