year,stratospheric_AOD
-499.9583333333333,0.002916091958041164
-499.875,0.0028856270210661085
-499.7916666666667,0.00286462346672677
-499.70833333333337,0.0028507076329513815
-499.62500000000006,0.0028420668180768028
-499.54166666666674,0.0028373188779478196
-499.4583333333334,0.002835411648248596
-499.3750000000001,0.0028355466062122817
-499.2916666666668,0.00283711911358465
-499.2083333333335,0.0028396751630374805
-499.12500000000017,0.0028428745540473198
-499.04166666666686,0.002846465465791428
-498.95833333333354,0.002850262375671144
-498.8750000000002,0.0028541296678701836
-498.7916666666669,0.002857969467736353
-498.7083333333336,0.0028617131792618784
-498.6250000000003,0.002865315232452132
-498.54166666666697,0.002868747601063617
-498.45833333333366,0.0028719926698073986
-498.37500000000034,0.002875041706183071
-498.291666666667,0.0028778913111427045
-498.2083333333337,0.0028805431661616207
-498.1250000000004,0.002883003759164228
-498.0416666666671,0.0028852814204178546
-497.95833333333377,0.0028873854292758515
-497.87500000000045,0.0028893254183579146
-497.79166666666714,0.002891110235331916
-497.7083333333338,0.002892749771894409
-497.6250000000005,0.0028942547456344845
-497.5416666666672,0.002895635479782426
-497.4583333333339,0.002896902126869896
-497.37500000000057,0.002898063528316392
-497.29166666666725,0.002899126763050238
-497.20833333333394,0.002900098915865556
-497.1250000000006,0.002900987810088556
-497.0416666666673,0.0029018015473552916
-496.958333333334,0.002902546144107136
-496.8750000000007,0.0029032276038052293
-496.79166666666737,0.0029038499216043987
-496.70833333333405,0.0029044177434634577
-496.62500000000074,0.0029049361463184624
-496.5416666666674,0.002905409611592503
-496.4583333333341,0.0029058434631226825
-496.3750000000008,0.0029062403745341576
-496.2916666666675,0.0029066027420087477
-496.20833333333417,0.0029069326489798808
-496.12500000000085,0.0029072334947852847
-496.04166666666754,0.002907508670374968
-495.9583333333342,0.0029077610989059195
-495.8750000000009,0.002907992107361851
-495.7916666666676,0.002908202732234949
-495.7083333333343,0.002908394120008735
-495.62500000000097,0.0029085679495253424
-495.54166666666765,0.0029087270696467452
-495.45833333333434,0.002908873308249594
-495.375000000001,0.0029090073917954645
-495.2916666666677,0.0029091295540376746
-495.2083333333344,0.002909240217666018
-495.1250000000011,0.002909341121520013
-495.04166666666777,0.002909433622104647
-494.95833333333445,0.0029095188184994547
-494.87500000000114,0.002909597164695353
-494.7916666666678,0.002909668404519151
-494.7083333333345,0.002909732339114967
-494.6250000000012,0.002909790011743577
-494.5416666666679,0.002909842955724845
-494.45833333333456,0.002909892309271004
-494.37500000000125,0.002909938035567215
-494.29166666666794,0.0029099795495733023
-494.2083333333346,0.002910016406709497
-494.1250000000013,0.0029100496815084496
-494.041666666668,0.0029100804951365735
-493.9583333333347,0.0029101097236935627
-493.87500000000136,0.00291013674127972
-493.79166666666805,0.0029101609795331115
-493.70833333333474,0.002910182409929801
-493.6250000000014,0.002910200921544348
-493.5416666666681,0.0029102180601267187
-493.4583333333348,0.0029102346648552627
-493.3750000000015,0.002910250699559871
-493.29166666666816,0.0029102650314256043
-493.20833333333485,0.0029102769966671813
-493.12500000000153,0.0029102873879217166
-493.0416666666682,0.0029102977308081285
-492.9583333333349,0.002910308049745794
-492.8750000000016,0.0029103178072062397
-492.7916666666683,0.0029103264394701256
-492.70833333333496,0.0029103334533390752
-492.62500000000165,0.002910338871968899
-492.54166666666833,0.0029103440983097783
-492.458333333335,0.0029103499957465607
-492.3750000000017,0.002910355665668094
-492.2916666666684,0.0029103611265573516
-492.2083333333351,0.0029103647897999866
-492.12500000000176,0.0029103676550536212
-492.04166666666845,0.002910371048204764
-491.95833333333513,0.0029103748575590254
-491.8750000000018,0.0029103788443284755
-491.7916666666685,0.0029103821630654847
-491.7083333333352,0.0029103841785066754
-491.6250000000019,0.002910385293265485
-491.54166666666856,0.00291038643007968
-491.45833333333525,0.0029103886556666714
-491.37500000000193,0.00291039112389726
-491.2916666666686,0.002910393318121074
-491.2083333333353,0.0029103942618026856
-491.125000000002,0.0029103944947631737
-491.0416666666687,0.002910395543222953
-490.95833333333536,0.00291039740457546
-490.87500000000205,0.002910399655064561
-490.79166666666873,0.002910401113012309
-490.7083333333354,0.002910401626254495
-490.6250000000021,0.002910401236606437
-490.5416666666688,0.0029104010229740055
-490.4583333333355,0.002910401737465368
-490.37500000000216,0.002910403106902655
-490.29166666666885,0.0029104039863902848
-490.20833333333553,0.002910403948516377
-490.1250000000022,0.0029104034431793008
-490.0416666666689,0.0029104035042766584
-489.9583333333356,0.002910407032923131
-489.8750000000023,0.04148532035038561
-489.79166666666896,0.06795265544191025
-489.70833333333564,0.08535005486027741
-489.62500000000233,0.09600186452701365
-489.541666666669,0.10168250889104431
-489.4583333333357,0.10374294875843873
-489.3750000000024,0.1032083503317491
-489.2916666666691,0.10085335659581797
-489.20833333333576,0.09726016505903311
-489.12500000000244,0.09286349785244742
-489.04166666666913,0.08798578276800867
-488.9583333333358,0.08286432360890766
-488.8750000000025,0.0776717975274639
-488.7916666666692,0.07253167238898699
-488.7083333333359,0.06753006124497818
-488.62500000000256,0.06272498131727443
-488.54166666666924,0.058153462870619343
-488.45833333333593,0.05383870433878471
-488.3750000000026,0.04978811780520996
-488.2916666666693,0.04600403355231964
-488.208333333336,0.04248280367217259
-488.1250000000027,0.03921666525585427
-488.04166666666936,0.036195088305204216
-487.95833333333604,0.033405800940868896
-487.87500000000273,0.03083552926334489
-487.7916666666694,0.028470568457815506
-487.7083333333361,0.026297166862311833
-487.6250000000028,0.024301826171828956
-487.54166666666947,0.022471497770425616
-487.45833333333616,0.020793724974920595
-487.37500000000284,0.01925671265015749
-487.2916666666695,0.017849369246261976
-487.2083333333362,0.01656131689174772
-487.1250000000029,0.015382878780348335
-487.0416666666696,0.01430506810693675
-486.95833333333627,0.01331955250194773
-486.87500000000296,0.012418624389573142
-486.79166666666964,0.01159517595379211
-486.7083333333363,0.010842653782116395
-486.625000000003,0.010155035939422805
-486.5416666666697,0.009526789856191382
-486.4583333333364,0.00895284030418465
-486.37500000000307,0.008428534465963844
-486.29166666666976,0.007949609578365343
-486.20833333333644,0.007512163733425297
-486.1250000000031,0.007112625469629561
-486.0416666666698,0.006747726290691623
-485.9583333333365,0.006414476503783111
-485.8750000000032,0.01019444738765664
-485.79166666666987,0.012718242121731352
-485.70833333333655,0.014305863728951361
-485.62500000000324,0.015201528216186316
-485.5416666666699,0.015591170690961519
-485.4583333333366,0.015615946869049458
-485.3750000000033,0.015382664927552749
-485.29166666667,0.014971808800295788
-485.20833333333667,0.014443722658868582
-485.12500000000335,0.013843349612973574
-485.04166666667004,0.01320385759595875
-484.9583333333367,0.012549428285493784
-484.8750000000034,0.011897402393585022
-484.7916666666701,0.01125995328382578
-484.7083333333368,0.010645365940782971
-484.62500000000347,0.010059022904346094
-484.54166666667015,0.00950415901064124
-484.45833333333684,0.008982438407354148
-484.3750000000035,0.008494390286572685
-484.2916666666702,0.00803973093389084
-484.2083333333369,0.007617610250955139
-484.1250000000036,0.007226791473389079
-484.04166666667027,0.0068657894758383615
-483.95833333333695,0.006532964604018989
-483.87500000000364,0.006226598316268961
-483.7916666666703,0.0059449526320952215
-483.708333333337,0.005686308583371993
-483.6250000000037,0.005448998947007196
-483.5416666666704,0.005231424475148926
-483.45833333333707,0.0050320685031966786
-483.37500000000375,0.004849501662678029
-483.29166666667044,0.00468238593476807
-483.2083333333371,0.004529471545569991
-483.1250000000038,0.004389599507634088
-483.0416666666705,0.0042616946296082595
-482.9583333333372,0.004144761874391978
-482.87500000000387,0.004037880854267606
-482.79166666667055,0.0039402022885785416
-482.70833333333724,0.0038509447828932422
-482.6250000000039,0.003769391558908553
-482.5416666666706,0.0036948852237289535
-482.4583333333373,0.003626822337649063
-482.375000000004,0.003564649716134042
-482.29166666667066,0.003507860057503345
-482.20833333333735,0.0034559897107233188
-482.12500000000404,0.0034086150880324726
-482.0416666666707,0.003365349238384673
-481.9583333333374,0.0033258378019450207
-481.8750000000041,0.003289755735228174
-481.7916666666708,0.0032568050170749805
-481.70833333333746,0.00322671367111782
-481.62500000000415,0.0031992344560488523
-481.54166666667084,0.0031741415512300786
-481.4583333333375,0.003151228705481956
-481.3750000000042,0.0031303063149394693
-481.2916666666709,0.003111200698943543
-481.2083333333376,0.00309375379208311
-481.12500000000426,0.003077821872897958
-481.04166666667095,0.0030632744629643677
-480.95833333333763,0.003049992074449766
-480.8750000000043,0.0030378641100324
-480.791666666671,0.003026789799732962
-480.7083333333377,0.0030166766545402135
-480.6250000000044,0.003007441350054054
-480.54166666667106,0.002999008787124354
-480.45833333333775,0.002991309938271285
-480.37500000000443,0.0029842808329808026
-480.2916666666711,0.002977862063127029
-480.2083333333378,0.002972000483416124
-480.1250000000045,0.0029666474617116114
-480.0416666666712,0.0029617598776531784
-479.95833333333786,0.0029572981366882225
-479.87500000000455,0.0029532246157350675
-479.79166666667123,0.0029495046656332663
-479.7083333333379,0.002946106902455188
-479.6250000000046,0.002943003435751959
-479.5416666666713,0.0029401702885923486
-479.458333333338,0.00293758423303734
-479.37500000000466,0.0029352236326653544
-479.29166666667135,0.0029330677403549745
-479.20833333333803,0.0029310985988877884
-479.1250000000047,0.002929299847478818
-479.0416666666714,0.002927657668486563
-478.9583333333381,0.002926159402055041
-478.8750000000048,0.002924791890666852
-478.79166666667146,0.002923542876204909
-478.70833333333815,0.002922401059980683
-478.62500000000483,0.0029213579252073355
-478.5416666666715,0.002920405513320268
-478.4583333333382,0.0029195372050526947
-478.3750000000049,0.0029187447452561424
-478.2916666666716,0.002918020920122226
-478.20833333333826,0.002917358936264785
-478.12500000000495,0.002916754354647047
-478.04166666667163,0.002916202483185626
-477.9583333333383,0.0029156994264057236
-477.875000000005,0.0029152407908545844
-477.7916666666717,0.0029148217065782353
-477.7083333333384,0.002914437788670502
-477.62500000000506,0.002914086584977679
-477.54166666667174,0.002913766232477974
-477.45833333333843,0.002913474929607291
-477.3750000000051,0.002913209347569876
-477.2916666666718,0.0029129665011452923
-477.2083333333385,0.0029127440700509348
-477.1250000000052,0.0029125404637544154
-477.04166666667186,0.002912354840978444
-476.95833333333854,0.0029121865538280583
-476.87500000000523,0.01811748810656105
-476.7916666666719,0.02855082138222115
-476.7083333333386,0.03540956693816804
-476.6250000000053,0.03960967448627727
-476.541666666672,0.04185017994513945
-476.45833333333866,0.04266322961108419
-476.37500000000534,0.04245273367750396
-476.29166666667203,0.041524037116531735
-476.2083333333387,0.04010681436923453
-476.1250000000054,0.03837272076775875
-476.0416666666721,0.036449126368196604
-475.95833333333877,0.0344296947007112
-475.87500000000546,0.03238246602400168
-475.79166666667214,0.030356034544802134
-475.7083333333388,0.02838428221366095
-475.6250000000055,0.026490032521043896
-475.5416666666722,0.024687859865669386
-475.4583333333389,0.022986232772705652
-475.37500000000557,0.021389149997935886
-475.29166666667226,0.019897366729639036
-475.20833333333894,0.018509341908667484
-475.1250000000056,0.01722193036711007
-475.0416666666723,0.016030925103415465
-474.958333333339,0.01493145903671944
-474.8750000000057,0.01391828995324615
-474.79166666667237,0.012986019057844302
-474.70833333333906,0.012129239608423584
-474.62500000000574,0.011342645637076878
-474.5416666666724,0.010621109822821993
-474.4583333333391,0.009959728200168133
-474.3750000000058,0.009353851982043382
-474.2916666666725,0.008799104785359044
-474.20833333333917,0.008291388530097464
-474.12500000000585,0.007826882217939318
-474.04166666667254,0.007402038667384013
-473.9583333333392,0.007013570111403312
-473.8750000000059,0.006658439784098411
-473.7916666666726,0.006333844062991024
-473.7083333333393,0.006037203156571489
-473.62500000000597,0.005766145043927593
-473.54166666667265,0.005518491989291221
-473.45833333333934,0.005292245537298844
-473.375000000006,0.005085570770554096
-473.2916666666727,0.004896787077949132
-473.2083333333394,0.004724354272190377
-473.1250000000061,0.00456686396655936
-473.04166666667277,0.004423027587808011
-472.95833333333945,0.004291666565500564
-472.87500000000614,0.004171702383469799
-472.7916666666728,0.004062147724606221
-472.7083333333395,0.0039621007914738575
-472.6250000000062,0.0038707383089398536
-472.5416666666729,0.0037873086952588723
-472.45833333333957,0.0037111248014015433
-472.37500000000625,0.0036415577170184473
-472.29166666667294,0.003578032756664336
-472.2083333333396,0.0035200246878343703
-472.1250000000063,0.0034670552118819006
-472.041666666673,0.0034186876991880227
-471.9583333333397,0.003374523229815366
-471.87500000000637,0.003334196069589677
-471.79166666667305,0.0032973722421316327
-471.70833333333974,0.0032637467221597466
-471.6250000000064,0.003233042280566222
-471.5416666666731,0.003205005733999203
-471.4583333333398,0.003179406482118339
-471.3750000000065,0.0031560321566226368
-471.29166666667317,0.0031346887485597316
-471.20833333333985,0.0031151986590780842
-471.12500000000654,0.003097401907114107
-471.0416666666732,0.003081152337678559
-470.9583333333399,0.0030663155863567986
-470.8750000000066,0.0030527687840047816
-470.7916666666733,0.003040398606189059
-470.70833333333997,0.003029102194986169
-470.62500000000665,0.003018786810526427
-470.54166666667334,0.0030093681703582337
-470.45833333334,0.0030007689501598133
-470.3750000000067,0.002992917558124759
-470.2916666666734,0.0029857484608705187
-470.2083333333401,0.0029792010589389556
-470.12500000000676,0.0029732221142441304
-470.04166666667345,0.002967763359576417
-469.95833333334014,0.0029627799996297718
-469.8750000000068,0.0029582300488432693
-469.7916666666735,0.0029540752431957596
-469.7083333333402,0.002950280316630725
-469.6250000000069,0.002946814124021756
-469.54166666667356,0.0029436497302405195
-469.45833333334025,0.00294076131353565
-469.37500000000693,0.002938124636374983
-469.2916666666736,0.002935716776050984
-469.2083333333403,0.0029335174085257263
-469.125000000007,0.0029315085828037287
