year,BC,CO,NH3,NOx,OC,SO2,VOC
1750,2.0973357959952614,348.4204761983691,6.683996379851161,12.730074318336936,15.447053562021848,2.3120825278122834,60.59937601925623
1751,2.0724909609015887,343.81914849401505,6.615536800019585,12.587159744612762,15.188102135174937,2.281497506652764,59.66775859850972
1752,2.063876797322073,341.7014647916428,6.573965449049197,12.589121082755842,15.033860887006195,2.2708994597505576,59.21371266695323
1753,2.0715154224747367,343.5675508825248,6.635011253831314,12.53466512756187,15.181930272451318,2.284976450414814,59.61014756190352
1754,2.0989144709891896,349.7073694261293,6.767851731965443,12.631675734845363,15.558157925747878,2.3369335244748752,60.85582665771377
1755,2.0987376824770445,348.03606167374033,6.695741826931117,12.760824359689924,15.357567157950037,2.3171377432777915,60.412898530150024
1756,2.068450829556107,343.2116966734737,6.673551220858913,12.410994659558833,15.195122312729486,2.2951849700753253,59.53701743010508
1757,2.14745892801366,355.8300821283872,6.797605059204515,13.12797807962167,15.704164562094135,2.3840571341740917,61.8559643826926
1758,2.1201464906689265,351.72758372305503,6.744482457145345,12.974165830190593,15.51395682577438,2.354322361189135,61.02896709814766
1759,2.116802341483501,351.39524214866975,6.794073266440961,12.747360822595425,15.573358442389575,2.349375617857299,61.04170097429146
1760,2.127339009887272,354.3054237995842,6.875255993672982,12.707504971192364,15.818408857326173,2.3725933503652326,61.65024517860373
1761,2.1372487505230775,354.59099568492013,6.827198230355391,12.961598940541977,15.69120306914785,2.3846050868442377,61.58497429767126
1762,2.101239699251919,349.132352536426,6.817802808005991,12.494599009479106,15.525222247300224,2.3409277778644966,60.62985545921055
1763,2.106521177610319,349.94161771451496,6.812265684690969,12.627761107364893,15.526049183524812,2.3566895564158727,60.731851424439256
1764,2.0710404755873357,341.9265208726048,6.642057050561572,12.57144028144258,14.957985435085789,2.3003553768995704,59.04516134505663
1765,2.1230911000756363,352.81426334662035,6.854722426418675,12.732879738615228,15.679210310411342,2.371851392171998,61.23828106362796
1766,2.109893697229894,349.25678156136235,6.777658393830403,12.754886145324923,15.358040261615686,2.3620071365698334,60.469902613295275
1767,2.11189425080795,349.49185388974,6.785774250240478,12.740507839974661,15.399773697719457,2.357754517516916,60.50416380971265
1768,2.1825654188481156,362.52905799303653,6.963040185026967,13.261203898650512,16.062939158320276,2.464618059494238,62.9809813837738
1769,2.1370669495643426,354.9004098303162,6.896317188834904,12.852648242965657,15.73430350225729,2.424294311074732,61.56757835679073
1770,2.138797775948831,355.2351570878788,6.893463471787004,12.893712452870796,15.741923550747819,2.4358491589193756,61.585220880872214
1771,2.1002824046856823,347.7308518719335,6.80633203883836,12.618021725383064,15.321105118536666,2.3174314497002646,60.04801040401902
1772,2.0864500746820065,344.48191880941465,6.77998074669221,12.518759385991963,15.113310767451004,2.2928664916232484,59.35300975084975
1773,2.092127965762919,345.6448354033062,6.840890604703195,12.462114425534212,15.203791026797724,2.2983726625991734,59.54891238406515
1774,2.1542729324162804,357.9711926264435,7.083725156429546,12.778600311104885,15.87472016679038,2.3898672260593585,61.94998813371647
1775,2.148368618042741,354.9143616627307,7.005305457703824,12.863961810873716,15.588262448245166,2.358171216021311,61.18174745565565
1776,2.111451513929521,348.7596430058228,6.996759341565182,12.402073639295036,15.36911859937592,2.3270786360472746,60.026653421049176
1777,2.1695529953102852,357.4060227104182,7.0909003532522235,12.929213494800493,15.672498867692118,2.3815837993487614,61.5432853083639
1778,2.197309443198502,362.61564630373056,7.169170015586749,13.202120010844633,15.898497340055906,2.420369516042905,62.43756879624138
1779,2.1589236476848734,355.78597544103457,7.152974898243961,12.691566121386664,15.626498709798256,2.3640169584907142,61.159183343663734
1780,2.1885751219216703,361.470493870527,7.3032681653456955,12.70961343132908,16.01742118078818,2.405085019791767,62.28125152696008
1781,2.188668071437671,359.93889452937015,7.238623890451345,12.87242295292198,15.805884707316322,2.410536001230926,61.85974863140065
1782,2.1597494019597656,355.8948522377039,7.2514789884095014,12.455613619546645,15.711753023246043,2.3772717682078204,61.15556379113546
1783,2.1499519545452843,354.13466387481765,7.227098730051712,12.438818324545368,15.606192201807222,2.3730579156042073,60.774956032469476
1784,2.139768406529955,350.416851067518,7.111036749089863,12.59190821029209,15.227072739740365,2.3377413321593608,59.88890337980601
1785,2.1650651190896126,356.65177173238135,7.267047170030292,12.546828303740515,15.731641583158147,2.3885429167579764,61.17452363320133
1786,2.1578059369900346,354.0425418867835,7.21898082613351,12.56213750843352,15.46594943440246,2.3828778113450855,60.598618893202755
1787,2.184301409696329,358.62948510409706,7.282084270211355,12.755199633500204,15.709123300471369,2.417442365728315,61.44069434485331
1788,2.2543454291207574,371.1910126104044,7.456863405894067,13.259046534870983,16.34214593687281,2.5065724969984307,63.81506772559502
1789,2.206786241327362,363.27494451379806,7.388461865982357,12.840456609056874,15.999199747772611,2.4561321431585945,62.32643041847247
1790,2.2155582693221345,364.7127119489985,7.404217566344312,12.92617893030169,16.055534574888195,2.4636260245894404,62.543530626041544
1791,2.1716036722986387,356.4807185269194,7.279557471135755,12.633588968994264,15.61510518363172,2.4229200944612708,60.918888124766724
1792,2.160726990536282,354.07543438038385,7.220433815133436,12.646852800691514,15.445419102967891,2.4142086931657802,60.40792265557587
1793,2.1523510178121636,353.19520953840504,7.238065349787717,12.469368195143504,15.476731209687493,2.4074323410304896,60.28930363203556
1794,2.2129157213169606,365.544094741519,7.450147474576444,12.81046759764713,16.164003972538637,2.5003349171076645,62.744719208353665
1795,2.201764983091807,362.0134887338031,7.343448570526013,12.86670091535343,15.88187622098821,2.467559718525446,61.95135467343038
1796,2.152194099260136,354.29559291060724,7.297805723302865,12.309974238959793,15.627073276410279,2.4259694778561856,60.57519276492438
1797,2.2124653708676694,363.35988169597545,7.350908592828162,12.938531568751184,15.937291360250672,2.4970790682992208,62.18469514564169
1798,2.2330057326947172,367.45674525499436,7.384289031802587,13.183979477068101,16.125257405978946,2.5415575210113843,62.91329086246868
1799,2.2061899314500195,363.2862664839815,7.386398712366297,12.747804263525392,16.035860429231995,2.5170681884369626,62.214279382261644
1800,2.214775757689496,365.6358145387587,7.451246858694102,12.697082926503235,16.240301737530512,2.554548711719711,62.722747607785585
1801,2.2182686363267434,364.7089828888205,7.409850235198502,12.876051376460689,16.062203562341562,2.5460916671585085,62.39017705389701
1802,2.2018347669582474,362.74708421824636,7.4697708086398364,12.525465540297358,16.074804742535672,2.568184847503279,62.05418128018042
1803,2.178722137214642,358.4261290579865,7.4255909427643285,12.390389671162302,15.829508713905954,2.5343320802814366,61.13894675132741
1804,2.1964734070449827,359.3219790481421,7.389830438098791,12.709872193546396,15.675220402168064,2.5442744184307937,61.10358149837607
1805,2.2137966404362817,364.0754653375549,7.535913372554329,12.619000285607145,16.092543946894033,2.588606429008667,62.0634682913565
1806,2.2214717888764266,364.1057864193225,7.542289299602019,12.729799459981521,15.949883474919625,2.5960646756063306,61.97221999508355
1807,2.2383490609736434,366.98107019803024,7.602951796113356,12.823119665436083,16.1149106268684,2.628889855736018,62.457664485953785
1808,2.3105750050125864,379.7956764087009,7.790042669358852,13.365507082956633,16.730139755309217,2.707200627144509,64.83995007223267
1809,2.2660866046923456,372.60859438230415,7.755476216463032,12.937525493067794,16.438772206559943,2.662238233004019,63.47252232623971
1810,2.2785348202557603,374.49143662305886,7.797750607075557,13.007657096348716,16.524576169613987,2.6782444214627064,63.74064455783203
1811,2.251425256695914,369.03230314013103,7.714904245617305,12.867161879818111,16.187951645197913,2.657202564443458,62.60209106546309
1812,2.2268677943053166,364.3396410007602,7.650406105619224,12.726714900347929,15.928141556115758,2.6390577438877934,61.63512180531824
1813,2.2308080309431086,365.67002836752397,7.715511619923697,12.622046924041816,16.063975283889295,2.650108985638104,61.91871650174542
1814,2.2903631088889655,377.73785129681073,7.935153641523883,12.959748691722588,16.718973010651254,2.7467922149543123,64.27945565355972
1815,2.2861149124827813,375.32981865032224,7.855943569676911,13.06155496033476,16.486498349590782,2.732902333277144,63.66390865536646
1816,2.2601001860881547,371.38427919691696,7.862527291122092,12.689164354778926,16.39340863846661,2.7417796073256335,62.942435793953926
1817,2.2951569451371814,376.1867738325551,7.892338797078757,13.064805899935132,16.51496240279718,2.781962620927488,63.74121202612676
1818,2.3344269949324024,383.6543098015584,7.975575745016519,13.485386584644006,16.84726574763991,2.8454326394631613,65.07196517691003
1819,2.303190399484701,378.07331112125587,7.968874493354477,13.006683108047552,16.662932808110604,2.7987653670337522,64.06680407169917
1820,2.3201839078368947,382.1606897020821,8.079303420464248,12.990107360061906,16.961361308408293,2.8374962425368464,64.89058592222642
1821,2.332634515463261,382.6350037370354,8.05601082843225,13.223662605584426,16.85787540686974,2.849224647471413,64.80811149507647
1822,2.30164766339309,378.4015097080214,8.104030743640479,12.702554871661217,16.7940118229559,2.835619097142782,64.05495269630373
1823,2.28144221866233,374.094960430803,8.047891620594562,12.619903678116161,16.530150021879315,2.833790544130429,63.09544014989929
1824,2.310041366477016,376.7429852152904,8.04492108901891,12.985232800583368,16.468766600879626,2.863053099343952,63.40628984028236
1825,2.321682598343664,380.00320404790045,8.161744929848165,12.859214416651403,16.8060731135253,2.908437184748127,64.03417594704801
1826,2.320008819709883,378.5079906072041,8.165570580153316,12.834692034808066,16.61823257683131,2.8972318949245324,63.671099456788674
1827,2.3455313466652212,382.15771846508676,8.224206674504062,13.00210355745284,16.797618453843764,2.961795095395773,64.25213746420675
1828,2.4200390825084694,395.65756365418235,8.436254336339948,13.506255635702212,17.47835471265622,3.06485932871846,66.77425975456114
1829,2.378746480038532,388.8617881448914,8.398392499945446,13.127793324683129,17.19248918082213,3.0287567581652275,65.44968716938416
1830,2.401586337840201,391.69249940703605,8.446256850645613,13.251020189887354,17.310859132316583,3.2282072921621765,65.82444053966867
1831,2.3598157732569716,383.78616811364253,8.354662966374818,12.952026195061467,16.874419686392706,3.145641193480497,64.22744420085344
1832,2.3525175828496847,381.9540898062521,8.331296210715411,12.951061962891,16.73650517894453,3.152580236166351,63.76891861258607
1833,2.3559590692584305,383.056521890017,8.405456288494968,12.81524778636858,16.862179094536376,3.1801583219544463,63.97367492963707
1834,2.411727534967901,393.7486028260721,8.611622179767846,13.089893075648309,17.452409048199886,3.270389034644524,66.01644850230058
1835,2.4046935082224663,390.1422821037893,8.531402772903107,13.120042836484888,17.168303639305737,3.267593236414237,65.15214331886159
1836,2.40340872587246,389.52522841499797,8.594477192071665,12.8540767756638,17.232877402868642,3.395062361298967,65.00596747152682
1837,2.439848889797686,394.31481133939906,8.624169459412485,13.256321116657874,17.35206272844378,3.4260734545503646,65.7536436252163
1838,2.4772125539572394,400.85878764571333,8.715257773508165,13.59047585105012,17.639947058090154,3.5110626002769196,66.88604080882342
1839,2.4526050699326127,396.4654297623837,8.727938520704376,13.174250597005736,17.503586419917543,3.5186829569741733,66.05678956645339
1840,2.44369793036899,395.40020002469333,8.795219903139348,12.8709045778075,17.57239614100112,3.57186557880369,65.87344480943153
1841,2.4907587456715037,401.9015865089893,8.829349393916967,13.413508826686819,17.74348132529498,3.655607778052127,66.90000634234542
1842,2.4493356810933307,396.50561150177305,8.837243884670121,12.908018589784767,17.588282496254894,3.6852189756899056,65.87900980809194
1843,2.411414771935098,389.2406897452399,8.757702528394834,12.614799666036035,17.216177297734966,3.6949766045700505,64.38663561611362
1844,2.443976502081044,392.1724308614423,8.746729344432623,13.006753868537094,17.17776024728656,3.8253254012600517,64.72755152748651
1845,2.471441241797697,397.26012689055807,8.871672070276224,12.97917874197789,17.596225412670982,4.003108926020869,65.65199317778809
1846,2.47228462512905,395.3390533918153,8.862300712488876,12.957172138380582,17.39741793136639,4.000661543837442,65.21503260989246
1847,2.522974540693948,402.4107825074711,8.95772572311936,13.260691337379585,17.76059184455324,4.189917821008699,66.4204335501494
1848,2.579079566409992,412.98576884794704,9.124981188061739,13.64555485605857,18.301401342697652,4.337930415294943,68.3813210897831
1849,2.554765531433704,408.38985619125594,9.091049546387488,13.426121447348317,18.076825609972925,4.4095863620589615,67.41605388645395
1850,2.574588411725721,410.94989578586626,9.147797575076318,13.464053666615062,18.230732623461094,4.54644161961597,67.77868847135159
1851,2.530231003276649,401.74009622611067,9.01877751136989,13.178324430171967,17.73079957397712,4.521834449342268,65.94079597795316
1852,2.51126451268331,396.9677839818179,8.961180923868016,13.00862126775527,17.483595997984605,4.567575857520261,64.94707692324744
1853,2.5315051441320393,399.77393520952455,9.025845802703985,13.042594110315624,17.66284293589356,4.667387432678618,65.43219578288277
1854,2.612461967252496,412.6706645062143,9.237460227687322,13.42860002045209,18.34220661806875,5.063561278985663,67.78359570944728
1855,2.595311330350757,407.3413618906738,9.132766471055778,13.379170544419281,17.991928688515856,5.076072469767976,66.63184108581981
1856,2.576833571546614,404.0785795590037,9.168957423652268,12.951769003613807,17.956097958249305,5.2184501897760915,66.02395291097865
1857,2.641649945155055,413.9606984115775,9.23365362344843,13.667948871003517,18.295996115935154,5.33287579653362,67.7083177854079
1858,2.667070784138022,418.3569136424093,9.285151959049038,13.939604796564462,18.486037782320516,5.429058922936912,68.4507175888838
1859,2.656861770872278,415.6698505693902,9.322201047981498,13.545752035436719,18.459601023805234,5.6130188257667735,67.93881773412417
1860,2.6587903555994044,415.4469992892428,9.370504323691565,13.352376294330387,18.532118969408376,5.876831409661085,67.83527305512646
1861,2.681827910000885,416.6242907708163,9.351475986227083,13.683959981994564,18.449373002989066,6.014066599696214,67.87766082458107
1862,2.6616127967865797,413.5377840062726,9.405294933706415,13.300834791228455,18.42954467930159,6.035713208793114,67.35142941845983
1863,2.6343127734072356,406.757076270771,9.334058872709045,13.069234277834543,18.073033342008095,6.257395262424079,65.90630708875489
1864,2.674595923428659,409.9257538780123,9.344393933824868,13.45065443335415,18.076752983015243,6.546712252715065,66.29337715946654
1865,2.729216041230449,419.12103094925305,9.52273555942989,13.686274448174192,18.651415022024576,6.835769868358926,68.00379427828278
1866,2.719454043364002,415.7343315719777,9.504436349051675,13.610912626895274,18.37949602844428,6.961518226422471,67.27922144861196
