,scenario,forcing,base_period,from_year,to_year,p05,p16,p50,p84,p95
1648,ssp370-lowNTCF-gidden,ch4,1995-2014,2077,2096,-0.13417980292399578,-0.11449809180714826,-0.08647767625352354,-0.06292692098442884,-0.04800346050639963
1649,ssp370-lowNTCF-gidden,ch4,1995-2014,2078,2097,-0.13420753903428456,-0.11457113201218981,-0.08639910967782471,-0.0627964869743224,-0.047842068871136526
1650,ssp370-lowNTCF-gidden,ch4,1995-2014,2079,2098,-0.1342475409495414,-0.11453222435464021,-0.08636958632509018,-0.06262658970267365,-0.047624987591401796
1651,ssp370-lowNTCF-gidden,ch4,1995-2014,2080,2099,-0.1342066025690735,-0.11441005077275883,-0.08628657726619737,-0.062452280770939304,-0.04740496329209006
1652,ssp370-lowNTCF-gidden,ch4,1995-2014,2081,2100,-0.13406332052098024,-0.1142811231801684,-0.08607169613011179,-0.06233391798203737,-0.04723663251967496
1653,ssp370-lowNTCF-gidden,slcf,1995-2014,1995,2014,0.0,0.0,0.0,0.0,0.0
1654,ssp370-lowNTCF-gidden,slcf,1995-2014,1996,2015,0.0032381171729740648,0.0041278014060852405,0.005661405128584263,0.007445682684094308,0.008802016597272687
1655,ssp370-lowNTCF-gidden,slcf,1995-2014,1997,2016,0.006458412560457339,0.008279170292554695,0.0114483316892654,0.015069701015690242,0.017864799538762716
1656,ssp370-lowNTCF-gidden,slcf,1995-2014,1998,2017,0.010211773975470507,0.012891042709936924,0.017635363505406176,0.023196720567743138,0.027378776954429026
1657,ssp370-lowNTCF-gidden,slcf,1995-2014,1999,2018,0.014833905014737714,0.01824411431794427,0.024467736787952443,0.031949306189706345,0.03748109834369728
1658,ssp370-lowNTCF-gidden,slcf,1995-2014,2000,2019,0.01923140286277909,0.023504128158893654,0.031236296290551024,0.04073908071835715,0.04764018595904495
1659,ssp370-lowNTCF-gidden,slcf,1995-2014,2001,2020,0.022980250897886734,0.0281680360375217,0.037607273554286724,0.04903759595697938,0.05745453161373856
1660,ssp370-lowNTCF-gidden,slcf,1995-2014,2002,2021,0.02598621226011444,0.03236546675138796,0.04343536822943994,0.05708229157167712,0.0669427812780767
1661,ssp370-lowNTCF-gidden,slcf,1995-2014,2003,2022,0.028556060201092272,0.036459261288458424,0.04932535734223453,0.06508114676033953,0.07632804610758516
1662,ssp370-lowNTCF-gidden,slcf,1995-2014,2004,2023,0.03182931267744928,0.04075618699473526,0.05537566581542119,0.07351514658014326,0.08619997210510938
1663,ssp370-lowNTCF-gidden,slcf,1995-2014,2005,2024,0.03558691241030494,0.04551805997705256,0.0619382956652349,0.08233845103228206,0.09659743173789623
1664,ssp370-lowNTCF-gidden,slcf,1995-2014,2006,2025,0.03925413352342846,0.05030986892429358,0.06869632458173236,0.0915259098863179,0.10754711591076742
1665,ssp370-lowNTCF-gidden,slcf,1995-2014,2007,2026,0.043230995746544966,0.055810988970291416,0.07596516373572659,0.10122708642918382,0.1188270092149489
1666,ssp370-lowNTCF-gidden,slcf,1995-2014,2008,2027,0.047217438772057016,0.061131680479687305,0.08351961570355737,0.11128191202080989,0.1304157589433536
1667,ssp370-lowNTCF-gidden,slcf,1995-2014,2009,2028,0.05131910197388771,0.06613371418529686,0.09099255404096718,0.12136241050664683,0.14185842427600942
1668,ssp370-lowNTCF-gidden,slcf,1995-2014,2010,2029,0.05510775158012807,0.07081816504967617,0.0978617244136537,0.13093561487938732,0.15276617417123464
1669,ssp370-lowNTCF-gidden,slcf,1995-2014,2011,2030,0.05808622230556766,0.07501848694165826,0.10428055449393714,0.13984362117150742,0.16327795455588678
1670,ssp370-lowNTCF-gidden,slcf,1995-2014,2012,2031,0.06095458661758333,0.07916861725383965,0.11027876712638107,0.14834284725126395,0.17319230222768373
1671,ssp370-lowNTCF-gidden,slcf,1995-2014,2013,2032,0.06362716424318222,0.08265846915564067,0.11561173365873945,0.15651864921313832,0.18262479555723116
1672,ssp370-lowNTCF-gidden,slcf,1995-2014,2014,2033,0.06584721255069366,0.08577157097917687,0.12061529303319118,0.16354315722461898,0.19127105440968353
1673,ssp370-lowNTCF-gidden,slcf,1995-2014,2015,2034,0.06777223413550203,0.08832363032043013,0.12503399461285813,0.16998306796974222,0.1991323416370108
1674,ssp370-lowNTCF-gidden,slcf,1995-2014,2016,2035,0.06943381887034328,0.09036292266171021,0.12874661003618892,0.17610206777666215,0.20609172482365057
1675,ssp370-lowNTCF-gidden,slcf,1995-2014,2017,2036,0.07063353086920339,0.09226435013658774,0.1316903851172887,0.18111448398707033,0.21240551226836674
1676,ssp370-lowNTCF-gidden,slcf,1995-2014,2018,2037,0.0716311665252071,0.09351518309909812,0.13394588457067935,0.18555496336635177,0.21759738032366394
1677,ssp370-lowNTCF-gidden,slcf,1995-2014,2019,2038,0.07239757434596739,0.09458822601658314,0.1358717281075299,0.18907670471555094,0.22220334640708186
1678,ssp370-lowNTCF-gidden,slcf,1995-2014,2020,2039,0.07301288209028342,0.09533427745806183,0.13740374569945812,0.19206422593759986,0.22550618775247466
1679,ssp370-lowNTCF-gidden,slcf,1995-2014,2021,2040,0.07317027104180011,0.09626148210695822,0.13824748818893962,0.19440674367717514,0.22983314986835676
1680,ssp370-lowNTCF-gidden,slcf,1995-2014,2022,2041,0.07306411460540416,0.09636994595207081,0.13866810865027612,0.1961355859849408,0.23360867389558326
1681,ssp370-lowNTCF-gidden,slcf,1995-2014,2023,2042,0.07307869428060439,0.09625466412309241,0.13868288189527056,0.19786842591400455,0.23553431276314424
1682,ssp370-lowNTCF-gidden,slcf,1995-2014,2024,2043,0.07200383689834426,0.09638164150055999,0.13849679188582298,0.19883265223100263,0.2379693209564411
1683,ssp370-lowNTCF-gidden,slcf,1995-2014,2025,2044,0.07097872994062718,0.09591038940552198,0.1392855435879734,0.19939401274241844,0.23958734542802823
1684,ssp370-lowNTCF-gidden,slcf,1995-2014,2026,2045,0.0697793377811263,0.09462038533434666,0.13843731608710752,0.19908930396777336,0.23965859872512202
1685,ssp370-lowNTCF-gidden,slcf,1995-2014,2027,2046,0.06886930332869179,0.09299837778405844,0.1379461411940659,0.19913025959431055,0.24062652107631385
1686,ssp370-lowNTCF-gidden,slcf,1995-2014,2028,2047,0.06697542559497524,0.09165582277915978,0.13681135124403176,0.19931212757560673,0.24134541542463897
1687,ssp370-lowNTCF-gidden,slcf,1995-2014,2029,2048,0.06592855198569028,0.09003355516817939,0.13607238858211634,0.19893930563242213,0.24262466598405816
1688,ssp370-lowNTCF-gidden,slcf,1995-2014,2030,2049,0.06351600245682426,0.0882300605224962,0.13517830309507795,0.19837052131131744,0.24458123661552314
1689,ssp370-lowNTCF-gidden,slcf,1995-2014,2031,2050,0.06185804517291021,0.08668020046689912,0.13458346244206942,0.19861091013951762,0.2462592507405024
1690,ssp370-lowNTCF-gidden,slcf,1995-2014,2032,2051,0.060128913048127154,0.08487016897656623,0.1344753992866552,0.19859899239025125,0.24718884010383868
1691,ssp370-lowNTCF-gidden,slcf,1995-2014,2033,2052,0.05802901878217055,0.08233115167377132,0.1332448148044626,0.199610519385839,0.2481199312640226
1692,ssp370-lowNTCF-gidden,slcf,1995-2014,2034,2053,0.054738490386097016,0.08060329049574239,0.1327765098131619,0.20077219547108394,0.24835650738296033
1693,ssp370-lowNTCF-gidden,slcf,1995-2014,2035,2054,0.05190886268322741,0.07805844913697138,0.13303680897902925,0.20261889687995122,0.2505623892871375
1694,ssp370-lowNTCF-gidden,slcf,1995-2014,2036,2055,0.048997557069677455,0.07561456807510648,0.1329879455836086,0.20346085895688076,0.2523439437141176
1695,ssp370-lowNTCF-gidden,slcf,1995-2014,2037,2056,0.047164716796405354,0.07372808522028321,0.13267041776377364,0.20522433909683735,0.25401664834774346
1696,ssp370-lowNTCF-gidden,slcf,1995-2014,2038,2057,0.044291124775088835,0.07192124124279459,0.13224434393085316,0.20669462771363914,0.2570730878991033
1697,ssp370-lowNTCF-gidden,slcf,1995-2014,2039,2058,0.040944048732235096,0.07026277619735789,0.13246532519863252,0.20818424542639927,0.25982628635902905
1698,ssp370-lowNTCF-gidden,slcf,1995-2014,2040,2059,0.037955643380095876,0.06884257756907143,0.13278408416953513,0.2094614661054329,0.2629651329520214
1699,ssp370-lowNTCF-gidden,slcf,1995-2014,2041,2060,0.03580230074052054,0.06693298001425814,0.1325002482535862,0.21079421496163528,0.26728124940244324
1700,ssp370-lowNTCF-gidden,slcf,1995-2014,2042,2061,0.033613214987399796,0.06540854250935163,0.1326347461359112,0.21204005020845823,0.26947271129690814
1701,ssp370-lowNTCF-gidden,slcf,1995-2014,2043,2062,0.031150343353731465,0.06366747885293425,0.13303733078389046,0.2133960210864978,0.2735144439209904
1702,ssp370-lowNTCF-gidden,slcf,1995-2014,2044,2063,0.02871915383029429,0.0624647970204097,0.1332089672633332,0.21477398275310694,0.276584108881955
1703,ssp370-lowNTCF-gidden,slcf,1995-2014,2045,2064,0.027180113968788833,0.06140959056039362,0.13303318906188522,0.21724619805849849,0.28028786568704983
1704,ssp370-lowNTCF-gidden,slcf,1995-2014,2046,2065,0.025346827383159215,0.06045235816211797,0.13322642512667304,0.21885414202874295,0.2839311390675087
1705,ssp370-lowNTCF-gidden,slcf,1995-2014,2047,2066,0.023667693621954117,0.059874125482291124,0.13309848850567696,0.22031619541747946,0.2879914328982574
1706,ssp370-lowNTCF-gidden,slcf,1995-2014,2048,2067,0.021990624011685746,0.059252118255549185,0.13348774053450407,0.2210490433653128,0.29045680826295217
1707,ssp370-lowNTCF-gidden,slcf,1995-2014,2049,2068,0.020361430858298668,0.05864731313173286,0.13366456672676685,0.22320460367603484,0.29255087290041676
1708,ssp370-lowNTCF-gidden,slcf,1995-2014,2050,2069,0.01920519789381845,0.05810074530940924,0.1338390847290547,0.22529645383574948,0.2944177329702463
1709,ssp370-lowNTCF-gidden,slcf,1995-2014,2051,2070,0.018455958574699734,0.0576374986293177,0.13420030748782774,0.22707192094710227,0.2972614533090981
1710,ssp370-lowNTCF-gidden,slcf,1995-2014,2052,2071,0.017455285156953385,0.05710525117453222,0.13474219662136466,0.22803574357253714,0.2990995548734419
1711,ssp370-lowNTCF-gidden,slcf,1995-2014,2053,2072,0.016900476948592057,0.05670279882196434,0.13508136932184112,0.22872803295471514,0.30029923214638854
1712,ssp370-lowNTCF-gidden,slcf,1995-2014,2054,2073,0.015876481877937155,0.05625045075809432,0.13524022384927692,0.229081293378633,0.3030908432771807
1713,ssp370-lowNTCF-gidden,slcf,1995-2014,2055,2074,0.014835419056706512,0.05556379018661251,0.1352753717918047,0.2307546565536995,0.3054797722902657
1714,ssp370-lowNTCF-gidden,slcf,1995-2014,2056,2075,0.014194181783264441,0.055292105631009746,0.1356890855099684,0.23220498032046993,0.3087727766732478
1715,ssp370-lowNTCF-gidden,slcf,1995-2014,2057,2076,0.013715125039385791,0.0553709229168908,0.13597599290064966,0.23328187136743947,0.3120962215156149
1716,ssp370-lowNTCF-gidden,slcf,1995-2014,2058,2077,0.01327731190175543,0.055340558616745965,0.13694539124288596,0.23497069338657556,0.3150427722873327
1717,ssp370-lowNTCF-gidden,slcf,1995-2014,2059,2078,0.012530721899880698,0.05536333429811839,0.13722470586145485,0.2367979084611489,0.31771245100297685
1718,ssp370-lowNTCF-gidden,slcf,1995-2014,2060,2079,0.011687605540607576,0.0552614022651829,0.1377664584172702,0.2386553314861192,0.3189979295497994
1719,ssp370-lowNTCF-gidden,slcf,1995-2014,2061,2080,0.011355327023972617,0.055473157023484335,0.13824949046471002,0.24026096402955677,0.32120343326787326
1720,ssp370-lowNTCF-gidden,slcf,1995-2014,2062,2081,0.011747354711406822,0.05546936974393958,0.13903161248415108,0.24183857531336592,0.3236737563271768
1721,ssp370-lowNTCF-gidden,slcf,1995-2014,2063,2082,0.012110059433551304,0.05572327741861418,0.13982006336773178,0.24368921876483793,0.32577789497198856
1722,ssp370-lowNTCF-gidden,slcf,1995-2014,2064,2083,0.011739970667353062,0.05620998044645125,0.14086869225006526,0.2448979471043818,0.32753600262394705
1723,ssp370-lowNTCF-gidden,slcf,1995-2014,2065,2084,0.011661873125308553,0.056751002493221334,0.14195863514053686,0.24654238080032878,0.33076153034510947
1724,ssp370-lowNTCF-gidden,slcf,1995-2014,2066,2085,0.011502760516329947,0.057422738758479745,0.1428535604757828,0.24857129408197912,0.33395213415640407
1725,ssp370-lowNTCF-gidden,slcf,1995-2014,2067,2086,0.01116746611043076,0.058001470697868394,0.1442019770776286,0.2505029087962321,0.33578850798439724
1726,ssp370-lowNTCF-gidden,slcf,1995-2014,2068,2087,0.01141622096633968,0.058118725489360694,0.14526303294655984,0.2524676876734773,0.3390435808417891
1727,ssp370-lowNTCF-gidden,slcf,1995-2014,2069,2088,0.011371665202092499,0.0588716465025407,0.14667531661812094,0.254578180298486,0.3423789644469227
1728,ssp370-lowNTCF-gidden,slcf,1995-2014,2070,2089,0.011646893087754373,0.05991015173592154,0.148173031380048,0.25718482808868115,0.34527527443999706
1729,ssp370-lowNTCF-gidden,slcf,1995-2014,2071,2090,0.012046849435643915,0.0603148361223098,0.14949631753141213,0.2587832110258314,0.347809471071502
1730,ssp370-lowNTCF-gidden,slcf,1995-2014,2072,2091,0.012479117634044816,0.060577994074963906,0.15083711221999252,0.2615975111872297,0.35070850467988457
1731,ssp370-lowNTCF-gidden,slcf,1995-2014,2073,2092,0.01294496553622003,0.06132116832143818,0.1524493762872139,0.26372161506754765,0.3555915176760045
1732,ssp370-lowNTCF-gidden,slcf,1995-2014,2074,2093,0.013440472550301598,0.06180965565730383,0.1544586909523331,0.26660370080016554,0.35924325495656856
1733,ssp370-lowNTCF-gidden,slcf,1995-2014,2075,2094,0.013962095230124321,0.06292186804796943,0.15568720887408682,0.26952712219439806,0.3617621541590887
1734,ssp370-lowNTCF-gidden,slcf,1995-2014,2076,2095,0.014380451827816304,0.06414351156229653,0.15732980933592722,0.2715355883448143,0.3649941126548096
1735,ssp370-lowNTCF-gidden,slcf,1995-2014,2077,2096,0.01449367855056655,0.06535929961277105,0.15884888943913533,0.2750728616988973,0.3689766420047346
1736,ssp370-lowNTCF-gidden,slcf,1995-2014,2078,2097,0.014654068892571958,0.06668954140629126,0.16067710984756411,0.27801820843826175,0.37300139881843203
1737,ssp370-lowNTCF-gidden,slcf,1995-2014,2079,2098,0.014890104156695342,0.06785119823913899,0.16220193303914332,0.28103365517507767,0.3770652730863015
1738,ssp370-lowNTCF-gidden,slcf,1995-2014,2080,2099,0.015264872193259829,0.06876020661214571,0.16451305880718436,0.28437892910565693,0.3809403216442381
1739,ssp370-lowNTCF-gidden,slcf,1995-2014,2081,2100,0.015751413381542626,0.06998864385756766,0.16653404314592457,0.28773167612589523,0.3850537330113716
1740,ssp370-lowNTCF-gidden,anthro,1995-2014,1995,2014,0.0,0.0,0.0,0.0,0.0
1741,ssp370-lowNTCF-gidden,anthro,1995-2014,1996,2015,0.0162759308504266,0.018356339891110452,0.022229852251946514,0.027056785291632638,0.030286095891044806
1742,ssp370-lowNTCF-gidden,anthro,1995-2014,1997,2016,0.032658406362865565,0.03687564573467681,0.044706512614522076,0.054495767439157745,0.06099039201517794
1743,ssp370-lowNTCF-gidden,anthro,1995-2014,1998,2017,0.049666974271308416,0.05598545622667342,0.06786864385294256,0.08265925431460636,0.09262179860224971
1744,ssp370-lowNTCF-gidden,anthro,1995-2014,1999,2018,0.0672020409779909,0.07584628370294835,0.09190044689784216,0.11179988791352283,0.12515258603830928
1745,ssp370-lowNTCF-gidden,anthro,1995-2014,2000,2019,0.08473278919519282,0.09583837597632798,0.11609217185121312,0.14117333971956275,0.15781315135155619
1746,ssp370-lowNTCF-gidden,anthro,1995-2014,2001,2020,0.10223183580100267,0.11541743207365635,0.13983263256641543,0.17037945201574525,0.19032758932525481
1747,ssp370-lowNTCF-gidden,anthro,1995-2014,2002,2021,0.11984726646742827,0.1350165814697481,0.16356673985061787,0.19952025397135092,0.2228180480412905
1748,ssp370-lowNTCF-gidden,anthro,1995-2014,2003,2022,0.13727436785430697,0.15466667577926724,0.1875912792637614,0.2290215839385022,0.2552885108008466
1749,ssp370-lowNTCF-gidden,anthro,1995-2014,2004,2023,0.15553321237823536,0.1751045590475507,0.2123717519512358,0.25884568005286074,0.2888665613482519
1750,ssp370-lowNTCF-gidden,anthro,1995-2014,2005,2024,0.17435555822541995,0.19583272753858294,0.2372794673815818,0.28967265859608404,0.32316978005636204
1751,ssp370-lowNTCF-gidden,anthro,1995-2014,2006,2025,0.1934423140989152,0.2173007204504462,0.2632620618131736,0.32133372100632246,0.35850428818265
1752,ssp370-lowNTCF-gidden,anthro,1995-2014,2007,2026,0.21279925358713223,0.23913403126398278,0.28996478886630084,0.35383393527096085,0.39447801530349147
1753,ssp370-lowNTCF-gidden,anthro,1995-2014,2008,2027,0.2325216079933578,0.26148630454683947,0.31713669708762604,0.3868515455485526,0.4316787305359289
1754,ssp370-lowNTCF-gidden,anthro,1995-2014,2009,2028,0.252360556169823,0.28372145533001486,0.3443930271815747,0.41999455216832005,0.46917290134496015
1755,ssp370-lowNTCF-gidden,anthro,1995-2014,2010,2029,0.27195893154694956,0.3056489635359128,0.371538854291678,0.45324099426790376,0.5065743490890762
1756,ssp370-lowNTCF-gidden,anthro,1995-2014,2011,2030,0.291440132534241,0.3277811840488477,0.3988208236254822,0.4866019513879506,0.5439703767808634
1757,ssp370-lowNTCF-gidden,anthro,1995-2014,2012,2031,0.310424258113352,0.34935214061557684,0.42554271565549917,0.5202068124821202,0.5810520144901025
1758,ssp370-lowNTCF-gidden,anthro,1995-2014,2013,2032,0.329285066042825,0.3715132887638681,0.45259768214302254,0.5531449950695155,0.6181214965635858
1759,ssp370-lowNTCF-gidden,anthro,1995-2014,2014,2033,0.34841214729936354,0.39342856117057795,0.4792338344909911,0.5857819871116732,0.6552329267226035
1760,ssp370-lowNTCF-gidden,anthro,1995-2014,2015,2034,0.36709049763537427,0.41482783703692117,0.5057789940968714,0.6182402956116618,0.6920706288636077
1761,ssp370-lowNTCF-gidden,anthro,1995-2014,2016,2035,0.38557707737887476,0.43552471670906845,0.5318475383357781,0.6501577592595825,0.7282436127124011
1762,ssp370-lowNTCF-gidden,anthro,1995-2014,2017,2036,0.40327668872489975,0.45651288363529036,0.5571058936323715,0.6826017051979312,0.7640330429126948
1763,ssp370-lowNTCF-gidden,anthro,1995-2014,2018,2037,0.42093142816654244,0.47760107847764544,0.5830243752370747,0.7139362347267645,0.7988945320870472
1764,ssp370-lowNTCF-gidden,anthro,1995-2014,2019,2038,0.43768721621293727,0.498515971363059,0.6087095726110991,0.7445511822552645,0.8336346066110288
1765,ssp370-lowNTCF-gidden,anthro,1995-2014,2020,2039,0.45442390129114085,0.5189442777491889,0.6343559167346853,0.7753095509327421,0.8680228951701676
1766,ssp370-lowNTCF-gidden,anthro,1995-2014,2021,2040,0.4717141274768581,0.538345610046297,0.6592354175152936,0.8056653705190735,0.9018738314268955
1767,ssp370-lowNTCF-gidden,anthro,1995-2014,2022,2041,0.4889411695032993,0.5587917030903711,0.6839602893187431,0.8371458213277226,0.9377820032734342
1768,ssp370-lowNTCF-gidden,anthro,1995-2014,2023,2042,0.505006145011684,0.5770049222831534,0.7079236435296359,0.8677478592959532,0.9743299098398894
1769,ssp370-lowNTCF-gidden,anthro,1995-2014,2024,2043,0.5209300241946366,0.5952705860993609,0.7326430335396212,0.89875723280432,1.0097077801062162
1770,ssp370-lowNTCF-gidden,anthro,1995-2014,2025,2044,0.5371924192963801,0.6148088826296474,0.7569800260977928,0.9299053008536963,1.0444356186667691
1771,ssp370-lowNTCF-gidden,anthro,1995-2014,2026,2045,0.5534912056100654,0.6336241365193397,0.7811292644701527,0.9611722602816027,1.077215716359487
1772,ssp370-lowNTCF-gidden,anthro,1995-2014,2027,2046,0.5686678682698204,0.6520842638667945,0.8055378253977186,0.9920516355852071,1.112379938507591
1773,ssp370-lowNTCF-gidden,anthro,1995-2014,2028,2047,0.5836750663741924,0.6707943407492937,0.8300054548479457,1.0240067472844836,1.1488653167473815
1774,ssp370-lowNTCF-gidden,anthro,1995-2014,2029,2048,0.5987697794379877,0.689895958249783,0.852324020846835,1.055785121677375,1.1884747177808854
1775,ssp370-lowNTCF-gidden,anthro,1995-2014,2030,2049,0.6151177009433884,0.7082057333604981,0.8754239784959039,1.088070304180318,1.21935350505782
1776,ssp370-lowNTCF-gidden,anthro,1995-2014,2031,2050,0.6310511959988069,0.7258343973683278,0.8990012528633301,1.1179745026919483,1.2593333433598561
1777,ssp370-lowNTCF-gidden,anthro,1995-2014,2032,2051,0.6465346728172855,0.7443214805940995,0.9229223865282877,1.1491642186500908,1.2985983528020046
1778,ssp370-lowNTCF-gidden,anthro,1995-2014,2033,2052,0.662297725319033,0.7640533818370914,0.9458290019876956,1.1801437975642208,1.3370807442954626
1779,ssp370-lowNTCF-gidden,anthro,1995-2014,2034,2053,0.678503777435117,0.7831303839544544,0.9700789843961655,1.2139031091686328,1.3763842621385995
1780,ssp370-lowNTCF-gidden,anthro,1995-2014,2035,2054,0.6934990620330649,0.8016798102374004,0.9953298420224508,1.2448788559273278,1.4164260580188435
1781,ssp370-lowNTCF-gidden,anthro,1995-2014,2036,2055,0.709925268637355,0.821421643802145,1.0198275225264553,1.276818971684915,1.4542604209877616
1782,ssp370-lowNTCF-gidden,anthro,1995-2014,2037,2056,0.7258499081848552,0.8408246299139824,1.0452038443029161,1.3112213312170662,1.4961185055758304
1783,ssp370-lowNTCF-gidden,anthro,1995-2014,2038,2057,0.7416243078756733,0.8607012580124721,1.0711649749993613,1.344939495040271,1.5341526745256115
1784,ssp370-lowNTCF-gidden,anthro,1995-2014,2039,2058,0.7571483290072268,0.8803426265328103,1.097474446176563,1.3786189225795504,1.5754111870418683
1785,ssp370-lowNTCF-gidden,anthro,1995-2014,2040,2059,0.7747993988767343,0.9018308495785843,1.1242506986662946,1.4127523894827831,1.6154656147653785
1786,ssp370-lowNTCF-gidden,anthro,1995-2014,2041,2060,0.7918250669800719,0.9225616539668231,1.1504670527353407,1.447177334714647,1.6528358531502818
1787,ssp370-lowNTCF-gidden,anthro,1995-2014,2042,2061,0.8092890183398622,0.9431078642412423,1.177174109327098,1.4792672718855835,1.6939136165558466
1788,ssp370-lowNTCF-gidden,anthro,1995-2014,2043,2062,0.8278821309027297,0.9640958239509603,1.2037495564911107,1.5117821640038327,1.732534832754501
1789,ssp370-lowNTCF-gidden,anthro,1995-2014,2044,2063,0.845600696549252,0.9859998436127425,1.2297647886865026,1.5449737150037168,1.7726156151449957
1790,ssp370-lowNTCF-gidden,anthro,1995-2014,2045,2064,0.8632574514374413,1.0071075611782376,1.25629022214566,1.5793174194848836,1.8125277151465982
1791,ssp370-lowNTCF-gidden,anthro,1995-2014,2046,2065,0.8812577487220669,1.028106943753978,1.2837269350991822,1.6145149767311682,1.853360994983756
1792,ssp370-lowNTCF-gidden,anthro,1995-2014,2047,2066,0.8995666284385659,1.0502656456393176,1.3116540747647747,1.649994375625631,1.8957194155070338
1793,ssp370-lowNTCF-gidden,anthro,1995-2014,2048,2067,0.9183718556167504,1.072408331464945,1.3393726172055915,1.6853030592905696,1.9370367720745825
1794,ssp370-lowNTCF-gidden,anthro,1995-2014,2049,2068,0.9369132828846092,1.0952089836092112,1.3675555924198868,1.7198055081298995,1.9765766251868562
1795,ssp370-lowNTCF-gidden,anthro,1995-2014,2050,2069,0.9563494248082895,1.1175869032055656,1.3957562960439098,1.7558565544980234,2.016159017089383
1796,ssp370-lowNTCF-gidden,anthro,1995-2014,2051,2070,0.9761685896233256,1.1402465395279089,1.4241585680870754,1.7915037533555376,2.0562989592483274
1797,ssp370-lowNTCF-gidden,anthro,1995-2014,2052,2071,0.9955351263358623,1.1628919425146502,1.4523312334908296,1.8237593824360046,2.0992037109172914
1798,ssp370-lowNTCF-gidden,anthro,1995-2014,2053,2072,1.0153435202463168,1.185726172711855,1.4796345340718247,1.8586662720608933,2.141457327636341
1799,ssp370-lowNTCF-gidden,anthro,1995-2014,2054,2073,1.0355890391495226,1.208836672238537,1.5087139548290855,1.8945536648698003,2.1823989795331284
1800,ssp370-lowNTCF-gidden,anthro,1995-2014,2055,2074,1.0563482965528805,1.231877195351376,1.5368262380814532,1.9308891418113923,2.224398163796896
1801,ssp370-lowNTCF-gidden,anthro,1995-2014,2056,2075,1.077284103583541,1.255049630135475,1.5657278521614828,1.9677377732877885,2.2650062288652886
1802,ssp370-lowNTCF-gidden,anthro,1995-2014,2057,2076,1.0984429971818943,1.2787647587559665,1.5942910567559816,2.0044672772579304,2.3081124981509133
1803,ssp370-lowNTCF-gidden,anthro,1995-2014,2058,2077,1.1198315105147658,1.302268178129871,1.6237435146107715,2.0415587602156795,2.3509173575703186
1804,ssp370-lowNTCF-gidden,anthro,1995-2014,2059,2078,1.1414823554870197,1.3262021000593895,1.6544039943502307,2.076718629999329,2.3928627533211966
1805,ssp370-lowNTCF-gidden,anthro,1995-2014,2060,2079,1.1633187633869568,1.3504480456129708,1.6851880541874187,2.1135779169466042,2.4369958461434935
1806,ssp370-lowNTCF-gidden,anthro,1995-2014,2061,2080,1.1841332173079566,1.3742774888204972,1.714543816858885,2.15095751720006,2.4782307947666893
1807,ssp370-lowNTCF-gidden,anthro,1995-2014,2062,2081,1.2048801349240135,1.3983293414412228,1.7441019161512656,2.1882576760661805,2.5196883994739103
1808,ssp370-lowNTCF-gidden,anthro,1995-2014,2063,2082,1.2267815542931857,1.422968219723544,1.7744949090026167,2.2253667884454145,2.561369875752528
1809,ssp370-lowNTCF-gidden,anthro,1995-2014,2064,2083,1.2487546218660908,1.4478246280594662,1.8053455743972175,2.2628886668746926,2.603976135649227
1810,ssp370-lowNTCF-gidden,anthro,1995-2014,2065,2084,1.270542183938362,1.4726853680841456,1.8364199555638823,2.2989197125312937,2.6491742233341586
1811,ssp370-lowNTCF-gidden,anthro,1995-2014,2066,2085,1.2923552584341846,1.498311433531727,1.8669404359743194,2.3383349914452394,2.695555101941196
1812,ssp370-lowNTCF-gidden,anthro,1995-2014,2067,2086,1.3143147589534434,1.5236038312781075,1.8978125465491482,2.378086827628661,2.740400073760526
1813,ssp370-lowNTCF-gidden,anthro,1995-2014,2068,2087,1.3364193681501877,1.5485565843733782,1.9281196421392042,2.416550486734808,2.786941165357249
1814,ssp370-lowNTCF-gidden,anthro,1995-2014,2069,2088,1.3586679261549228,1.5744684683537902,1.9596528049836428,2.456226964118699,2.833565614101372
1815,ssp370-lowNTCF-gidden,anthro,1995-2014,2070,2089,1.3810588780096995,1.6007971026424141,1.9916992581720505,2.4960228676428198,2.879935121642634
1816,ssp370-lowNTCF-gidden,anthro,1995-2014,2071,2090,1.4035898436783785,1.6269624824189513,2.0239538448006744,2.5358262300856644,2.9258846700922807
1817,ssp370-lowNTCF-gidden,anthro,1995-2014,2072,2091,1.4262572525946209,1.6531215082395856,2.0564499115397616,2.5753092796996087,2.972886391615646
1818,ssp370-lowNTCF-gidden,anthro,1995-2014,2073,2092,1.4490565645475297,1.6792140609475878,2.0889575821253747,2.6162889015700794,3.0207246226250444
1819,ssp370-lowNTCF-gidden,anthro,1995-2014,2074,2093,1.4719827767777527,1.7052756956244342,2.1221994713005308,2.657282635793841,3.0685988208005024
1820,ssp370-lowNTCF-gidden,anthro,1995-2014,2075,2094,1.4951192582018304,1.731348367462578,2.156077635811024,2.698055564737109,3.1160475081522807
1821,ssp370-lowNTCF-gidden,anthro,1995-2014,2076,2095,1.5184980233322893,1.7572614606628596,2.189402128742702,2.7390513036459687,3.163164089073457
1822,ssp370-lowNTCF-gidden,anthro,1995-2014,2077,2096,1.5419947941289887,1.7835719369154812,2.2229028242162925,2.7801272348280985,3.209813098307273
