scenario,forcing,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ssp119,co2,0.893836593543413,0.9124548959299184,0.9313779410871756,0.9502550976492428,0.9689580776275346,0.987278159333186,1.0053946376148077,1.022626701932566,1.0389959337901589,1.0546612594700684,1.0693124611755855,1.083232277430593,1.0963942474990072,1.1086023504793256,1.1191313960365703,1.1296109511538568,1.1386776412403732,1.1470009584100525,1.1552354219892729,1.161970192107644,1.1683034590843657,1.1738771017064225,1.1792574781666074,1.1836224352554818,1.1875768164709228,1.1906483688183511,1.1929667761924014,1.1955340288979932,1.1976556861333747,1.1999351940282712,1.2007153311856151,1.2017066470693956,1.20239140968513,1.202448036975219,1.2016653469744836,1.2014300303992977,1.200974731323622,1.1988763231522113,1.197817676542373,1.196690262697541,1.195177805592367,1.1937763644095687,1.1928502891406048,1.191585756651014,1.1900849134291382,1.1882530013761976,1.185940950517198,1.1833478836489502,1.1807340592238873,1.178954036758423,1.1764024525223156,1.1736518321334002,1.171019637989315,1.1688130335835882,1.166083500658407,1.1628557084020688,1.158844484536796,1.1547637121132928,1.1516214236290725,1.1485363174476373,1.1441170747494123,1.140198103330399,1.1364389385925904,1.1316935244496318,1.1282316298372839,1.1234274232466193,1.1188388218314833,1.1141276511647824,1.1090309717870563,1.1045926008459612,1.1003284281299193,1.0948381176946438,1.0891239802528787,1.084790678137828,1.0798211742408785,1.0738714453247424,1.0674036193614853,1.0614652913072815,1.0555989829136339,1.0497351422015384,1.0432056986695,1.0365240585577573,1.0294202534278245
ssp119,ch4,0.23799907209615823,0.24033131188327017,0.24247988242281338,0.24426172756443854,0.24573086390264254,0.24694654896234414,0.24775304684971777,0.24813300826868234,0.24803850857065624,0.24773506904987874,0.2468777899169794,0.24549919825482003,0.2438109449217949,0.24192844856336948,0.2394707330213406,0.23692938124897345,0.23410633427532512,0.23115327515159012,0.22831490221551864,0.22543477113513344,0.22222706392994773,0.21909025227214562,0.2157381131817384,0.21259299333266735,0.20946371472168135,0.20648640556109754,0.20348014206535336,0.2004729269729153,0.19735026463600525,0.1943582454058117,0.19126023083008792,0.18817550353966728,0.1850217489027728,0.18205181776725077,0.1790683763831007,0.17626334298447266,0.17351400359568858,0.1708251980405624,0.1681471354805535,0.16544429888768275,0.16318154339053859,0.16065224415396462,0.15833828442754072,0.15607672845874832,0.1539156534134174,0.15185336786040615,0.1500613433845437,0.1480243769984484,0.14600341305744324,0.14416569606728058,0.14228672632487438,0.14037385032097172,0.13853024757035604,0.13694146732144552,0.1351317747081897,0.1334981681460663,0.1318131100982347,0.13023308369894715,0.12869078649636045,0.12711482254138828,0.1255525670974531,0.12404242171720203,0.12259688843937211,0.12129026884528371,0.11973900035927731,0.1182513840920747,0.11662100540133213,0.11515376791634635,0.11370794402461581,0.11241897547554491,0.11110445966313343,0.10961245248004547,0.10830926451948808,0.10697856001577977,0.10563715147862607,0.1043321481090107,0.10297188735664164,0.10175595110510316,0.10028572635884658,0.0990686296587946,0.0977940145859233,0.0967088701136598,0.09553874948502972
ssp119,aerosol,-0.45052133546386264,-0.4440379274580959,-0.43541131753843954,-0.4249530102654362,-0.414251313645674,-0.4010926970318882,-0.38658672932418425,-0.3725198027295147,-0.35842509961396685,-0.34244568279978416,-0.32574633538903863,-0.3094979845756234,-0.29133171412416337,-0.27616107111066124,-0.26322732651320835,-0.25309379784782293,-0.24416822037269537,-0.2365956360188064,-0.22959144512198604,-0.22323755603795825,-0.21726823294857756,-0.21215702974262474,-0.2072314846982597,-0.20231805667744895,-0.19792967038891995,-0.193153279190186,-0.18978066933354265,-0.18593342094004228,-0.1818838361195867,-0.1783591522627297,-0.17489350024371553,-0.17088749702574546,-0.1670129712091255,-0.1624238812489862,-0.15990086109873425,-0.1577675226947357,-0.15596452111791193,-0.1536562931509211,-0.1516536828352517,-0.14983207651591757,-0.1484780682164073,-0.1470497358744174,-0.1452601333960002,-0.14393328440725117,-0.14216947708683914,-0.14065094281279467,-0.13876521394160113,-0.1370279787742894,-0.13536221916548352,-0.13390912208698658,-0.13248532214422437,-0.13126790046348513,-0.12982278716468976,-0.12813078349295548,-0.12608444191456658,-0.12415142143765379,-0.12235706450177686,-0.12056967370509408,-0.11812066763193263,-0.11633806354893395,-0.11446681664487501,-0.11234167500703252,-0.10955223632735223,-0.10824841372654626,-0.10631470760622297,-0.1041908803594418,-0.10235980052231097,-0.10044757238596436,-0.09867140010120079,-0.09700988246496478,-0.09560956085880856,-0.09400523727690469,-0.0919792423749799,-0.09027128575488419,-0.08867155161787355,-0.08662138407599373,-0.08480489490412224,-0.08260168180762939,-0.08097563915759065,-0.07846366790086012,-0.07663822367196094,-0.07487501877670355,-0.07308624191316881
ssp119,other_ghg,0.7410517873842474,0.744783402193573,0.7474284247040253,0.7490339681430637,0.7491169436359566,0.7480691526726961,0.7454891449739702,0.7413327120385484,0.7365948219072438,0.730616341903852,0.7245010294896269,0.716270846762912,0.706649802363298,0.6973760114484975,0.6881283629899646,0.6792206344015478,0.6710518406247248,0.6632800990230586,0.6548905839496169,0.6457220284625264,0.6376967088562024,0.6298913138321616,0.6222310413734584,0.6143923987895199,0.6065122970944286,0.5991244903819979,0.591283688443422,0.5837131220543743,0.5761208104485513,0.5689805993662905,0.562366431616404,0.5553603357828909,0.5476867741365967,0.5415880726324369,0.5353714197308731,0.5289942141930012,0.523467102635014,0.5182757248516612,0.5131780388168692,0.5077828162018584,0.5030276404079413,0.4988971077413351,0.49428173725739655,0.48953346627949257,0.4848719507817856,0.48051623980763336,0.47764224190492677,0.4737361234847035,0.4705054320680383,0.4670445120700718,0.4639976755674735,0.46084829153847107,0.4577548729611046,0.45487326829270924,0.4520435797756205,0.44908340538146185,0.4464673416107623,0.44372838581416674,0.4407004389773703,0.43790245060171673,0.43560313413103613,0.43310233494183814,0.43025532461633764,0.4282823637715103,0.42590918721442494,0.4229953277266305,0.42030073305044047,0.4180779578804156,0.41553562967276936,0.4133749736579386,0.41145469359551,0.4093515832376078,0.40727442851888296,0.4050834887624265,0.40327761690903663,0.40151833888769717,0.39952739522005254,0.3974023941544461,0.3956980175740339,0.39350640472034093,0.3917333373901757,0.39007356206523336,0.3884792520102771
ssp119,other_anthro,-0.4666332419504089,-0.46003916338956463,-0.4528479565949337,-0.44345978475259584,-0.43416545402320206,-0.4239070341522968,-0.4130735877716727,-0.4014661830727144,-0.3890663846280411,-0.3756887879539119,-0.3632914924730348,-0.34920650756228855,-0.3348558451545185,-0.32234611743676944,-0.31170648784121013,-0.3032170327620587,-0.2959350755349637,-0.2897205406924497,-0.2855197364964315,-0.28153170847512454,-0.2773017201141439,-0.27283116675375063,-0.26941672835444663,-0.26598127216512557,-0.26226694172272946,-0.2594523624237186,-0.25623277614399775,-0.2533709296107578,-0.2501395528048591,-0.2477826141590831,-0.24505510785963636,-0.24226481929174803,-0.2399584451709642,-0.23808789091355953,-0.2357839115561482,-0.23415607533414962,-0.23226438666179705,-0.23065123007952804,-0.22876996297690178,-0.22749500988236848,-0.2262494597144844,-0.22456406908507498,-0.22337756129759656,-0.2219014995581512,-0.22041466277081478,-0.21883592630996884,-0.2174629807297408,-0.21589407952319362,-0.21440255957823862,-0.21298299530083042,-0.21179492310656056,-0.21003875162328867,-0.20855922521399584,-0.20707499832933274,-0.20573083099151512,-0.20353678468915626,-0.20157838170897868,-0.199469290290047,-0.19746413732543022,-0.19542747557334006,-0.19332032269605404,-0.19108037129106892,-0.18910612948391892,-0.18690715941658897,-0.1847034991672606,-0.18272793566944423,-0.180419973765382,-0.17853340698112685,-0.17653023594958195,-0.17412663985372157,-0.17200815931156566,-0.16977373841872856,-0.16790840847581934,-0.1659764436449278,-0.1639482942821502,-0.16153797566177197,-0.15951308687923005,-0.15705791700745397,-0.1546406820291233,-0.15260008147837656,-0.14982256708221375,-0.1471903734761999,-0.14501549271721226
ssp119,anthro,1.1658017147291677,1.1927737555107303,1.2225404531639132,1.251384037677809,1.2811334315376695,1.3087896763821802,1.336520611811739,1.3610532563093527,1.3839970152240677,1.4072222543548558,1.426550108228147,1.4453405571177742,1.4638955214903633,1.4785744740221067,1.4927428049290292,1.50382243113575,1.5124156619949862,1.517493832671283,1.5215690422526713,1.5247950712071494,1.527449289010797,1.5285568117346693,1.529507489020316,1.5289630812208528,1.5282933656967024,1.5270105847373214,1.5255831783395692,1.5231864186891058,1.5218625823819893,1.5186456966773507,1.515244878947823,1.5110642709269126,1.5067028173738428,1.502005610669393,1.4965713275069845,1.4919249513559691,1.4872958575753485,1.4819665655216592,1.476640820624034,1.4711621609319039,1.4667912878594336,1.4602205701383753,1.4554262135387896,1.4514114229431854,1.4459202799400888,1.4414945927538634,1.4374962808212182,1.433837986589555,1.4285847790889383,1.4248182415612698,1.4211441571456986,1.4169336270330573,1.4124335443212137,1.4076637068396436,1.4045512956832018,1.401179102635757,1.39718764659149,1.39292674990006,1.3903462316179693,1.387098228539857,1.3834465705077754,1.380012227768804,1.3764856417078806,1.3721504007653862,1.3678239296659196,1.3638908865741042,1.358874466460168,1.3540036569584302,1.3496878455369665,1.3446131365371825,1.3392595353886303,1.3342125296716556,1.3287122874195267,1.323569552129559,1.3188914079852605,1.3142743020082803,1.308322791547375,1.3023718672050568,1.2969317077007205,1.291359527049172,1.286089551213911,1.280666024705995,1.2749678288524895
ssp126,co2,0.8938417069618566,0.9124743501472642,0.9314204637067113,0.9503287885355342,0.9691439542159749,0.9877679385682723,1.0064204564627046,1.0248120139372718,1.0427722907620987,1.060437834419333,1.077817536979097,1.0949866103733266,1.1117270817196032,1.1282669867842272,1.1441572546608985,1.1602357856644216,1.1756046672753635,1.1902215966636764,1.2043413608876588,1.217995093443286,1.2318390491202504,1.2447479836557667,1.257411429078422,1.2694148393539784,1.280981321221308,1.2921121009055427,1.3028080865247875,1.3129862005445314,1.3225660290853776,1.3318930022243072,1.3412941563477607,1.3491058544323176,1.3568000818790928,1.3643576670600903,1.3716601774703117,1.3789056481810245,1.3863560070213004,1.3927773205291913,1.399115551353925,1.4049525024104592,1.4100700622478033,1.4153452693394668,1.4201139789988753,1.4253436567765039,1.4298824681915532,1.4337894384443286,1.4368040743063086,1.4394442529927558,1.441824514543724,1.4440398293987742,1.4461694202704711,1.4484669563877162,1.4502921885062885,1.4523534359575354,1.4533703812436933,1.4553666697392162,1.4562129602607508,1.4567312891811806,1.4571179433009493,1.4576121073681083,1.4563760614531243,1.4555480692911424,1.454852972507521,1.4538059934173462,1.4515921310572746,1.4490827379764528,1.446856148874582,1.4444186990542058,1.4422348565154826,1.437984126173967,1.4343175228528082,1.42964372112984,1.4242012669744264,1.420660029319893,1.4175597691536503,1.4110248686514637,1.4069935706152055,1.4021826462139213,1.3968649290945645,1.392336599316696,1.3867714149474866,1.381380527366534,1.3758116139208854
ssp126,ch4,0.23796671044114515,0.2402087116593572,0.2422336836015856,0.24379558772648446,0.24506378110892724,0.24593675224123834,0.24649719993213748,0.24670625347730923,0.24671423817630433,0.24638237912098615,0.24583733917091322,0.24501481929071045,0.24382770884007066,0.2425475317623127,0.24121826449453687,0.23955316030223672,0.2378561747542236,0.2359784119114834,0.23397912727339176,0.23202814752338274,0.2299697407707486,0.22786173512759555,0.2254341678747187,0.22309134542155773,0.22061831270118293,0.21833503909144159,0.21584158394755715,0.21358287345203797,0.21121032586658695,0.20892227687856368,0.20647913620556668,0.20399604344189814,0.2017259467805148,0.19906762259193056,0.19650603723291793,0.19406324486914106,0.1918188078824139,0.18954061420228396,0.1872246687281769,0.18501826167218183,0.18281596395140776,0.18068191914472354,0.17849709894740773,0.17638614509917883,0.17436831940882058,0.1723492851688877,0.17046863015688518,0.1683137875784928,0.16634668341422243,0.16430832593085687,0.1622772196643798,0.1603284200618258,0.15834067610877178,0.15641714980940247,0.15436637147427978,0.15225500168791362,0.1501782149832449,0.14806752379427035,0.1459745694000283,0.14379796906766185,0.14166358596828332,0.1394299800837513,0.1371612004435403,0.13505365290067428,0.13279524290724765,0.13061493586167305,0.12835513293581746,0.12631773472185448,0.12441804562013514,0.12245717777385878,0.12043615845434541,0.11866261045632087,0.11681830564830098,0.11528854401311639,0.11353427396001048,0.11193439091940882,0.11049486895049676,0.10896426362752276,0.10757643314335263,0.10620344010036953,0.10484704729810401,0.10346055138844545,0.10219047256538172
ssp126,aerosol,-0.4507075618566062,-0.4444906641689723,-0.43635687585341776,-0.4267032897095202,-0.4172533798788933,-0.40579582755493493,-0.3952378285349858,-0.38419632227158673,-0.3735013179950075,-0.36126589271684817,-0.34920322086985367,-0.3372795045419248,-0.3244695136202773,-0.3126623228957748,-0.30340912979199763,-0.2944452308000769,-0.28479533800863366,-0.2763044439239195,-0.26891611920568703,-0.2612590957466947,-0.25390569794815177,-0.2474285229508535,-0.24051410450862476,-0.2339668443717997,-0.2281325239385581,-0.22239994711339883,-0.2173622556216177,-0.212460098197774,-0.2073816642888664,-0.2025025505212854,-0.19802932145019359,-0.1935762651717876,-0.1891281215452325,-0.18520715036748636,-0.18147270090873624,-0.17764432707777034,-0.17400759691170475,-0.17072698465924718,-0.16736743188856051,-0.16404519281514118,-0.16078241693704975,-0.15751711583704053,-0.15429350166714184,-0.15172245802897155,-0.1491395236413462,-0.14671167220766845,-0.1446712618909647,-0.14250624466334916,-0.14041693143165968,-0.13848961245765623,-0.1368431583289993,-0.13512755296766787,-0.13333207373837985,-0.13139159863483885,-0.12930151903975573,-0.12728100967535694,-0.1251286945991048,-0.1226119626143154,-0.1205336508409669,-0.11810689159570398,-0.11616116118772446,-0.1141158318483968,-0.11169873446855183,-0.10937612781537531,-0.10742194928852444,-0.10542614350137458,-0.10336256913320074,-0.1014169908080329,-0.09943793412490898,-0.09734112212138069,-0.09568707915804309,-0.09383676900293736,-0.09208709125242742,-0.09023445384626116,-0.08819698533128761,-0.08587524133248947,-0.08386759038098557,-0.08143722018250288,-0.07895764911534853,-0.07666023487438611,-0.07434939220148507,-0.0718114497225173,-0.06956415895754486
ssp126,other_ghg,0.7409283013390692,0.7444015403805531,0.7465855776881856,0.7477199847814284,0.7480365247185904,0.7473704636219936,0.7457792747106556,0.7433810644654395,0.7402405274097484,0.7366333003448303,0.7328144653206261,0.7287301412177831,0.7236869179970167,0.7181089728132742,0.713387580945404,0.7080476429760634,0.7027063515281805,0.6975141646933718,0.6930405838368513,0.6881501584071144,0.6822749274187748,0.675916636832042,0.669909180968639,0.6638499943251025,0.6576194317481976,0.6509851811436534,0.6446300445087993,0.637573981767146,0.6317434294311602,0.6255070374501097,0.6190324298882394,0.6122733344607052,0.6061180225192122,0.6006198086851573,0.5951808921685529,0.5888615122750127,0.583301571948545,0.5780497689497572,0.573045562625059,0.5676235789567139,0.5631874816202662,0.5577244113575202,0.5528512173897173,0.5487287864305088,0.54380082876333,0.5392156990680463,0.53474744898718,0.5305582265634445,0.5264896331295279,0.5223474819291527,0.5178801679379568,0.5135056641565241,0.5093332859020574,0.5051586932167478,0.5004964376418706,0.4958148556523698,0.49185960433471254,0.4880405806145802,0.4835414190075238,0.47874713707510996,0.4743682478374722,0.4700862812809503,0.46560158753205605,0.46109581102214325,0.45658803616088894,0.452619998361373,0.44856278164713803,0.4449371770186441,0.44096635924877225,0.4370909860796246,0.43356471879135716,0.43020312461790455,0.42714197179363533,0.42398260562355206,0.4213155487379312,0.418209292889254,0.41531756080172033,0.41255784355334546,0.410350771024824,0.4077880155907545,0.4049526432085264,0.4028968042414356,0.4003524370233129
