,scenario,forcing,percentile,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
10,ssp119,aerosol,50,-0.43541131753843954,-0.4249530102654362,-0.414251313645674,-0.4010926970318882,-0.38658672932418425,-0.3725198027295147,-0.35842509961396685,-0.34244568279978416,-0.32574633538903863,-0.3094979845756234,-0.29133171412416337,-0.27616107111066124,-0.26322732651320835,-0.25309379784782293,-0.24416822037269537,-0.2365956360188064,-0.22959144512198604,-0.22323755603795825,-0.21726823294857756,-0.21215702974262474,-0.2072314846982597,-0.20231805667744895,-0.19792967038891995,-0.193153279190186,-0.18978066933354265,-0.18593342094004228,-0.1818838361195867,-0.1783591522627297,-0.17489350024371553,-0.17088749702574546,-0.1670129712091255
11,ssp119,aerosol,95,-0.1869939267916112,-0.18233903302312476,-0.1773186955784214,-0.17206150738876355,-0.16673113585850283,-0.1611594005387662,-0.1556236236727888,-0.14950890944414627,-0.14216464480860141,-0.13626150315932997,-0.1306284338557756,-0.12448858663006003,-0.1193168545516288,-0.11587136570566832,-0.11324096448210456,-0.11080945064311089,-0.10814920779922337,-0.10617382993568149,-0.1046680895582586,-0.10239829916074844,-0.10060215057866367,-0.09874403323031666,-0.09696478612943123,-0.09567012248467559,-0.0941279642386619,-0.09282790493754473,-0.09132124165492625,-0.08944866328591593,-0.08746265311895143,-0.08678788790686753,-0.08486454907870433
12,ssp119,anthro,5,0.9447146364461196,0.9698701019499728,0.9938421184319086,1.0139655481774732,1.0314757731847644,1.0486765230294306,1.066593043991038,1.0806420654245428,1.09292629993459,1.1064958951485244,1.1169221144797274,1.128763848464569,1.1369196742112735,1.1432422304321466,1.1476567864673497,1.1497935659827163,1.1514970323187619,1.1511082558595782,1.150564636915316,1.1503877725956992,1.1476598216768679,1.1467359852459846,1.1476504044063338,1.1486617963195116,1.1439113507926164,1.1412878931794714,1.13961136445189,1.136422243531315,1.131722521302202,1.1251219768345828,1.1195024985734672
13,ssp119,anthro,50,1.2225404531639132,1.251384037677809,1.2811334315376695,1.3087896763821802,1.336520611811739,1.3610532563093527,1.3839970152240677,1.4072222543548558,1.426550108228147,1.4453405571177742,1.4638955214903633,1.4785744740221067,1.4927428049290292,1.50382243113575,1.5124156619949862,1.517493832671283,1.5215690422526713,1.5247950712071494,1.527449289010797,1.5285568117346693,1.529507489020316,1.5289630812208528,1.5282933656967024,1.5270105847373214,1.5255831783395692,1.5231864186891058,1.5218625823819893,1.5186456966773507,1.515244878947823,1.5110642709269126,1.5067028173738428
14,ssp119,anthro,95,1.5551261249498376,1.592649019230049,1.6302077770422496,1.670156304346106,1.703143327922657,1.7395646129415179,1.7753481046217143,1.811374240611895,1.8419364256482031,1.8707116103607107,1.9001333468378054,1.9282891063357068,1.951270140986302,1.9719284463803612,1.990266232515521,2.0048354345972443,2.0192050232906253,2.032002889138099,2.0445335485444858,2.054537751366657,2.0616353681313138,2.067953226506177,2.069894831716807,2.071251314256246,2.071782829487461,2.071468403984641,2.071747942932681,2.0711517504035557,2.071321870119624,2.0723025082861035,2.070866817831445
15,ssp126,co2,5,0.6804053768504701,0.6941917858873967,0.7079396138467084,0.7215729355289661,0.735024847198047,0.7482416095931292,0.7611199091034091,0.7737756081397293,0.7861491220168255,0.7982778356077852,0.8100047412584237,0.8214195148576979,0.8325415910992623,0.8433608762065985,0.8539209900794085,0.8641606139860302,0.8741705027729862,0.8836904775161099,0.8928301216313742,0.9016220413743194,0.9100705414908129,0.9182130335556764,0.9262993926372904,0.9341046244326894,0.9416056430415318,0.9488042775288381,0.9557020422888988,0.9622560676726033,0.9682305680092022,0.9738959290193261,0.9791148869640182
16,ssp126,co2,50,0.9314204637067113,0.9503287885355342,0.9691439542159749,0.9877679385682723,1.0064204564627046,1.0248120139372718,1.0427722907620987,1.060437834419333,1.077817536979097,1.0949866103733266,1.1117270817196032,1.1282669867842272,1.1441572546608985,1.1602357856644216,1.1756046672753635,1.1902215966636764,1.2043413608876588,1.217995093443286,1.2318390491202504,1.2447479836557667,1.257411429078422,1.2694148393539784,1.280981321221308,1.2921121009055427,1.3028080865247875,1.3129862005445314,1.3225660290853776,1.3318930022243072,1.3412941563477607,1.3491058544323176,1.3568000818790928
17,ssp126,co2,95,1.2929113483844852,1.3189916553892083,1.345248746998006,1.3715449171222573,1.3977487279601646,1.4236126682504926,1.4491290580530933,1.4743321890517296,1.4991941748826008,1.5236456498996833,1.5477192494036753,1.5714424880068656,1.594800490960243,1.6177543197077298,1.6402651312786256,1.6623075010662967,1.6837569987887864,1.7047469467357135,1.7252260001904534,1.745114933333773,1.7643374734055008,1.7832872597511515,1.8011036950529824,1.8183323807755893,1.8351202788752234,1.8513007802077,1.8667354991613254,1.881375222561861,1.895101213241375,1.9090349309360142,1.9222034809622628
18,ssp126,other_ghg,5,0.5344366269937938,0.5353929971859042,0.5356219628862642,0.535467045830208,0.5346124350835244,0.5325940472610761,0.5303126015184294,0.5287730258177283,0.5252727088703528,0.5226658416332691,0.5193604273075848,0.5152181810470733,0.5116909021216343,0.5083737233761139,0.5051687145748235,0.5019770559514923,0.498715216512037,0.49510667135166486,0.49058053560428827,0.48571161096171245,0.4813687252842685,0.4766136849972664,0.47165058675008553,0.46718094141972527,0.46287789039321137,0.4586255042751983,0.4540381796641089,0.44926324806819345,0.4445747828312872,0.4399057731889187,0.43531359525588254
19,ssp126,other_ghg,50,0.7465855776881856,0.7477199847814284,0.7480365247185904,0.7473704636219936,0.7457792747106556,0.7433810644654395,0.7402405274097484,0.7366333003448303,0.7328144653206261,0.7287301412177831,0.7236869179970167,0.7181089728132742,0.713387580945404,0.7080476429760634,0.7027063515281805,0.6975141646933718,0.6930405838368513,0.6881501584071144,0.6822749274187748,0.675916636832042,0.669909180968639,0.6638499943251025,0.6576194317481976,0.6509851811436534,0.6446300445087993,0.637573981767146,0.6317434294311602,0.6255070374501097,0.6190324298882394,0.6122733344607052,0.6061180225192122
20,ssp126,other_ghg,95,1.0471625048418072,1.0501728399924035,1.0509526091307813,1.0496691318655542,1.0474553630137768,1.0439816355088436,1.04047576268418,1.0374260856409507,1.0329733567072577,1.0268622181978515,1.0207473740311417,1.0125944277296175,1.006633296143776,1.0012767114417196,0.9950194772133792,0.9901780118808794,0.9839569060297267,0.9783624594261215,0.9732480402909106,0.9683623341146095,0.9631817821754587,0.954975612951888,0.9488572420727289,0.9401261003632233,0.9313129699910115,0.9242223363687305,0.9161397528927321,0.9095127851849208,0.9027506922610279,0.8943811420721399,0.8859253517486169
21,ssp126,ch4,5,0.16820275583195535,0.16917528918217484,0.16975476997119848,0.17018379917804888,0.17045906545641593,0.1705589522152692,0.17046943925150884,0.1701920541523801,0.16973931821900687,0.16906686400882626,0.1682302509251011,0.16727129837034502,0.1661894302239488,0.16502477336950286,0.16369068477943224,0.16229651700537592,0.16086887908379696,0.1592514803983279,0.15755447238772197,0.15583361164743598,0.15406385099895706,0.15227902899176468,0.150903276297415,0.1492675499390776,0.14767676686157402,0.14616546762040644,0.14434390844746764,0.14241828592965416,0.1410417692513568,0.13943372003218565,0.13772482934905902
22,ssp126,ch4,50,0.2422336836015856,0.24379558772648446,0.24506378110892724,0.24593675224123834,0.24649719993213748,0.24670625347730923,0.24671423817630433,0.24638237912098615,0.24583733917091322,0.24501481929071045,0.24382770884007066,0.2425475317623127,0.24121826449453687,0.23955316030223672,0.2378561747542236,0.2359784119114834,0.23397912727339176,0.23202814752338274,0.2299697407707486,0.22786173512759555,0.2254341678747187,0.22309134542155773,0.22061831270118293,0.21833503909144159,0.21584158394755715,0.21358287345203797,0.21121032586658695,0.20892227687856368,0.20647913620556668,0.20399604344189814,0.2017259467805148
23,ssp126,ch4,95,0.3469370021797207,0.34945685052413133,0.35152365984342926,0.35307044483225336,0.3541527048559679,0.3549602822595631,0.3554115175997353,0.35537323442298757,0.3547982920277724,0.35442900130690913,0.3535679435585159,0.35230911962151074,0.3507119303300445,0.34922151247158506,0.34716969869875386,0.3445857655071627,0.3423550086648337,0.3397685868364981,0.3375685904470797,0.33512114606193205,0.33202197137482614,0.3290257803868608,0.32599818006246967,0.32390095001392577,0.3211813162030167,0.3177557892945438,0.3149370611939837,0.31269142299676783,0.31026007776788594,0.3070706716468055,0.30376725829180806
24,ssp126,aerosol,5,-0.8263954649702987,-0.8129394238771162,-0.7967721445646546,-0.7781514363579183,-0.7594890195595897,-0.7457276973105842,-0.7245785251597371,-0.7008264225167375,-0.6811933334912634,-0.6547879554505266,-0.6308676605749616,-0.6108457969886243,-0.5929572758206741,-0.5773255583802313,-0.5619435698515443,-0.5491560767950258,-0.5332393710734273,-0.5206658580696246,-0.5090759650670897,-0.4975913728483727,-0.4864287673401296,-0.47523147499128193,-0.46455562569446346,-0.4548649426069358,-0.44678265765382563,-0.43752554679076244,-0.42939904604697915,-0.4202591777771496,-0.41309478077132666,-0.4045424618170493,-0.3953991509249878
25,ssp126,aerosol,50,-0.43635687585341776,-0.4267032897095202,-0.4172533798788933,-0.40579582755493493,-0.3952378285349858,-0.38419632227158673,-0.3735013179950075,-0.36126589271684817,-0.34920322086985367,-0.3372795045419248,-0.3244695136202773,-0.3126623228957748,-0.30340912979199763,-0.2944452308000769,-0.28479533800863366,-0.2763044439239195,-0.26891611920568703,-0.2612590957466947,-0.25390569794815177,-0.2474285229508535,-0.24051410450862476,-0.2339668443717997,-0.2281325239385581,-0.22239994711339883,-0.2173622556216177,-0.212460098197774,-0.2073816642888664,-0.2025025505212854,-0.19802932145019359,-0.1935762651717876,-0.1891281215452325
26,ssp126,aerosol,95,-0.18769480525131008,-0.18354116377473736,-0.18005843316008963,-0.17565571448245967,-0.17137783004810064,-0.16745659952148645,-0.16385874316014806,-0.16018661436960505,-0.15519364729269391,-0.15101793474768213,-0.14626451859342116,-0.14202510904164076,-0.138471354638248,-0.1343936989180998,-0.13084224634451455,-0.12755422264956542,-0.12439003208880581,-0.12133190141495671,-0.118282302521716,-0.11601195285080129,-0.11286073117268607,-0.11008230472558897,-0.10800610218460688,-0.10549864907019156,-0.10353252111144237,-0.10132086184916655,-0.09912058939212352,-0.09677235040020538,-0.09495597780010193,-0.09309735880877419,-0.09110779729393975
27,ssp126,anthro,5,0.9435315716362582,0.9680508426003662,0.9903472217043875,1.0109550885089222,1.0284703069964827,1.045588571582609,1.0637400486013344,1.0807415021746716,1.095396362990178,1.1107270070578101,1.1280037976401762,1.1414122984311645,1.1543638024062437,1.169861928571895,1.1818754806493827,1.1902150289411177,1.2047677008710675,1.21310514548745,1.2240380020185297,1.2323747185946337,1.2402619671966821,1.247863644821432,1.2538736911056816,1.2596852854820941,1.2652722551009448,1.2715840997015615,1.2755161229318142,1.280339127971126,1.2848970236128456,1.288872142628565,1.291704399861885
28,ssp126,anthro,50,1.2208400394118228,1.2485179127561024,1.2773710759596866,1.3041641425420323,1.3311378404512697,1.3558624498091458,1.3801083737606876,1.4031629067552667,1.4269530176627436,1.4477341949467735,1.4693603620272735,1.4904201365677505,1.5103167829427977,1.5301644582604452,1.546885085346393,1.5636584102181663,1.5779552387219435,1.5923518119848887,1.607187007014215,1.6206545249247326,1.6345144578191766,1.6455650281023868,1.6561836065347333,1.6653683943132997,1.673489146513317,1.6819318267690018,1.689721762893448,1.6971564961252612,1.7055652401018515,1.7119100119360964,1.7176615145846739
29,ssp126,anthro,95,1.553101653982088,1.5893771866025543,1.6258908052725527,1.664785114587852,1.6962806460479738,1.7311857273766045,1.7670696652133413,1.8025538949808304,1.8382606351958164,1.8714062616429459,1.9027525491307216,1.9324439027064693,1.9681034618835058,1.9989403509066501,2.026576665379601,2.0536291919025214,2.082117530419997,2.108502765301633,2.131906130707408,2.156071514312184,2.1788025827254547,2.199217229541241,2.219855267593317,2.2380280613305894,2.2536488817062557,2.268158925412063,2.2844517307623966,2.300509803627396,2.310866224078501,2.3233943149936658,2.3328963704619476
30,ssp245,co2,5,0.6806343164638515,0.6946104721418793,0.7086376561574312,0.7227068681611473,0.7368194642786353,0.7510064543550207,0.7651527303119398,0.7793035265597923,0.793534967075688,0.8078118550623734,0.8221369135745948,0.8365118640483069,0.850931266001621,0.8653228781876272,0.8796831640806175,0.8940260327214695,0.9084333802789081,0.9226955370164429,0.9369004897275736,0.9510275471740977,0.9651698140137216,0.9793046400036168,0.9934124190227226,1.0074801569105343,1.021545889143636,1.0356358547365834,1.0497368634989757,1.0636240476338765,1.0774508656754982,1.0912177792247155,1.1049260627077013
31,ssp245,co2,50,0.9316765202029412,0.950762253733124,0.9700535652184015,0.9894279972708964,1.008686651880641,1.0281332062197506,1.0475816158909492,1.0670799717814172,1.0866586848533986,1.1063616990345313,1.1260681087075002,1.145903461809455,1.1657871013343966,1.1857957691222056,1.205811879312236,1.2259268057909245,1.2459247827821767,1.2660146187201644,1.2861266803201177,1.3061066458261654,1.3258333993770983,1.346085554112327,1.365749399536521,1.3853524433462816,1.4048792343943177,1.4243190856958712,1.4437664689971097,1.4632481418054044,1.4826423977903114,1.5021331625320702,1.5217596997823608
32,ssp245,co2,95,1.2932020521274814,1.3195399141745652,1.3461843740009174,1.373087033133578,1.400209595103578,1.4274579404066836,1.4547206779832071,1.482130223178871,1.5096782335840977,1.5373601161206578,1.5651352242363472,1.5930088327902612,1.6210115309597082,1.6491187593067678,1.6773058437069412,1.7055569123025656,1.7338620880162625,1.76221678882691,1.7906188405930905,1.8190672035698805,1.8475624283315915,1.8761054767546752,1.9046335650474362,1.9331188502478938,1.9612279785279865,1.9892149847824419,2.017111236446654,2.0449388689842705,2.073155276591096,2.1013114010265745,2.1294055149578477
33,ssp245,other_ghg,5,0.5395341590477049,0.5435289257983598,0.548002615800089,0.5515472296540709,0.5549378420456389,0.5581801136886697,0.5618575127106357,0.5657276694098589,0.5694731727214314,0.572934352171783,0.5759759739200415,0.5788182666462721,0.5815419728909677,0.5840386566590855,0.5862781850351002,0.5884698471900407,0.5897060819882868,0.5909753361995584,0.5920610999850735,0.5933362465119695,0.5945090004545137,0.595567588435295,0.5961141719284982,0.5963583640867327,0.5967107204215161,0.5966567977385411,0.5965174220905399,0.5963000562031315,0.5957910069569337,0.5952894668186564,0.5947351399868128
34,ssp245,other_ghg,50,0.7523605818135426,0.7581064894174532,0.7639148224603798,0.7694881397200826,0.7746460429478562,0.7798834320719024,0.7847638038248549,0.7899520908100977,0.7950119634319164,0.799246939916542,0.8037949042462418,0.8077029531385583,0.8116669335130167,0.8149141426781871,0.8176113206225483,0.820664189650018,0.8230162455873784,0.8254091740452977,0.8268365451726407,0.8287340325693067,0.8301572732081498,0.831113716609854,0.8318595509744018,0.8333506794974139,0.8340016241038168,0.8347663993049526,0.8346235796536821,0.8348700396323971,0.8342627209665854,0.8333642684505598,0.8324915282698147
35,ssp245,other_ghg,95,1.0571639448650705,1.0653654280830018,1.0727350602311572,1.0798386973743819,1.086740285410667,1.093934281867942,1.1012595828626848,1.108245001517246,1.1150333782972417,1.121815300106359,1.1283051383229739,1.1344123728775604,1.1400781222267755,1.1452916795307242,1.1500278879223231,1.1543473713109007,1.1590039969704267,1.1633695807132067,1.1671737943721143,1.170367539923218,1.17454235482488,1.1764102530728482,1.1781785972783985,1.1797349969913098,1.1805482644277716,1.182666615380174,1.1842730452154941,1.185366346269789,1.1860435323170608,1.1864152010924576,1.1865228118370261
36,ssp245,ch4,5,0.1691314681486392,0.1709089150308815,0.1726555036253437,0.1743252217553326,0.1759033663876887,0.17735400075091526,0.17874808357258104,0.1800928535248576,0.18142792816213898,0.18274114965276272,0.18401985252706568,0.18525078244788853,0.18643385496029335,0.1875646688051602,0.188630708129755,0.1896238421904684,0.19052372890043207,0.1913200067234799,0.19205740613653455,0.19272237909356157,0.19331891087506087,0.19385149605311,0.19431880320827472,0.1947271740097895,0.1950784340562422,0.19536291733667888,0.19557163442043218,0.19570070730808586,0.19575934840102788,0.19571594411934862,0.19560238926326687
37,ssp245,ch4,50,0.243247946778808,0.24570381999433366,0.2480830608560889,0.25037599326675797,0.25256805360302326,0.25474875146242715,0.2568883548577392,0.25895133211032006,0.261092948935465,0.26294863918266564,0.26476109357800737,0.2666546730059882,0.2684717046484164,0.27025421353274814,0.27194394003114475,0.2735467323483527,0.2750409026057006,0.2763608600414975,0.27754788279623344,0.27866958668104713,0.2796568649085813,0.2805441188162823,0.281331757247812,0.28178937909958335,0.282556002376948,0.2830066364976722,0.2832790287870277,0.2834022043785138,0.2834224354280801,0.28357237206443964,0.28344971364140514
38,ssp245,ch4,95,0.34841924499887056,0.35186236889889566,0.3553733603506743,0.3588056231310868,0.36207472358046455,0.36520922348115636,0.3682157272682012,0.3711354735555988,0.37397224864227296,0.37685189834213867,0.37970449397063794,0.38259831044459863,0.38533662149835224,0.3879892093376138,0.3905359276504425,0.3928787400049979,0.3949902539561136,0.39695170321526657,0.3987575762220598,0.4007136786718808,0.402538445428905,0.4041592873636384,0.40548224046768466,0.40659083017527914,0.40753933625346606,0.40832372481765095,0.4093031933815418,0.4097693530616565,0.40996927961529256,0.40998142764870527,0.4100700777365378
39,ssp245,aerosol,5,-0.8474060297183841,-0.8456131490773943,-0.8425108404416007,-0.8407600575246621,-0.839193274400112,-0.8374744401939098,-0.8337895863806368,-0.8311066432625007,-0.8297411106485723,-0.8286015846562829,-0.8288892802158422,-0.8288019745302642,-0.8270768191319278,-0.8238152688104644,-0.8183582132392285,-0.8148828088069573,-0.8108758854632354,-0.805663064923273,-0.7996583849611588,-0.7933802073724854,-0.786868978519749,-0.7794800813127769,-0.7714067774411032,-0.7629330040352252,-0.7542611005672297,-0.7458673146437274,-0.7371699860267635,-0.7308032688354601,-0.7210737065164122,-0.7142458712814627,-0.706614539443432
40,ssp245,aerosol,50,-0.44493852565381053,-0.4415364504562993,-0.4387914388568619,-0.4368678449407759,-0.4350940065221345,-0.43391001881154523,-0.4330933546614688,-0.43250940147725525,-0.4321430611876289,-0.43127104999735133,-0.4306756453264975,-0.4296974139390297,-0.42823597555585136,-0.4261985107342299,-0.42378269035333327,-0.42100339626794425,-0.4181572751730238,-0.41512803105466056,-0.4117663486065797,-0.40825737282021546,-0.4044742862346351,-0.4004108091341898,-0.3966031451697436,-0.39214506701265495,-0.3878725678584054,-0.38306454637236564,-0.37784882172757195,-0.37294934512047284,-0.3679161060606315,-0.36253118375973425,-0.35708035598302157
41,ssp245,aerosol,95,-0.188539008439644,-0.18475966160799212,-0.18264887360787138,-0.18144004769223782,-0.18047265368632873,-0.18047220509749629,-0.18107112830015862,-0.1816621007904907,-0.1821674052847114,-0.18280706569552607,-0.18354156509777775,-0.18391994114472582,-0.18454750346946683,-0.18389593706230004,-0.18297921729589983,-0.1823755935047676,-0.18108091693562578,-0.18024789352824944,-0.1787997161119568,-0.1773407440734581,-0.176432794695634,-0.1756213105731719,-0.17385686184146606,-0.17227623223005578,-0.17096858482308072,-0.16920543299779012,-0.1668018664418154,-0.16521786551626205,-0.16351851925599098,-0.16168104649224752,-0.1590944050370646
42,ssp245,anthro,5,0.9379865950313785,0.9617459895601206,0.9824422173888478,1.0036678046380796,1.0250808251915828,1.0444813428787552,1.0652841805946376,1.0844026661365085,1.104260178936822,1.124527473892783,1.1426224776827385,1.1614196187160082,1.180423727660208,1.1997102424617148,1.2182495425900628,1.2371520085679197,1.255150692907196,1.2736241845665923,1.2906632451545637,1.3078417358284948,1.3284779845950285,1.3452250147715956,1.3620600944889858,1.379469735694423,1.3992454052498533,1.4200314835497585,1.4370768422446976,1.4528890888872847,1.468762455461478,1.4846840744285839,1.5039053518303367
43,ssp245,anthro,50,1.2232792039122609,1.2535710230572472,1.2810480022396045,1.3073071633320517,1.334467030838147,1.3602856825461702,1.3854183882889284,1.411010129199613,1.4364569139647199,1.4601547064529097,1.4838483783740075,1.5080364661214851,1.5339037686772474,1.5599204042854113,1.5853432772182217,1.6108126744735032,1.6346872470619174,1.6598659457510463,1.6858317925871822,1.7100524273797233,1.7353065356995707,1.7602038117041363,1.7833383881213658,1.809455895760812,1.8331534461401724,1.857686200786905,1.8810617278952095,1.9052307939541901,1.9296046721220974,1.9546132156347327,1.9761832299880462
44,ssp245,anthro,95,1.5575566179928442,1.5959608209224667,1.6320361271570956,1.6675520820375953,1.7029023843974795,1.7383884959016938,1.773292468819334,1.8071344810664365,1.8407941589519066,1.8728036833615924,1.9066356090550713,1.9411169522702176,1.9749192534214974,2.0101197087618314,2.045598711574493,2.080066477714164,2.113033378865856,2.1480873969077643,2.1827993191354027,2.214504222668229,2.2504877707699182,2.285930086727365,2.3224077298696573,2.357945463001721,2.3951886000677782,2.427645374138089,2.4612547680734824,2.4939058913934353,2.5288905869787177,2.5590371434415777,2.5933294679005727
45,ssp370,co2,5,0.6817589097463055,0.6966421969294337,0.7118810828321654,0.7275292000116241,0.7434472343470556,0.7594381821327115,0.7756041991551594,0.7921083841117337,0.8088467394667571,0.8257894448596947,0.8429350181137124,0.8602980946783413,0.8778561269816992,0.8955816368811799,0.9134510020372056,0.9314503968108713,0.9495725032394393,0.9678133525388685,0.986171188470203,1.0046458202627744,1.0232374047978678,1.04194769579096,1.0607730887209372,1.0797030336474214,1.098727392026491,1.1178404684566958,1.1370392763391115,1.156321807950685,1.1756877082786406,1.195137795437682,1.2146730107986707
