,scenario,forcing,percentile,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
0,ssp119,co2,5,0.6803767655308789,0.6941418932825703,0.7078144578696225,0.7212022766230393,0.7341253673823535,0.7463292826981744,0.7578808225298799,0.7687462019846547,0.7786509117190731,0.7877633501940118,0.7961964309492431,0.8039679937170293,0.8112220281558589,0.817956153269315,0.8239483918276096,0.8293717310325504,0.8345019665409869,0.8391216414081647,0.8433141892847347,0.8469700410289596,0.849919991645648,0.852406440751333,0.8542762418663952,0.8558196238346433,0.857546406050677,0.8592493553000032,0.8599632362175591,0.8603665405666051,0.8604700314923658,0.8602839329384101,0.8603559186386566
1,ssp119,co2,50,0.9313779410871756,0.9502550976492428,0.9689580776275346,0.987278159333186,1.0053946376148077,1.022626701932566,1.0389959337901589,1.0546612594700684,1.0693124611755855,1.083232277430593,1.0963942474990072,1.1086023504793256,1.1191313960365703,1.1296109511538568,1.1386776412403732,1.1470009584100525,1.1552354219892729,1.161970192107644,1.1683034590843657,1.1738771017064225,1.1792574781666074,1.1836224352554818,1.1875768164709228,1.1906483688183511,1.1929667761924014,1.1955340288979932,1.1976556861333747,1.1999351940282712,1.2007153311856151,1.2017066470693956,1.20239140968513
2,ssp119,co2,95,1.2928749170407985,1.3189259575655445,1.3450878855955084,1.3710768613392557,1.3966013690433117,1.421186795797417,1.44489825487452,1.467645331145923,1.4892495177891758,1.5098074617843016,1.5294567909572734,1.5480548319756269,1.5654013448329682,1.5816218362676011,1.5969815718402567,1.6113948774668705,1.6251478383247715,1.6371571836337764,1.6483350292483403,1.6590510770696945,1.6688801776051514,1.677525194827647,1.6851695895252221,1.691635595662542,1.6967780662297804,1.7006726617043793,1.7034956754565587,1.7087548565841766,1.7126469082049531,1.7166903396506852,1.717867302878004
3,ssp119,other_ghg,5,0.5351094018752602,0.536563999095958,0.5365180829922217,0.53602515299665,0.5342130087985263,0.5311596355273545,0.5276595111108555,0.5233381836159754,0.5181127887693783,0.5134990076094187,0.506970384283411,0.500210240086105,0.49414744972986374,0.48715994505431365,0.48108857110831726,0.4750440246208114,0.4695340871477982,0.46343275417081015,0.4569983601329022,0.4514813313112452,0.4459328132090952,0.44065097488417615,0.4348479586196203,0.4293036789537472,0.42370123086491523,0.41860775926206895,0.4131065532935696,0.4080910841544,0.4027039784332624,0.39754327251796795,0.39246752532708296
4,ssp119,other_ghg,50,0.7474284247040253,0.7490339681430637,0.7491169436359566,0.7480691526726961,0.7454891449739702,0.7413327120385484,0.7365948219072438,0.730616341903852,0.7245010294896269,0.716270846762912,0.706649802363298,0.6973760114484975,0.6881283629899646,0.6792206344015478,0.6710518406247248,0.6632800990230586,0.6548905839496169,0.6457220284625264,0.6376967088562024,0.6298913138321616,0.6222310413734584,0.6143923987895199,0.6065122970944286,0.5991244903819979,0.591283688443422,0.5837131220543743,0.5761208104485513,0.5689805993662905,0.562366431616404,0.5553603357828909,0.5476867741365967
5,ssp119,other_ghg,95,1.0483529578991155,1.0513980203129285,1.0523670146164743,1.0502469394854594,1.0464783304535186,1.0417663380788738,1.0359510968223935,1.0304364139517734,1.0206692675864857,1.0091479433012005,1.0000899146089206,0.9884257824566557,0.9762019396153294,0.965642718596342,0.9573616185308989,0.9501917067390523,0.9416652571560414,0.9326497524460335,0.9244417335385995,0.9143510191638478,0.9030586900740389,0.8918739826905682,0.8828795718529427,0.8744309174040411,0.8653766915743951,0.8553756519570382,0.8460048319891541,0.8365275496183756,0.8260196213925499,0.8181623435858596,0.8097521776228606
6,ssp119,ch4,5,0.16846265367010557,0.16973630109567062,0.17050504310183387,0.17105061293167256,0.17143043215125964,0.17157812901849412,0.1714799157917677,0.17111382104523373,0.17046285704946101,0.16948198345154258,0.1682020595860319,0.1666866666384273,0.16483684829149356,0.16271789242266732,0.16049399413234045,0.15834497036322098,0.15617950932317495,0.15405199973027545,0.15167193844453317,0.14925667298299714,0.14702331079635406,0.14527581878885992,0.14299135061957413,0.1407167419844148,0.13884711983623796,0.13644363213533522,0.13456025530273757,0.1323174698557099,0.13034533755209474,0.12819262551998922,0.12611449146756448
7,ssp119,ch4,50,0.24247988242281338,0.24426172756443854,0.24573086390264254,0.24694654896234414,0.24775304684971777,0.24813300826868234,0.24803850857065624,0.24773506904987874,0.2468777899169794,0.24549919825482003,0.2438109449217949,0.24192844856336948,0.2394707330213406,0.23692938124897345,0.23410633427532512,0.23115327515159012,0.22831490221551864,0.22543477113513344,0.22222706392994773,0.21909025227214562,0.2157381131817384,0.21259299333266735,0.20946371472168135,0.20648640556109754,0.20348014206535336,0.2004729269729153,0.19735026463600525,0.1943582454058117,0.19126023083008792,0.18817550353966728,0.1850217489027728
8,ssp119,ch4,95,0.34730955632723876,0.3499965232064202,0.3523708478151545,0.35434965861407725,0.3558496794153051,0.3565748826458396,0.3572635379057088,0.35710385195903155,0.3562544534718418,0.3552665509753465,0.3536734944710305,0.35158743624364225,0.3490664593757714,0.345811226003577,0.3424968176483421,0.33897946553547126,0.3354017735742056,0.33187607555440346,0.3280103303679258,0.32424683564496587,0.3201096420459027,0.31586538942014714,0.3126022594192013,0.3091184127333066,0.30525578665105096,0.3018491500800761,0.2982994105395054,0.29426346376932533,0.29051046711305367,0.2864984622039977,0.28231713661866353
9,ssp119,aerosol,5,-0.8257835672348595,-0.8116900131457803,-0.7924909776918407,-0.7702607288242326,-0.7493181815800828,-0.730064638976156,-0.7034733701069195,-0.6735832982315465,-0.6436733411879402,-0.611581117534346,-0.580543879988564,-0.5579391531373364,-0.5369937977117551,-0.5171587090768323,-0.49987734948516727,-0.4842414308285466,-0.47053137515958054,-0.4570023820080272,-0.4474731717288922,-0.43996129616255647,-0.43038649945020263,-0.4220036185652053,-0.41196644993029474,-0.40220540842496594,-0.3958464035005124,-0.3881284936690053,-0.38147583574954014,-0.3721679873195968,-0.3641541180563023,-0.3573592015611145,-0.3509647569628934
