year,CH4,N2O
1804,195.98643364301222,10.975250761523945
1805,196.24634238348787,10.96669583388245
1806,196.23351384871123,10.968010423738178
1807,196.57660794505,10.964260743751508
1808,196.61607437129163,10.970482123284102
1809,196.76790011442463,10.912124092966636
1810,197.47915740878537,10.932664481137088
1811,197.99738761255477,10.91372346568308
1812,198.2306599096012,10.889599991558276
1813,198.47339782668504,10.850326105988936
1814,197.30758610160163,10.850432141286717
1815,197.72663809178064,10.776073440432398
1816,197.77690723856023,10.830150251343758
1817,198.91344289902847,10.835023720799617
1818,198.08677110818115,10.829911066193288
1819,197.60613444836673,10.899286334088494
1820,197.26195569770246,10.785467132081276
1821,197.61226512997166,10.809700995564459
1822,198.44436988652546,10.804331266952596
1823,198.38006560488603,10.793887805615164
1824,198.55667387504445,10.738663274507225
1825,198.4926717535572,10.668053034247714
1826,198.1568574944934,10.67631527469459
1827,197.94417950512758,10.704460277173741
1828,197.8299713110142,10.772488546531159
1829,197.44916651881027,10.751729295019125
1830,197.38017844812083,10.750590341594004
1831,197.1670439714311,10.714667356701327
1832,197.1024664506011,10.549303174644464
1833,196.38576120822623,10.56131874374493
1834,197.01022608262,10.126487711462547
1835,196.44777286454482,10.229302522601479
1836,194.97734268217948,10.26842194229909
1837,193.8948857188268,10.476667282191766
1838,192.86318146049135,10.835562170740028
1839,192.87204732787418,10.825005676540098
1840,193.9092776171474,10.566027261014176
1841,194.20045767252589,10.304824361656308
1842,194.79204957046815,10.30964039696156
1843,196.49286085406607,10.954931382472857
1844,198.5201067242105,11.029617294956195
1845,198.39839465497954,10.781985100918694
1846,197.2319999488706,11.2622163021698
1847,194.6327867729834,11.225000397006669
1848,192.5976094232854,11.167429669342338
1849,192.04254255191103,11.149068513684409
1850,191.47887893772136,11.135439088514147
1851,191.60238142508936,11.160690752313908
1852,193.20963976363524,11.160318998190938
1853,194.45912616793862,11.264430764106907
1854,194.3341593510295,11.275395877718827
1855,194.95559278877488,11.31164725370275
1856,194.77700784799143,11.314422685003265
1857,195.21905847811988,11.25805961896554
1858,195.79183625723942,11.176916259516812
1859,196.26733043174593,11.463487102068596
1860,196.08599689481355,11.574283214827489
1861,196.48513382823566,11.691890144906656
1862,197.7565869984869,11.657099333108517
1863,199.22268981921624,11.557447993724718
1864,200.22267628433661,11.53152047791158
1865,199.6638632392947,11.589647855115414
1866,200.08011129886202,11.633612279734454
1867,200.5737616264512,11.623178712851464
1868,199.27912759963903,11.691606852772182
1869,198.21540290747484,11.65634248732699
1870,196.5582049918727,11.606033135108786
1871,194.23261278342824,11.726513778918292
1872,193.18441485264412,11.682141042087697
1873,191.65437432782846,11.654650812795603
1874,192.61243410164283,11.606454499448446
1875,192.16951764833246,11.59894259920782
1876,191.05402409465793,11.480981985096927
1877,190.72744045816805,11.352773348189983
1878,190.79635518109978,11.375306176936986
1879,191.2694822179803,11.322881532466942
1880,191.6786934062678,11.315656254228518
1881,191.12097337720846,11.195937274118219
1882,190.76516171037142,11.207142267917877
1883,190.92971503447257,11.169286506095114
1884,191.20641857972015,11.162410127643755
1885,191.67798535833745,11.14077483920393
1886,191.2822548524044,11.089736934594104
1887,191.80759176174277,11.187559452449028
1888,191.15378031515507,11.06215050118255
1889,191.61874310955204,11.188422458789894
1890,191.56254460009583,11.033267581456146
1891,191.78096789349453,10.9787626615564
1892,193.66199244651133,11.074726425741597
1893,193.35284424017962,11.151711144309008
1894,191.49424908733417,11.258605779803815
1895,189.91790559997187,11.287309372052745
1896,186.48642991626917,11.113238984772627
1897,185.73441818247633,11.126604342207523
1898,188.5144481902866,11.12111818389737
1899,189.63443262490952,11.279971887303493
1900,189.4743457834072,11.281441217514235
1901,189.51502495183232,11.343139013610037
1902,191.57260453078382,11.782571832475472
1903,192.307494337633,12.016396528125943
1904,196.07041948761554,11.92426702468562
1905,196.35511184175812,11.91009042109091
1906,197.86341504363537,11.92024064953115
1907,199.5997985041475,12.024857008115346
1908,196.9005347927136,12.22006146187019
1909,198.46785985101883,12.243334298823111
1910,199.19326358774416,12.370865682048107
1911,197.75381080419348,12.588244841651909
1912,196.83391915502074,12.049875175006456
1913,192.6660574079998,12.267848877395487
1914,191.15960953168917,12.31665405967945
1915,191.99289628160605,12.195323785575425
1916,203.69485126503182,11.858284159010227
1917,199.19691677731768,12.035010614128414
1918,203.45482979867427,11.464560494181338
1919,206.70131590987222,10.737297208672983
1920,207.5109273682148,10.87982259520442
1921,207.92909758856055,11.025342542425278
1922,208.66550416289905,11.118585972654424
1923,206.96952157323062,11.932298092957163
1924,202.7819763869145,11.138271730332532
1925,198.74799113508257,10.675681253833789
1926,194.96718528143467,10.62761547221493
1927,196.4225378585995,10.654528964627529
1928,203.60139222897376,10.866320496859021
1929,207.14692486010205,10.684327796473173
1930,207.34047952883614,10.621764126481866
1931,204.9180862841981,11.305614794269903
1932,204.36730728237373,10.869441819538672
1933,204.7579204768359,11.12044829445371
1934,206.66754319065825,10.857365131236598
1935,207.13518999481542,10.974135065186898
1936,205.82735151263657,11.171327688486564
1937,205.3197476870373,11.389333742184297
1938,205.39220922889956,11.568203158098841
1939,211.07792419506228,11.349406609320956
1940,203.05899404170952,11.52389850277641
1941,202.37485265337418,11.567868441571198
1942,206.19497971037956,11.646778388938444
1943,204.06015003244568,13.364745576997379
1944,200.79785329817318,11.123898439090478
1945,198.05650801498257,10.987894025141339
1946,200.7202808504302,10.66893114144985
1947,204.75454782577384,9.910168738225797
1948,204.2336541028601,9.54628538053387
1949,199.6481058223186,9.39049527570937
1950,195.00005037376093,9.785184092909693
1951,197.7966220636301,9.633351438725667
1952,196.51021813240817,9.813390160883207
1953,202.99041214097858,10.491282928608117
1954,206.45859714723576,9.986372539765378
1955,208.40884495222085,10.353457999148512
1956,213.14011242078334,10.547766411489272
1957,212.38043215298586,10.419009965305577
1958,204.02944250320076,10.051322096587423
1959,199.1897550140294,9.774678853466888
1960,188.80800837440552,10.115838472386251
1961,180.40737466083232,10.094606772515021
1962,199.06669263656622,10.049352087068574
1963,211.86734730378245,10.127923710388359
1964,207.8152375714683,9.890817887232888
1965,201.16694091264807,9.759629138660628
1966,193.1224285271443,9.830040423759069
1967,193.9488623641547,9.658450737715787
1968,208.1290828929063,9.531448240459166
1969,210.62889741187055,9.437634750918694
1970,222.78019273211848,9.43134199819623
1971,219.09244098245426,9.517745793655575
1972,213.23574851417396,9.471440090734136
1973,199.92531728968396,9.350128202940148
1974,200.73414172013864,9.376027948242575
1975,209.79746877490712,9.391164819687155
1976,215.28168280985227,9.335838293636932
1977,218.24268875132555,9.293839339898957
1978,222.25238139746938,9.28243302518495
1979,224.20626343028576,9.25934330582568
1980,224.8919026226819,9.277005604247812
1981,228.19855783656195,9.425328420464767
1982,226.53614267352796,9.503774332873428
1983,224.05540383309304,9.548028833416604
1984,220.85957759889413,9.752064456174288
1985,226.33172442116006,9.978626879332909
1986,228.3654244295631,10.123341154763109
1987,233.32055365249536,10.1561250217499
1988,220.16283329721563,10.354571955397843
1989,223.81925111005222,12.29829305165455
1990,224.1435630667276,10.540585371836565
1991,219.72570618333938,9.035538306954402
1992,222.93132933012987,8.729358525584676
1993,213.39700923050273,8.18068276878171
1994,216.10412827564187,9.817575663622028
1995,217.81843826389493,8.568330857077227
1996,207.99833909649277,11.258205889250716
1997,202.30732112248648,10.516514900603362
1998,212.27125030102616,9.800884905132698
1999,223.25505796367491,10.447488669443013
2000,205.0952444190102,11.878974404682936
2001,199.62857051535195,10.39941799032618
2002,204.26968510239266,9.679995584856046
2003,203.61147107083298,9.688904173508655
2004,185.2817784441784,9.589342597526564
2005,172.0375475117243,10.207171451125742
2006,165.66749383633422,10.245219621344136
2007,176.92212458872905,9.8799486757418
2008,187.71143502684387,11.100128873861793
2009,169.41381161935823,9.942843610998493
2010,171.1583286884305,10.760549541368354
2011,167.08942416995546,11.582644886547481
2012,155.034906802313,10.75305180230705
2013,165.78339706675789,11.025752357670587
2014,168.83862060475192,11.746092196754136
2015,168.83862060475192,11.746092196754136
2016,168.83862060475192,11.746092196754136
2017,168.83862060475192,11.746092196754136
2018,168.83862060475192,11.746092196754136
2019,168.83862060475192,11.746092196754136
2020,168.83862060475192,11.746092196754136
2021,168.83862060475192,11.746092196754136
2022,168.83862060475192,11.746092196754136
2023,168.83862060475192,11.746092196754136
2024,168.83862060475192,11.746092196754136
2025,168.83862060475192,11.746092196754136
2026,168.83862060475192,11.746092196754136
2027,168.83862060475192,11.746092196754136
2028,168.83862060475192,11.746092196754136
2029,168.83862060475192,11.746092196754136
2030,168.83862060475192,11.746092196754136
2031,168.83862060475192,11.746092196754136
2032,168.83862060475192,11.746092196754136
2033,168.83862060475192,11.746092196754136
2034,168.83862060475192,11.746092196754136
2035,168.83862060475192,11.746092196754136
2036,168.83862060475192,11.746092196754136
2037,168.83862060475192,11.746092196754136
2038,168.83862060475192,11.746092196754136
2039,168.83862060475192,11.746092196754136
2040,168.83862060475192,11.746092196754136
2041,168.83862060475192,11.746092196754136
2042,168.83862060475192,11.746092196754136
2043,168.83862060475192,11.746092196754136
2044,168.83862060475192,11.746092196754136
2045,168.83862060475192,11.746092196754136
2046,168.83862060475192,11.746092196754136
2047,168.83862060475192,11.746092196754136
2048,168.83862060475192,11.746092196754136
2049,168.83862060475192,11.746092196754136
2050,168.83862060475192,11.746092196754136
2051,168.83862060475192,11.746092196754136
2052,168.83862060475192,11.746092196754136
2053,168.83862060475192,11.746092196754136
2054,168.83862060475192,11.746092196754136
2055,168.83862060475192,11.746092196754136
2056,168.83862060475192,11.746092196754136
2057,168.83862060475192,11.746092196754136
2058,168.83862060475192,11.746092196754136
2059,168.83862060475192,11.746092196754136
2060,168.83862060475192,11.746092196754136
2061,168.83862060475192,11.746092196754136
2062,168.83862060475192,11.746092196754136
2063,168.83862060475192,11.746092196754136
2064,168.83862060475192,11.746092196754136
2065,168.83862060475192,11.746092196754136
2066,168.83862060475192,11.746092196754136
2067,168.83862060475192,11.746092196754136
2068,168.83862060475192,11.746092196754136
2069,168.83862060475192,11.746092196754136
2070,168.83862060475192,11.746092196754136
2071,168.83862060475192,11.746092196754136
2072,168.83862060475192,11.746092196754136
2073,168.83862060475192,11.746092196754136
2074,168.83862060475192,11.746092196754136
2075,168.83862060475192,11.746092196754136
2076,168.83862060475192,11.746092196754136
2077,168.83862060475192,11.746092196754136
2078,168.83862060475192,11.746092196754136
2079,168.83862060475192,11.746092196754136
2080,168.83862060475192,11.746092196754136
2081,168.83862060475192,11.746092196754136
2082,168.83862060475192,11.746092196754136
2083,168.83862060475192,11.746092196754136
2084,168.83862060475192,11.746092196754136
2085,168.83862060475192,11.746092196754136
2086,168.83862060475192,11.746092196754136
2087,168.83862060475192,11.746092196754136
2088,168.83862060475192,11.746092196754136
2089,168.83862060475192,11.746092196754136
2090,168.83862060475192,11.746092196754136
2091,168.83862060475192,11.746092196754136
2092,168.83862060475192,11.746092196754136
2093,168.83862060475192,11.746092196754136
2094,168.83862060475192,11.746092196754136
2095,168.83862060475192,11.746092196754136
2096,168.83862060475192,11.746092196754136
2097,168.83862060475192,11.746092196754136
2098,168.83862060475192,11.746092196754136
2099,168.83862060475192,11.746092196754136
2100,168.83862060475192,11.746092196754136
2101,168.83862060475192,11.746092196754136
2102,168.83862060475192,11.746092196754136
2103,168.83862060475192,11.746092196754136
2104,168.83862060475192,11.746092196754136
2105,168.83862060475192,11.746092196754136
2106,168.83862060475192,11.746092196754136
2107,168.83862060475192,11.746092196754136
2108,168.83862060475192,11.746092196754136
2109,168.83862060475192,11.746092196754136
2110,168.83862060475192,11.746092196754136
2111,168.83862060475192,11.746092196754136
2112,168.83862060475192,11.746092196754136
2113,168.83862060475192,11.746092196754136
2114,168.83862060475192,11.746092196754136
2115,168.83862060475192,11.746092196754136
2116,168.83862060475192,11.746092196754136
2117,168.83862060475192,11.746092196754136
2118,168.83862060475192,11.746092196754136
2119,168.83862060475192,11.746092196754136
2120,168.83862060475192,11.746092196754136
2121,168.83862060475192,11.746092196754136
2122,168.83862060475192,11.746092196754136
2123,168.83862060475192,11.746092196754136
2124,168.83862060475192,11.746092196754136
2125,168.83862060475192,11.746092196754136
2126,168.83862060475192,11.746092196754136
2127,168.83862060475192,11.746092196754136
2128,168.83862060475192,11.746092196754136
2129,168.83862060475192,11.746092196754136
2130,168.83862060475192,11.746092196754136
2131,168.83862060475192,11.746092196754136
2132,168.83862060475192,11.746092196754136
2133,168.83862060475192,11.746092196754136
2134,168.83862060475192,11.746092196754136
2135,168.83862060475192,11.746092196754136
2136,168.83862060475192,11.746092196754136
2137,168.83862060475192,11.746092196754136
2138,168.83862060475192,11.746092196754136
2139,168.83862060475192,11.746092196754136
2140,168.83862060475192,11.746092196754136
2141,168.83862060475192,11.746092196754136
2142,168.83862060475192,11.746092196754136
2143,168.83862060475192,11.746092196754136
2144,168.83862060475192,11.746092196754136
2145,168.83862060475192,11.746092196754136
2146,168.83862060475192,11.746092196754136
2147,168.83862060475192,11.746092196754136
2148,168.83862060475192,11.746092196754136
2149,168.83862060475192,11.746092196754136
2150,168.83862060475192,11.746092196754136
2151,168.83862060475192,11.746092196754136
2152,168.83862060475192,11.746092196754136
2153,168.83862060475192,11.746092196754136
2154,168.83862060475192,11.746092196754136
2155,168.83862060475192,11.746092196754136
2156,168.83862060475192,11.746092196754136
2157,168.83862060475192,11.746092196754136
2158,168.83862060475192,11.746092196754136
2159,168.83862060475192,11.746092196754136
2160,168.83862060475192,11.746092196754136
2161,168.83862060475192,11.746092196754136
2162,168.83862060475192,11.746092196754136
2163,168.83862060475192,11.746092196754136
2164,168.83862060475192,11.746092196754136
2165,168.83862060475192,11.746092196754136
2166,168.83862060475192,11.746092196754136
2167,168.83862060475192,11.746092196754136
2168,168.83862060475192,11.746092196754136
2169,168.83862060475192,11.746092196754136
2170,168.83862060475192,11.746092196754136
2171,168.83862060475192,11.746092196754136
2172,168.83862060475192,11.746092196754136
2173,168.83862060475192,11.746092196754136
2174,168.83862060475192,11.746092196754136
2175,168.83862060475192,11.746092196754136
2176,168.83862060475192,11.746092196754136
2177,168.83862060475192,11.746092196754136
2178,168.83862060475192,11.746092196754136
2179,168.83862060475192,11.746092196754136
2180,168.83862060475192,11.746092196754136
2181,168.83862060475192,11.746092196754136
2182,168.83862060475192,11.746092196754136
2183,168.83862060475192,11.746092196754136
2184,168.83862060475192,11.746092196754136
2185,168.83862060475192,11.746092196754136
2186,168.83862060475192,11.746092196754136
2187,168.83862060475192,11.746092196754136
2188,168.83862060475192,11.746092196754136
2189,168.83862060475192,11.746092196754136
2190,168.83862060475192,11.746092196754136
2191,168.83862060475192,11.746092196754136
2192,168.83862060475192,11.746092196754136
2193,168.83862060475192,11.746092196754136
2194,168.83862060475192,11.746092196754136
2195,168.83862060475192,11.746092196754136
2196,168.83862060475192,11.746092196754136
2197,168.83862060475192,11.746092196754136
2198,168.83862060475192,11.746092196754136
2199,168.83862060475192,11.746092196754136
2200,168.83862060475192,11.746092196754136
2201,168.83862060475192,11.746092196754136
2202,168.83862060475192,11.746092196754136
2203,168.83862060475192,11.746092196754136
2204,168.83862060475192,11.746092196754136
2205,168.83862060475192,11.746092196754136
2206,168.83862060475192,11.746092196754136
2207,168.83862060475192,11.746092196754136
2208,168.83862060475192,11.746092196754136
2209,168.83862060475192,11.746092196754136
2210,168.83862060475192,11.746092196754136
2211,168.83862060475192,11.746092196754136
2212,168.83862060475192,11.746092196754136
2213,168.83862060475192,11.746092196754136
2214,168.83862060475192,11.746092196754136
2215,168.83862060475192,11.746092196754136
2216,168.83862060475192,11.746092196754136
2217,168.83862060475192,11.746092196754136
2218,168.83862060475192,11.746092196754136
2219,168.83862060475192,11.746092196754136
2220,168.83862060475192,11.746092196754136
2221,168.83862060475192,11.746092196754136
2222,168.83862060475192,11.746092196754136
2223,168.83862060475192,11.746092196754136
2224,168.83862060475192,11.746092196754136
2225,168.83862060475192,11.746092196754136
2226,168.83862060475192,11.746092196754136
2227,168.83862060475192,11.746092196754136
2228,168.83862060475192,11.746092196754136
2229,168.83862060475192,11.746092196754136
2230,168.83862060475192,11.746092196754136
2231,168.83862060475192,11.746092196754136
2232,168.83862060475192,11.746092196754136
2233,168.83862060475192,11.746092196754136
2234,168.83862060475192,11.746092196754136
2235,168.83862060475192,11.746092196754136
2236,168.83862060475192,11.746092196754136
2237,168.83862060475192,11.746092196754136
2238,168.83862060475192,11.746092196754136
2239,168.83862060475192,11.746092196754136
2240,168.83862060475192,11.746092196754136
2241,168.83862060475192,11.746092196754136
2242,168.83862060475192,11.746092196754136
2243,168.83862060475192,11.746092196754136
2244,168.83862060475192,11.746092196754136
2245,168.83862060475192,11.746092196754136
2246,168.83862060475192,11.746092196754136
2247,168.83862060475192,11.746092196754136
2248,168.83862060475192,11.746092196754136
2249,168.83862060475192,11.746092196754136
2250,168.83862060475192,11.746092196754136
2251,168.83862060475192,11.746092196754136
2252,168.83862060475192,11.746092196754136
2253,168.83862060475192,11.746092196754136
2254,168.83862060475192,11.746092196754136
2255,168.83862060475192,11.746092196754136
2256,168.83862060475192,11.746092196754136
2257,168.83862060475192,11.746092196754136
2258,168.83862060475192,11.746092196754136
2259,168.83862060475192,11.746092196754136
2260,168.83862060475192,11.746092196754136
2261,168.83862060475192,11.746092196754136
2262,168.83862060475192,11.746092196754136
2263,168.83862060475192,11.746092196754136
2264,168.83862060475192,11.746092196754136
2265,168.83862060475192,11.746092196754136
2266,168.83862060475192,11.746092196754136
2267,168.83862060475192,11.746092196754136
2268,168.83862060475192,11.746092196754136
2269,168.83862060475192,11.746092196754136
2270,168.83862060475192,11.746092196754136
2271,168.83862060475192,11.746092196754136
2272,168.83862060475192,11.746092196754136
2273,168.83862060475192,11.746092196754136
2274,168.83862060475192,11.746092196754136
2275,168.83862060475192,11.746092196754136
2276,168.83862060475192,11.746092196754136
2277,168.83862060475192,11.746092196754136
2278,168.83862060475192,11.746092196754136
2279,168.83862060475192,11.746092196754136
2280,168.83862060475192,11.746092196754136
2281,168.83862060475192,11.746092196754136
2282,168.83862060475192,11.746092196754136
2283,168.83862060475192,11.746092196754136
2284,168.83862060475192,11.746092196754136
2285,168.83862060475192,11.746092196754136
2286,168.83862060475192,11.746092196754136
2287,168.83862060475192,11.746092196754136
2288,168.83862060475192,11.746092196754136
2289,168.83862060475192,11.746092196754136
2290,168.83862060475192,11.746092196754136
2291,168.83862060475192,11.746092196754136
2292,168.83862060475192,11.746092196754136
2293,168.83862060475192,11.746092196754136
2294,168.83862060475192,11.746092196754136
2295,168.83862060475192,11.746092196754136
2296,168.83862060475192,11.746092196754136
2297,168.83862060475192,11.746092196754136
2298,168.83862060475192,11.746092196754136
2299,168.83862060475192,11.746092196754136
2300,168.83862060475192,11.746092196754136
2301,168.83862060475192,11.746092196754136
2302,168.83862060475192,11.746092196754136
2303,168.83862060475192,11.746092196754136
2304,168.83862060475192,11.746092196754136
2305,168.83862060475192,11.746092196754136
2306,168.83862060475192,11.746092196754136
2307,168.83862060475192,11.746092196754136
2308,168.83862060475192,11.746092196754136
2309,168.83862060475192,11.746092196754136
2310,168.83862060475192,11.746092196754136
2311,168.83862060475192,11.746092196754136
2312,168.83862060475192,11.746092196754136
2313,168.83862060475192,11.746092196754136
2314,168.83862060475192,11.746092196754136
2315,168.83862060475192,11.746092196754136
2316,168.83862060475192,11.746092196754136
2317,168.83862060475192,11.746092196754136
2318,168.83862060475192,11.746092196754136
2319,168.83862060475192,11.746092196754136
2320,168.83862060475192,11.746092196754136
2321,168.83862060475192,11.746092196754136
2322,168.83862060475192,11.746092196754136
2323,168.83862060475192,11.746092196754136
2324,168.83862060475192,11.746092196754136
2325,168.83862060475192,11.746092196754136
2326,168.83862060475192,11.746092196754136
2327,168.83862060475192,11.746092196754136
2328,168.83862060475192,11.746092196754136
2329,168.83862060475192,11.746092196754136
2330,168.83862060475192,11.746092196754136
2331,168.83862060475192,11.746092196754136
2332,168.83862060475192,11.746092196754136
2333,168.83862060475192,11.746092196754136
2334,168.83862060475192,11.746092196754136
2335,168.83862060475192,11.746092196754136
2336,168.83862060475192,11.746092196754136
2337,168.83862060475192,11.746092196754136
2338,168.83862060475192,11.746092196754136
2339,168.83862060475192,11.746092196754136
2340,168.83862060475192,11.746092196754136
2341,168.83862060475192,11.746092196754136
2342,168.83862060475192,11.746092196754136
2343,168.83862060475192,11.746092196754136
2344,168.83862060475192,11.746092196754136
2345,168.83862060475192,11.746092196754136
2346,168.83862060475192,11.746092196754136
2347,168.83862060475192,11.746092196754136
2348,168.83862060475192,11.746092196754136
2349,168.83862060475192,11.746092196754136
2350,168.83862060475192,11.746092196754136
2351,168.83862060475192,11.746092196754136
2352,168.83862060475192,11.746092196754136
2353,168.83862060475192,11.746092196754136
2354,168.83862060475192,11.746092196754136
2355,168.83862060475192,11.746092196754136
2356,168.83862060475192,11.746092196754136
2357,168.83862060475192,11.746092196754136
2358,168.83862060475192,11.746092196754136
2359,168.83862060475192,11.746092196754136
2360,168.83862060475192,11.746092196754136
2361,168.83862060475192,11.746092196754136
2362,168.83862060475192,11.746092196754136
2363,168.83862060475192,11.746092196754136
2364,168.83862060475192,11.746092196754136
2365,168.83862060475192,11.746092196754136
2366,168.83862060475192,11.746092196754136
2367,168.83862060475192,11.746092196754136
2368,168.83862060475192,11.746092196754136
2369,168.83862060475192,11.746092196754136
2370,168.83862060475192,11.746092196754136
2371,168.83862060475192,11.746092196754136
2372,168.83862060475192,11.746092196754136
2373,168.83862060475192,11.746092196754136
2374,168.83862060475192,11.746092196754136
2375,168.83862060475192,11.746092196754136
2376,168.83862060475192,11.746092196754136
2377,168.83862060475192,11.746092196754136
2378,168.83862060475192,11.746092196754136
2379,168.83862060475192,11.746092196754136
2380,168.83862060475192,11.746092196754136
2381,168.83862060475192,11.746092196754136
2382,168.83862060475192,11.746092196754136
2383,168.83862060475192,11.746092196754136
2384,168.83862060475192,11.746092196754136
2385,168.83862060475192,11.746092196754136
2386,168.83862060475192,11.746092196754136
2387,168.83862060475192,11.746092196754136
2388,168.83862060475192,11.746092196754136
2389,168.83862060475192,11.746092196754136
2390,168.83862060475192,11.746092196754136
2391,168.83862060475192,11.746092196754136
2392,168.83862060475192,11.746092196754136
2393,168.83862060475192,11.746092196754136
2394,168.83862060475192,11.746092196754136
2395,168.83862060475192,11.746092196754136
2396,168.83862060475192,11.746092196754136
2397,168.83862060475192,11.746092196754136
2398,168.83862060475192,11.746092196754136
2399,168.83862060475192,11.746092196754136
2400,168.83862060475192,11.746092196754136
2401,168.83862060475192,11.746092196754136
2402,168.83862060475192,11.746092196754136
2403,168.83862060475192,11.746092196754136
2404,168.83862060475192,11.746092196754136
2405,168.83862060475192,11.746092196754136
2406,168.83862060475192,11.746092196754136
2407,168.83862060475192,11.746092196754136
2408,168.83862060475192,11.746092196754136
2409,168.83862060475192,11.746092196754136
2410,168.83862060475192,11.746092196754136
2411,168.83862060475192,11.746092196754136
2412,168.83862060475192,11.746092196754136
2413,168.83862060475192,11.746092196754136
2414,168.83862060475192,11.746092196754136
2415,168.83862060475192,11.746092196754136
2416,168.83862060475192,11.746092196754136
2417,168.83862060475192,11.746092196754136
2418,168.83862060475192,11.746092196754136
2419,168.83862060475192,11.746092196754136
2420,168.83862060475192,11.746092196754136
2421,168.83862060475192,11.746092196754136
2422,168.83862060475192,11.746092196754136
2423,168.83862060475192,11.746092196754136
2424,168.83862060475192,11.746092196754136
2425,168.83862060475192,11.746092196754136
2426,168.83862060475192,11.746092196754136
2427,168.83862060475192,11.746092196754136
2428,168.83862060475192,11.746092196754136
2429,168.83862060475192,11.746092196754136
2430,168.83862060475192,11.746092196754136
2431,168.83862060475192,11.746092196754136
2432,168.83862060475192,11.746092196754136
2433,168.83862060475192,11.746092196754136
2434,168.83862060475192,11.746092196754136
2435,168.83862060475192,11.746092196754136
2436,168.83862060475192,11.746092196754136
2437,168.83862060475192,11.746092196754136
2438,168.83862060475192,11.746092196754136
2439,168.83862060475192,11.746092196754136
2440,168.83862060475192,11.746092196754136
2441,168.83862060475192,11.746092196754136
2442,168.83862060475192,11.746092196754136
2443,168.83862060475192,11.746092196754136
2444,168.83862060475192,11.746092196754136
2445,168.83862060475192,11.746092196754136
2446,168.83862060475192,11.746092196754136
2447,168.83862060475192,11.746092196754136
2448,168.83862060475192,11.746092196754136
2449,168.83862060475192,11.746092196754136
2450,168.83862060475192,11.746092196754136
2451,168.83862060475192,11.746092196754136
2452,168.83862060475192,11.746092196754136
2453,168.83862060475192,11.746092196754136
2454,168.83862060475192,11.746092196754136
2455,168.83862060475192,11.746092196754136
2456,168.83862060475192,11.746092196754136
2457,168.83862060475192,11.746092196754136
2458,168.83862060475192,11.746092196754136
2459,168.83862060475192,11.746092196754136
2460,168.83862060475192,11.746092196754136
2461,168.83862060475192,11.746092196754136
2462,168.83862060475192,11.746092196754136
2463,168.83862060475192,11.746092196754136
2464,168.83862060475192,11.746092196754136
2465,168.83862060475192,11.746092196754136
2466,168.83862060475192,11.746092196754136
2467,168.83862060475192,11.746092196754136
2468,168.83862060475192,11.746092196754136
2469,168.83862060475192,11.746092196754136
2470,168.83862060475192,11.746092196754136
2471,168.83862060475192,11.746092196754136
2472,168.83862060475192,11.746092196754136
2473,168.83862060475192,11.746092196754136
2474,168.83862060475192,11.746092196754136
2475,168.83862060475192,11.746092196754136
2476,168.83862060475192,11.746092196754136
2477,168.83862060475192,11.746092196754136
2478,168.83862060475192,11.746092196754136
2479,168.83862060475192,11.746092196754136
2480,168.83862060475192,11.746092196754136
2481,168.83862060475192,11.746092196754136
2482,168.83862060475192,11.746092196754136
2483,168.83862060475192,11.746092196754136
2484,168.83862060475192,11.746092196754136
2485,168.83862060475192,11.746092196754136
