,q4x,lamg,cmix,cdeep,gamma_2l,eff
7277,7.546278659845484,-1.9818728033030175,10.358598117728455,181.48451306945174,0.6547225914406362,0.9106566851611275
7496,9.168779487275783,-1.1543352790588703,8.03356158230699,72.09899058375736,0.6745262915417416,1.5481524885322415
7639,7.435587777977846,-1.781935393969258,7.717922731790948,209.4306894627434,0.5040278927731022,0.661386087279907
8071,9.306875476510895,-1.0887977196689764,8.321827502022474,186.34752473307378,0.5995674887628103,1.0737324736663134
8106,6.696538011677167,-1.4758159320651192,9.175948995840788,152.61022273727818,0.5831470518341348,1.0528795937132247
8489,7.593485523551769,-1.0219002302688978,8.602823999165198,137.27562027276372,0.5879558863687436,1.377155624597969
8785,7.623745818124469,-1.42723226479805,8.673158437010386,113.95701233603154,0.46532412003301393,0.645267721687212
9184,8.260608621368164,-1.05430613257458,8.216408429398554,100.68693647934029,0.6059948096306782,1.3932478507663302
9237,5.198176984210375,-1.2337734663656441,8.471480768233004,69.0447920615845,0.46929938666967297,0.29456052839714975
9501,7.821635130668896,-1.1738071785302582,5.766658464196418,86.55496612210561,0.9864318195258268,1.5379089413852172
10283,4.622788766344231,-1.064569941979476,7.056185832322785,42.09836465263481,0.5431059582314156,0.27681900681935734
10371,7.993141204221011,-1.1516984766436726,7.6635398566356185,64.54775242031035,0.5566347307998578,1.620686220477801
10437,8.979775383486356,-1.2791575949903637,9.45391018068967,86.24844313021427,0.4228579314394946,1.6525291630095797
10649,7.89649470849744,-1.0076286140046824,7.578394129630296,72.77320975725499,0.7487116672861035,2.3484673736602995
10976,7.367391767583661,-1.1502334148316065,8.685121153191309,77.85961134250441,0.5093523805510515,1.6121808224572758
11071,6.173741576515799,-1.2624787056506777,8.708098596988593,158.58968736772667,0.42899346199639454,0.9236036860273037
11242,8.907836767614468,-0.6860847617681257,5.799320019019762,133.26686204249222,0.9679484061632055,1.753759595773163
12162,7.432924897665702,-0.9189591902932599,8.082170408834935,113.72295564457659,0.480471033250897,0.938097243362611
12502,6.296215075521432,-1.5534084643874293,7.254371415213045,83.6452411308733,0.6307338274880037,0.2750500692720635
12835,6.239103469625345,-2.2751232221541757,5.534374316293527,114.57672044937435,0.9160771968586707,0.7906988091750559
13198,5.48735885405325,-1.471882005664651,8.824265074903282,110.82927760102217,0.5891298100077311,1.1042846027926594
13504,7.208983940814667,-1.3608370310848121,9.024696084998121,170.55382668292916,0.4321762294741887,0.7189659954409952
13828,9.44855330045127,-1.3520566594214491,9.32528197405414,228.01293830400488,0.7311453226889209,1.2886790448325836
14486,7.564124154988562,-2.02699634068378,7.350481243940901,121.98429840136083,0.7489701204410367,1.5080698076329588
14728,5.700910087368427,-1.4076522809593564,9.831413057663445,140.02809157435195,0.575452986869203,0.8642329204700436
14888,8.34514863561034,-1.5486168369914206,10.986074002687488,446.85068066700273,0.4428341224575514,0.46262355785817666
15289,7.166599205855555,-1.5448809356380528,8.643520091170219,407.7632159318274,0.6851453217322505,0.639729751088658
15401,8.042721844969272,-1.7230859763943087,8.442777246195268,240.414222299901,0.6539860595362542,0.7612388807130831
15585,7.611474339821947,-1.287191603804518,8.68350231305917,170.3511098846799,0.5842508325904066,1.4313971553496612
17114,8.14469013061438,-1.9191881280092693,9.830112471473047,188.9658560597968,0.554483695296428,1.0700262691196427
18539,8.467108946188583,-1.3778070819797381,7.18080917156002,99.96874394444478,0.731319489004316,1.659264368041517
18570,7.879231365539321,-1.5566293694672604,9.422471252791068,130.32383905514376,0.5030930250329698,0.7012343552886932
18897,8.257074526706452,-1.4712332087842424,7.5546614771009875,159.35824656751845,0.6549525889928609,1.5687055633730846
19901,9.16884078987386,-0.9016342136440445,8.523259197570304,73.44135250240221,0.7208691434748313,1.4323661936691596
19952,8.30915402509263,-1.5281788571680912,8.704071861701317,86.70612112206443,0.7837381423275916,1.3170504689710982
20001,7.795398830958158,-1.537038763339898,9.574923277677284,139.22997498289178,0.6556895477381788,0.7413191926298901
20452,5.628075533754692,-1.2753336713774366,8.51641959469816,174.97723620651152,0.6047533934298769,0.6399525873767982
20817,8.101969209756254,-0.8191372743216665,10.90234237693076,148.36938884924214,0.683274591724231,1.0126207673182503
20840,8.145470497778346,-1.5444217153063753,7.791819930070824,99.1435630342722,0.44925353480018826,1.044265019561208
21192,8.139013396732322,-0.9897388491760866,8.163484188973701,135.61016797694268,0.7645264043653868,1.5604492755225514
21333,8.168675912799396,-1.220152720985904,8.963960740208945,75.74582899490825,0.6037342763087626,1.7628827255093222
21585,10.05771154185924,-1.299333538016975,10.077465214918288,178.70904525846854,0.6134632701484469,1.1139856801766435
21771,7.307652205617922,-2.0247096785377026,9.350953212079064,449.0809237491041,0.5288252194223905,0.30766160341147347
22278,8.319721587258682,-1.4684179117337905,9.076134468581813,145.87849432161624,0.8522536229521309,1.1326434407796508
22775,8.771851138043184,-1.264699088540672,10.833509553128348,101.87262012622662,0.45486842971775004,0.9520670934403144
23101,7.419967703941088,-1.1640960357817598,4.832452685346287,78.48306063923721,0.8080997700752768,1.4681660748519736
23775,7.109731828371668,-1.2346630132375462,7.998229968421103,79.27656658370232,0.6229109757025906,1.5443399945804985
23989,8.074391604271588,-1.705240429833423,8.520328996055587,78.56248664692684,0.967372802614139,1.7134798973868894
24402,5.5457470835734455,-1.2774981901700755,7.1279527789246115,122.25187642300888,0.6573750909212512,0.785557110870445
24966,8.936526772375002,-0.786683988102349,9.820992144030155,216.57746271329842,0.6209085224776325,1.037828786169527
25264,10.147961171171204,-1.0163328386004205,10.034810474829015,86.57578091948758,0.5543144375371166,1.6681882536311423
25309,9.098355944093703,-0.8635265316215673,8.233817497379453,79.60905170090355,0.6406549890700258,2.0769921571474503
25659,8.452231602609551,-1.5433701400251973,6.880100911398851,131.56267665195764,0.7882762533711157,1.844737248831057
25882,7.516807987698298,-1.7330638471045596,7.462241966686026,380.4662808253936,0.761097885909592,0.8368919883626667
25996,7.964098849201576,-1.2024936741142134,7.929110776856533,173.098811960033,0.6399609509509794,1.084072139637153
26087,7.017443072273089,-1.4513311143475236,7.201048765308462,124.10652207039662,0.7562853379708308,0.8173334791587772
26167,8.307472426638975,-1.296440865613294,8.66169999245385,365.97344694457956,0.6014444981610689,1.2577765938841268
26288,8.189934555318716,-1.4205838098490893,8.253769067936902,133.43177125225907,0.6924548379843329,1.8628963743549998
26421,6.951957704694346,-1.7135754956318496,7.957266682344005,159.65519236675908,0.5078691281962727,1.7358686513138357
26948,8.076376584512145,-1.2165461485207376,7.988710146214854,88.83224746757733,0.5806128672877401,1.5955932534924948
27342,8.668529665967535,-1.6167708806318446,8.749409811080879,86.43622263211218,0.6883449833544197,0.9958892875053909
27389,6.8679924176052864,-1.2966421747340933,7.580996108979825,127.36812838863175,0.7514645747441099,1.592089786535287
27542,8.616194957992882,-1.0173456467158084,9.343089373807784,253.2618879552649,0.7212313978579887,0.9199247747580623
28181,10.477262434842704,-1.0797515803973725,10.112717645598803,183.72522325994572,0.6372851907012607,0.9665663837066758
28998,7.183763039415325,-1.255303911703384,8.11806766495787,73.50280462033851,0.6767466801203845,1.2902084873068724
29466,6.343533934101991,-1.3124052849177006,8.514379231029327,123.41525647946682,0.49869687592472645,1.2708923754987949
31080,7.29242709688659,-1.6163074149167302,7.5519887169044395,97.35006171579334,0.5845048418208569,1.051297726517676
31483,7.6139354266614045,-1.3666161797940009,8.714998108491375,137.4158036618112,0.5151067626943925,1.0207417337952114
31629,7.205677895598552,-1.4189391277240726,8.385198491330572,94.99001566009004,0.4625623139512872,0.9832620909750989
32705,8.93002637283257,-1.5800470994768767,8.163283035781678,145.15205889365856,0.6085248255192356,1.224252285667775
33005,7.703880174790849,-0.39795321365432634,7.061625855094064,166.2421688069929,0.7907739271518979,1.9730768925477362
33196,8.435154308692203,-0.8746014570145672,7.8116840040683515,209.56457679807892,0.8669125832154224,1.167439532277613
33385,8.066900158155125,-0.5032330792617721,7.868669824801389,150.17232888780092,0.6150101829501919,1.8539211865076277
33856,7.696847486575397,-0.5963627833613553,7.3174113308342665,85.13371717521704,0.6938953674861158,1.5849377661895776
34340,6.744659436809385,-0.3741045095691562,9.295230251679817,147.90636910922797,0.5097914915580543,1.43660618658516
34399,7.8474633526036675,-1.2927868833941791,7.918199254841483,130.75012255199402,0.7042083639521792,1.4138445548862628
34567,8.78783956193127,-1.027096145005532,5.362644648582806,103.88175943400243,0.7365145504999376,2.5888019982734893
34977,6.411056583312229,-1.4709386209960786,8.638687973984725,190.91357668185228,0.6114019633436004,1.050389114437021
35141,8.410807599011148,-1.2772637560056406,8.760688352947083,184.6377332499585,0.6712775473421565,1.8968936777625522
35235,8.59797038981322,-0.859223338187361,7.72277018495541,100.01243412018684,0.6960139895584083,1.24249629599902
35358,7.255179870047032,-1.1952436705023368,7.8837913800742125,468.5222351551797,0.5692601796333217,0.5950611265323718
35745,7.486752686746834,-1.264005555658806,8.727792904003019,101.65769039335993,0.7705628543365984,1.7595951484005166
35858,8.911218844163706,-1.9246464218256434,10.154957868665267,133.93471664505648,0.6666413392628074,1.1881547071342755
36071,7.02890432271261,-1.3901875546595983,8.263196009764568,171.58296725811687,0.4014026386501831,1.2796362336043323
36415,7.318672555644438,-1.563221676923575,10.7324157666343,204.1897652667115,0.5720468254204439,0.6249331935413356
36506,7.415257416993546,-1.6783339214176438,7.902267764570906,176.0200596516406,0.5888891787926065,0.8583535888272917
36588,5.897799805647752,-1.8754649812328343,8.20582699319017,102.30828466475334,0.6488455682498164,1.3189225306892962
37506,7.70741797792486,-1.4753300910373912,10.023120251754992,103.53588982902818,0.5302524405270445,0.4113319309331775
38145,7.601021773192562,-0.8853025117044129,7.405163633243298,135.94599389881347,0.5505485020354712,1.3898676938483945
38707,7.308995810123441,-0.961650886238242,9.201911699299934,155.84762395227867,0.32758953059359075,1.203952147979609
38749,8.727315345069284,-1.4787203883019497,6.781019595888381,106.48968174192822,0.8652627317492022,1.7021488611376585
38753,5.431025645411897,-1.292063956104824,5.960229131586784,71.8195887937839,0.7705927711324227,0.9994857993838605
39504,7.524824236575784,-2.172565879133023,9.408198454806648,120.49015105142138,0.5364114228957727,0.33099083194422413
39520,6.3276773693693915,-1.7723555824827535,8.567000244248817,133.70408174457532,0.4556921626714766,0.8447195315728157
40792,8.055787618649992,-1.8158229560532857,8.735360907165626,193.3993995851946,0.6917692782528723,1.0243580891111341
41259,7.6570800415636935,-1.4199809726666313,8.35453404080471,101.07581196438608,0.5976126222442422,1.7919662480180856
43155,7.6238627294799075,-1.4105449190851578,7.719917569587187,127.70739756919389,0.6805428259798566,1.5199481739499219
43830,7.824350940470366,-1.683063067546235,8.310589836057131,127.53918350544565,0.6243609020542689,0.6729840738010442
43884,6.740168071836622,-1.502401960122473,8.602766495751341,153.3288303523883,0.5891844479693297,1.2589846004995824
43920,8.109783427193408,-1.401258540182109,6.983051282799532,56.76617690471306,0.7200973297518338,1.2029963169395128
44347,6.665796669411877,-1.7839056948778318,8.23574038120898,101.86559831803216,0.6221774187340839,1.0714047516112044
44717,7.13039663861505,-1.5590102764318237,7.438246218995323,74.67604683771393,0.6157904747021999,1.363671054159652
44758,10.792490304336248,-1.1643442785007903,8.489331228987032,55.30126838093745,0.8394044708471203,1.9824561150562507
45556,8.768901906561878,-1.9598367952930302,9.776956824936436,157.0310003745002,0.6461954461468231,0.83014110976303
45831,6.807944445366014,-0.9507526273806548,9.499773997623517,406.87383640249635,0.5699973602463232,0.6137489671773178
45876,6.446738209816879,-1.785052776981574,9.952812581026041,358.4194126748462,0.5347116249778309,0.053527447019925845
46047,9.270868521165486,-1.8261411355389305,9.194367823982553,123.17248439230116,0.6904152862786227,1.5447048492959068
46547,8.720972219369578,-1.7273361681933377,9.441438863549722,220.42499125769996,0.6158634453500963,1.249863725421869
46699,8.295401961198401,-1.6068444245060114,10.731551418430676,174.41918229931557,0.5949149512165938,0.8900032956657811
47059,8.204531036267763,-1.5118598715770757,8.173107900482114,172.5396925160107,0.551290083235367,1.2481917769079043
47503,8.722257224403075,-1.7992494716550225,6.651266293249356,137.04310003916945,0.8177633732299594,1.1676582454992863
47849,8.144208490312824,-1.0584530511352002,7.302508399204653,110.61107369616431,0.8820734047409831,1.075627313337597
48054,6.4671177179148875,-1.5704137978520052,8.229704620639945,110.05952038671245,0.6101504885683705,1.2346965563344034
48274,8.17665215861903,-1.5664304781724108,9.042026213821647,70.44905515129781,0.6931318588824351,1.193021263793069
48463,5.579717385823714,-1.5459720400367312,6.664985623880632,91.47024982566182,0.7775364488151798,0.9947668826584706
48535,8.44786846916293,-1.315446159136795,8.480442727774221,151.89665033261366,0.6011502375208118,1.3081865724349089
48710,8.557590592471868,-1.2306794464268962,8.5376271201411,190.58348804407885,0.7558269614453222,0.8120822720056893
49580,7.927508878071409,-1.5338130626197795,8.940813036535964,201.0243572072735,0.6281558893955662,0.8766274067571949
49795,10.670818039347632,-1.1132245666394893,7.68073281789561,104.66406502752045,0.9166432783854149,1.8066673052827384
50518,7.168239628831876,-1.7629442212395003,7.876217477677258,175.15625757158435,0.482520083718624,0.5499378364084873
51211,9.198414436039643,-1.6915793741942324,11.700239930962711,275.8342484284992,0.7091897248492124,0.9753743187726055
51537,8.337094320336575,-1.476686162353676,10.468214071490033,95.07785735716263,0.3634829689646781,0.6281184478724533
52329,7.944871889466927,-1.3023622331628275,8.713054962838465,426.9613375489726,0.6355243353722055,1.0281267655258195
53393,8.397943929792278,-1.576428492288921,8.690639284902169,66.6837314275011,0.7435492910288944,1.2001896453673762
54404,7.629938750948598,-1.169236794184954,8.851227847048243,137.56983473777115,0.5527152714707739,1.5985483560380467
54503,9.728424468640744,-1.2029823596072042,4.59728677332236,235.343968811523,0.9378836598703566,3.215582363368057
54560,7.758315417492783,-1.1410506191702703,5.100111336003763,88.71477070732497,0.9393484114433593,1.6671057580875805
55017,8.146396825335103,-1.2764294245808891,9.040771549438261,177.23351317860136,0.6126725010794167,1.3600388042734073
56092,7.431066451913466,-1.64050675714508,7.784033717304893,103.99767420140229,0.6484427305429418,1.065696078750362
56991,8.358736417405511,-1.178876999734476,8.498648581394006,99.51983934648408,0.6667775241515236,1.5541671359671805
57656,8.017617932868726,-1.5039366798714568,8.761370162191595,122.56267154284123,0.7425385714934193,1.4298439516358392
57772,8.204158169331798,-0.9564584891811375,6.711410389159622,121.90278401507385,0.6695341797075473,1.6065614661758931
57839,8.500942956133757,-1.0855725474187792,7.485610172486533,117.53965012301103,0.6283626200539799,1.6287385199588686
57856,7.744223585585624,-0.9565736324218055,6.802509275498357,140.9454724288554,0.7460706588077829,1.2940976036974245
58195,8.431968660781274,-1.7139541153149365,8.707236519061842,151.28466991742022,0.8725226710396264,1.4827661207404972
58200,7.031595475234907,-1.539132169525074,8.037319664129713,168.10595761298148,0.5522456241322348,0.7058123629932188
58354,10.130476511776592,-1.3186411920138865,9.415487411443848,202.33255662681785,0.7729874811252927,1.1840822069996664
59053,7.8987128469564265,-1.3753443387419224,8.031734334769082,60.963786481844885,0.5351904787371445,1.2124992572960351
59775,7.778390646588789,-1.5160248354170003,7.985152780705011,84.0128424784205,0.631967698265062,1.168968471287914
61135,6.8161091899378645,-1.634735563704823,7.524109017745967,166.69535167742606,0.7490089219585301,1.5344573059480024
61814,8.456127597928727,-0.838218954386957,7.744418156838164,81.88305263543691,0.7462959959548197,1.3551338053803699
62007,8.417097538297192,-1.4025570887142986,9.669628274192778,135.69778240577233,0.6409313259311904,1.6241112832665525
63125,6.369590201413347,-1.7829188494152022,9.402146569117567,289.1203858237967,0.6059526923211612,0.5761963491783991
63130,7.56444882693644,-1.028802034640188,6.7938575541640445,72.4420030128604,0.8691811905621396,1.1312557418406328
64497,7.862733899218808,-1.8687042898907167,6.440396471975452,118.46180816716634,0.8075815740429413,1.1932925313560478
65115,6.7679716257195865,-1.1468336599032025,8.794661959677867,117.16111347395103,0.5637765052914024,1.239198158479842
65879,5.529707021643413,-1.1926683768848285,6.62209201743121,57.342900497443594,0.609384063033252,1.4679965839220999
66055,9.152968230632126,-1.6947085214420001,7.101284697183822,163.35431222921338,0.8591192491690078,1.4936612653526418
66328,8.268002543472674,-1.0146485027379715,8.478179938486075,214.43793623868942,0.6358316127826092,0.9628035377828363
66524,7.8211499704618355,-0.9499326075987018,7.8859126580757,74.47847098643558,0.8860208735348818,1.960484153891645
66864,7.255700850417522,-1.3935728865067327,8.535394634791913,439.32260659277176,0.5514195519555312,0.6774986891320542
66927,8.96959406524596,-1.2631560490000349,9.849724917877035,32.984134443416735,0.47157320708266953,1.1645212635155484
67219,5.904202286192829,-1.5138469383031516,9.016611222883407,133.37577414411118,0.46879009005556815,1.3292039982796109
67235,10.499681982662581,-1.5874553775262257,8.021933984496462,75.63923560876655,0.8310041758808243,2.098729999982001
67553,7.34741522850932,-1.815301723342323,7.807985180390418,112.33536099641421,0.6245069551255272,1.2315211774884804
68934,8.499173885650059,-0.9626005715122525,7.849631296734524,142.25981915728482,0.6596059986105788,1.8809172751308152
69174,7.361629391795617,-1.7801724715551732,8.347777187845475,370.9123288270722,0.6894615893991738,0.5214215395873462
69792,7.70106353144475,-1.5625558276754912,9.113823438243601,393.7486879910157,0.5274154859866651,0.6909264469082096
71182,8.210426927146663,-1.7175404281460283,9.025761498816504,176.41464808564558,0.7321779904567394,1.573402930408428
71589,9.926692939658038,-1.3199736787896812,5.682527284871668,69.0966728215391,0.8450391093666263,2.6072920480789827
71861,7.217587459856158,-1.6795753226190822,8.32587700662675,93.3903021593457,0.7916620453039821,1.2186154317468287
72281,9.446881835163557,-0.6739592135663304,5.44843391792239,80.52863340131694,0.8292433096683358,1.5864938081009432
72538,6.475744840175096,-1.1482012808679625,6.285729118218901,88.02390304481018,0.6073042687774011,1.6870557104551658
74058,7.987799627641678,-0.9672053927830011,7.716609033162682,73.26566149378513,0.5091737591145128,1.26439977888183
74529,8.562161974889632,-0.8774768271337903,7.264436749578344,54.51297301801075,0.7520888212642368,1.6673030179569137
74551,7.003914656100468,-1.612188119868176,8.181160021680213,79.55312590475346,0.5403385011820996,0.6997836723812986
74596,6.988551720672844,-1.5437825711736957,9.087437075694867,123.22233716359395,0.5901247798471072,1.5463960528829255
74817,8.989455022080934,-0.9437538208580827,10.002319449805022,122.76521521205024,0.47956477053066987,1.2426657097221938
75848,5.2639036182823595,-0.8764999547854029,8.193549044614553,122.36325173485405,0.5868196357072399,1.2643189429192312
75980,8.127686042045934,-0.9769331623507271,8.597777280259555,192.41359235368608,0.5007190011631243,1.3070401791256587
76795,5.035365308363105,-1.0591016042656103,9.281156962811615,101.30252877679854,0.5993140961007508,1.1171563611019772
76807,6.568356294009006,-1.496447453979574,9.086881479418237,377.72111014562637,0.5399696852088924,0.8801442498775985
77144,7.682257901425118,-0.8800645360102708,6.915708589896762,74.97116805307982,0.5749458661885811,1.8207365168840342
77325,6.773689779317248,-1.1919706668011605,8.945498684346433,161.3266039494199,0.5588992340366351,1.326389071959172
78079,7.8728981120877295,-0.7463034916697848,7.076077257545128,96.02031701227489,0.6721852993663185,1.6348543641657913
78177,7.394312187277751,-1.628957111032558,9.227139095425622,142.80328544576602,0.5017759312012108,1.0659871534333352
78281,7.3813302626254735,-0.8227784133293419,9.747747407575002,71.36337630825912,0.5672415706223487,1.3358979597968386
78538,6.715131553980157,-1.2454350175319102,8.04825291105623,119.69055873192355,0.6411574396617389,1.8592255448438668
79645,7.473187875620144,-1.1454604339242298,8.730809678919341,132.95253193979647,0.5933948176360792,1.0036364300799168
79871,7.897494586805103,-1.6978676966227968,9.263629641830217,136.0203937719565,0.5896209928429911,0.7930099085464994
79899,8.550002717096326,-1.2419219407436863,8.581791276379535,107.21248406920003,0.6726258416622645,1.4434264555794398
80430,9.874605003929902,-0.6484407496537907,6.495938303493306,175.8260206569077,0.794215728857429,3.092701225313622
80453,7.549036274233494,-1.5581556550716193,8.637844399586648,60.27908438080746,0.42109764820092876,1.2664352987682521
80640,8.795453718638534,-0.9835994914671837,8.468920602305852,124.33929783583238,0.6258527937893676,1.8241925262155052
81213,8.66347957259624,-1.28304071313772,8.449872183852259,123.1436872722978,0.6052185337434414,1.8581351943461892
81643,9.002374303177616,-0.785672692102076,6.651103904862864,114.47111021211096,0.743017727475714,1.4530071397478665
82421,8.112282489233047,-1.6337973185405108,7.138040470400344,103.69193861025626,0.6456134030407029,1.803121187775393
82475,8.339797293795336,-1.9359723503373578,8.766618056652057,147.81114663389894,0.6992167379711052,1.2461176668725897
82721,7.186180371458591,-1.8720714814977266,8.61038997144503,98.87755043667319,0.8397465737980251,1.4632372820326598
82789,7.225379678173031,-1.4268037540723706,8.129613064317788,125.10811875285589,0.7390827796729352,1.3599136283335158
83132,7.2623557577044675,-1.4451358155549112,7.783944758736009,108.3722106080715,0.559632028266727,1.3231117037685782
83838,9.026123856054404,-1.428025217876772,7.714879759559161,83.18075527870457,0.9121205140355023,1.9927305808112026
84183,7.241158174100057,-1.4264691665924918,8.10493612004919,56.16159966644438,0.6617261136924242,1.3294708578222443
84593,8.59807852805664,-1.409972989038571,10.619678906130314,185.9843357112576,0.6095056612826255,1.2030652617062414
85419,7.554054976147777,-1.6293741088215048,7.192154562166499,176.06411800181758,0.6605657039608908,1.151145100934087
85511,8.887138752947628,-1.4646816277551604,8.39557907348718,123.93348286464233,0.6156485263821331,1.6555364901368372
85545,9.452061807877335,-0.9143040755309202,6.530910289714881,76.81590375474507,0.7171263520770308,1.9888696301221944
85959,7.956350588128972,-0.6422526841340759,7.129953830879578,121.35621216105663,0.6888342833613833,1.9081655076276076
86130,7.312441421640038,-1.2687680670422425,8.320107426910816,387.6379330006222,0.5808160685805771,0.907492052392102
86137,7.9676108839550395,-1.3559827254625265,10.184948952139969,121.44054410573906,0.5674445566991269,1.0363995487480808
87280,8.728047051372483,-1.880545430871184,8.116579395243496,96.76984695163384,0.7385888234168081,1.7534515452127584
87823,10.246346499255091,-0.8090516746445604,10.041498592478185,69.71526893984336,0.49751100294075923,1.8181842777031
88143,6.752625017130801,-1.4291564412408502,8.44244696289353,116.43135418360431,0.8084248848763079,0.849519287844515
88147,8.280852566935256,-1.2900557339108965,7.991403960856702,99.04746766642602,0.48469405168670476,1.2576618549755403
88187,7.195401523732165,-2.297413185424738,8.237366315272078,183.04734727714234,0.4939137061253018,0.45252454685012855
89230,9.01527190331989,-0.9683431979876418,8.797705064439597,85.90423747891346,0.4492368723107814,1.6220784700743591
89814,7.126469119130009,-1.5984530133734491,8.308278955012732,131.14276883822745,0.6792360531380089,1.3256882950203126
89886,7.357883336987429,-2.009014107854936,8.998673985807246,111.59201655379269,0.5879674423774347,1.5513271001410396
90085,7.528950590307146,-1.4887960452156932,9.752299425175423,64.70047347859035,0.45418280496068386,1.1705063685773567
90161,8.35093893993267,-1.156879211092797,9.12626654677891,135.05616272544606,0.484685760587759,0.706771277879619
90405,8.086860358579706,-1.587160813631927,6.146596759541534,146.98555520334983,0.6944305867528131,1.3719540155922727
90447,6.642909750172545,-1.1253299934218908,9.556558467185795,73.55123012259517,0.5222112407075078,1.1820498033868345
90518,8.725768899978616,-0.8456961607915376,6.881846270263448,106.5078941662369,0.8228637891033483,1.4226630652915302
90953,6.874131335333884,-1.2521116670576804,8.496686272939593,165.02758970835498,0.6049962096317321,0.4857800537145226
90967,8.321651159306484,-1.2528456625653115,6.316170734513344,101.34518423063932,0.7693079036901713,2.176830503474077
91267,7.816680418081818,-1.2679824406517426,8.308657187663016,158.8803554020671,0.5872149493888422,1.3949707706141998
91681,8.015344000357333,-1.4559758481073768,8.596709667549597,114.41328743978319,0.5586242981697396,1.5990341154989989
92077,8.32894775302585,-1.4542929312882447,9.15504675283924,150.81318560751882,0.48039554102330134,0.9591248854531625
92429,6.041818253318707,-1.9810777286530852,7.985968223915123,125.61655705368386,0.6245526924193202,0.6307972596344824
92700,8.500240937367302,-1.4854323183198161,7.632256494030595,176.24138339969636,0.8280733793867555,1.1423533756221473
92848,7.628658454463507,-1.684636685997776,8.212921293956585,70.5469972499684,0.5154634113744025,1.4164300012632955
92942,6.239673732826842,-1.2053271825430572,7.386069503976627,195.31753764812882,0.4690420497753909,0.5794618548368317
93897,6.813099208240521,-1.2484334401998094,8.460800490122827,68.29510289971839,0.7710526170572032,0.8081626938087989
94371,7.715430412556241,-1.8669039288568061,8.418604828280452,126.20160400164959,0.6821994220770573,1.3838682839304166
95555,8.702884668794958,-1.7694467503145894,9.3728897124643,121.75836060507547,0.6630346761299745,1.296344232147272
95710,7.324062016917344,-1.327429657156717,7.8178752915683045,119.45512636131251,0.7203834119300782,1.6845479320082477
95965,7.180848552832734,-2.1607395824815887,8.104542853079229,92.54180796058347,0.6492519809307008,1.6476729581406977
96110,8.40722294258857,-1.6876879889871523,8.739161514937239,95.6966109586014,0.8501942366722969,1.6723481978167738
96530,8.042507098911555,-1.9315340946068043,8.199696922188394,93.43520238077191,0.6687973273693407,1.5188836869937827
