year,CanESM5,E3SM,GFDL-ESM4,GFDL-CM4,GISS-E2-1-G,HadGEM3-GC31-LL,IPSL-CM6A-LR,MIROC6,MRI-ESM2-0,NorESM2-LM,UKESM1-0-LL
1774,0.10759194488660187,0.1300371789977794,0.08363288549198383,0.034663408891296425,0.17486892469473425,0.0570074379163842,0.016144476832356914,0.0992056121185552,0.06251240591837913,0.056653844802494635,0.05194785133560896
1775,0.11823570266100626,0.14284909922841563,0.0964045142096017,0.038049212035545246,0.19986842621945033,0.06101292871938098,0.014686839388413147,0.1105231990838658,0.06804026889274215,0.06145952201436626,0.053638793701555276
1776,0.12669041850034274,0.1529562873907436,0.10341557309721205,0.04012068899104677,0.21601220644754832,0.06429817266350432,0.015481650783700012,0.11883795765363203,0.07244731352665254,0.0654859315419763,0.05511028401707159
1777,0.11478821111025911,0.13874652494188872,0.09424225923676849,0.03728223769887975,0.19428409686723405,0.05955476410776606,0.013922428262555542,0.10732544089856755,0.06620716718818419,0.059747838885410784,0.05279191171320219
1778,0.10613852720967797,0.12831142298865056,0.0860762333229807,0.03490839035315823,0.176822450052711,0.056117421078598816,0.013671842696117686,0.09861304806072833,0.06163120053576426,0.055629586010212805,0.05111802703541121
1779,0.11674125529267047,0.14104567891513722,0.09553227811775097,0.037752472232204716,0.1974809516294463,0.060410199665964996,0.014300754190791937,0.10912359820140083,0.06724443038097398,0.06070820527418761,0.0533544918951273
1780,0.10227276958084772,0.12348357007673104,0.07997656367821335,0.03352292857955899,0.16575338400111805,0.054894813065525766,0.015036680817668124,0.09403478867752814,0.059631570583925195,0.053958792188087815,0.05105601973209227
1781,0.10954693017520906,0.13246598221635492,0.08962109431861846,0.03587843160260874,0.18414726883473417,0.05742018844119898,0.013585890169597692,0.10215269829723791,0.06343430335745856,0.057237556801756094,0.05165279915959883
1782,0.11347692496373675,0.13715539518495382,0.09162231594175159,0.03668946221075911,0.18986395378986398,0.0591475734766394,0.014765372848118803,0.10568908042669586,0.0655547430899129,0.059244446072948036,0.05273804458198011
1783,0.1173116230110599,0.14181946209330698,0.09562827492721745,0.03774961296616568,0.1982360563155019,0.06055463885307566,0.014645669096072669,0.10969463210691516,0.06755768195166081,0.06103174943471649,0.05321282500268659
1784,0.13151543806984115,0.1587500477459363,0.11228621003505784,0.04214070528945804,0.23144227331910902,0.06579702748202021,0.01282954442255446,0.12468152477854455,0.07482349180291865,0.06736154497346963,0.05530724640656786
1785,0.11257647898331027,0.13610794536488907,0.09110637264805643,0.03647273634282353,0.1885188387815499,0.05872788291597145,0.014546760508864179,0.10489240506580347,0.06507295847180539,0.05879586035257339,0.05241825767085632
1786,0.12209234650502435,0.14765308756166298,0.10265608300246984,0.03939763963815536,0.21133211159645587,0.062115476653754144,0.013201477933836046,0.11516702103884284,0.06998754653850972,0.0630782170555453,0.05344972859545388
1787,0.1128182770086574,0.1365259647226828,0.09362276958735803,0.03683957431627893,0.19209371131631814,0.058520897779842394,0.013156363345973364,0.10576592078356782,0.06514257650923744,0.058736382374771204,0.051815873739283785
1788,0.08931827912789457,0.10774364362625333,0.07020752703211786,0.030218354371458853,0.14331602480103012,0.04925574362440005,0.012983205719665696,0.08160374062781285,0.0525410526621994,0.047433523941741544,0.04760577692594896
1789,0.10198643558004113,0.12338425645606549,0.08207315732237228,0.03364824972412898,0.16856516421596074,0.05431988344744395,0.01364358989569996,0.09452097441176939,0.05941944536559136,0.053660430994799266,0.04993270086351283
1790,0.09989429865751734,0.12081248859745532,0.08021015183527037,0.033105533496091265,0.16448926541056905,0.05348970018010437,0.013481154966807836,0.09240923610216209,0.05829063121024466,0.05263278103975664,0.049560909543321284
1791,0.11604099603728188,0.14052927105111163,0.09678336531013534,0.03762863474742327,0.1989912525540882,0.05962920665722547,0.013233574980077245,0.1091692421190782,0.06683853818279444,0.060275220318257425,0.051993363174490485
1792,0.12226318286341933,0.14804285027100153,0.10365587692979597,0.03943512264104395,0.21304571156193391,0.061907151988676225,0.01276794157368879,0.11571363020241414,0.07006086275907455,0.06312129396853777,0.05279843619561887
1793,0.1212819143699416,0.14683783847608187,0.10154028324975205,0.03898288917097526,0.20949638504690676,0.06164089185901726,0.013491245992835903,0.11443547367026002,0.06958022185843041,0.06275813583799172,0.05284550719994449
1794,0.09554124100141267,0.11563977234349895,0.0748029283946952,0.031545344458909864,0.15437412804579714,0.051649133910989936,0.014218477160911366,0.08786682523067794,0.05598811449431215,0.050659658711651526,0.04836616356891325
1795,0.10586060293678115,0.12825282576579242,0.08692868937617658,0.034793484130997115,0.17810808633872607,0.055605828622256714,0.013098328577092902,0.09886114352891903,0.061463513349107074,0.05545309659500888,0.05005953611491264
1796,0.11561026158308182,0.14007572040013555,0.09453977136163866,0.03712599697299482,0.19591564343754592,0.05950477276708014,0.014432982587360263,0.108402010782126,0.06666407564587584,0.06024262663456302,0.05189699884001037
1797,0.10340379197622625,0.12537151019936366,0.08514186720986869,0.03412285186654402,0.1740049205366111,0.05446369952382073,0.012727364008547903,0.09660135515208443,0.060140188183953315,0.05424399189921366,0.049189025203382905
1798,0.09613500249356913,0.1165618730942828,0.07805919660995889,0.03201362603926663,0.15928324638727037,0.051462793195167326,0.012619819778273571,0.08926359570013082,0.056235617468940194,0.05074740205310192,0.047538659677264575
1799,0.09964379586178335,0.12086909155557304,0.07997030336030181,0.03273404858083436,0.16452855880318923,0.0529783780920943,0.01366939813170723,0.09252001710982216,0.05817480685736491,0.052584718889662374,0.048389370420511786
1800,0.09197400691784469,0.11152281932227368,0.07113636275351062,0.030281862275364158,0.14727824570294773,0.04991979422443738,0.014395924262229031,0.08444701354892271,0.05407477035299758,0.048992158025338274,0.04685673028874227
1801,0.098260450657233,0.11927629758384191,0.07964727133841171,0.03243971769531173,0.16315870448655492,0.05223338118732465,0.013036953112269468,0.09143584977202748,0.05740414705605699,0.051844402817203344,0.047684028179149976
1802,0.0972184684342672,0.11827500097869378,0.07741627978296056,0.0317085356195425,0.15989490267104273,0.051598702967448465,0.013942259374336446,0.09037785910011123,0.05689504836226265,0.051504194319603444,0.04679107047080767
1803,0.1066101799231518,0.1296382820816375,0.08695401183876353,0.034477344869930926,0.1795015163172228,0.05540432855288223,0.01381718516081121,0.099953344142325,0.06190432300301721,0.05596680843369367,0.04878865653191484
1804,0.11172382966018357,0.13595093059024194,0.09542535001297828,0.03641248531335533,0.19464942523347806,0.057026969302782324,0.011709793806372909,0.10604664975784946,0.0645169032495101,0.058114181537578295,0.04894271645087809
1805,0.0965284585915265,0.11738983194869503,0.07763098000065413,0.03169981289064392,0.15955929373475905,0.05129732605558831,0.013336436139956232,0.08983071590545139,0.05649292236080662,0.051081994213604875,0.046663273599794025
1806,0.1013292692153468,0.12335606947807468,0.08478597136638369,0.033402024144563724,0.17265680279956214,0.05292798617283875,0.011899534888794402,0.09537448896414243,0.05900512583941024,0.05320152139901114,0.046993367512365
1807,0.09493394691802337,0.11559164704831318,0.07843362503437233,0.03152319417331709,0.15955278028668468,0.05029198369189814,0.011872979666341854,0.08888561836227903,0.0555648796520163,0.05012724108049579,0.04555264675834323
1808,0.0729946645181864,0.0880491440172584,0.05617026582982153,0.025300160290998856,0.11390052017721301,0.041588673805794354,0.011524996608670447,0.06591914193092849,0.0434671592784817,0.039244453398812204,0.041831616374358185
1809,0.08349459352441971,0.10130307892705381,0.06591167573846093,0.02815380598008623,0.13443636320916966,0.04589169172052415,0.012331138908770621,0.07671614071734469,0.049343927766489756,0.044589978169527936,0.04384493555320258
1810,0.08025760994703175,0.09729432597931058,0.06292781973587257,0.027233239320276964,0.12818656862330596,0.04450878346364613,0.01211514393084015,0.0734552820271334,0.04754741554016148,0.04296465640857834,0.04305704824733875
1811,0.09201560816555701,0.11207175378272743,0.07610094605547255,0.030724742525530563,0.15438060986178204,0.04898833998209642,0.011507419918562262,0.08608682382721945,0.0539672229597359,0.04866991550434022,0.044680771519591246
1812,0.10127103547883592,0.12356269260855195,0.0859614141289928,0.033368439573891504,0.17452566080530357,0.05249728220210759,0.011258518695217868,0.0958682943851468,0.05895072565653285,0.05311975822184726,0.045970905286405156
1813,0.09639880614346405,0.1175710270108902,0.08003158814945453,0.03181709060830413,0.16302083940427803,0.05066721489084519,0.01189687746330493,0.09060176793010488,0.056362398972898214,0.05086177345835277,0.04526660881896262
1814,0.07262376223425997,0.08795785442739476,0.05465885258250252,0.024710422545831816,0.11215120997640586,0.0411445552537382,0.012452530869256299,0.06563617668769481,0.04333046293932321,0.03924714821529522,0.04084768616348211
1815,0.08058890708479739,0.0980297901874853,0.06498890570948035,0.027358872058847628,0.131527999021415,0.04414790270163241,0.011186665822452965,0.07450443139171066,0.047692684822593645,0.043038629284947935,0.04190989330920367
1816,0.08350021285209142,0.10190075311985072,0.06686105923760348,0.02783757728529787,0.13647439717427562,0.04517319684323131,0.012046557441492994,0.0775152585432739,0.049354298315616246,0.04463166937989885,0.04194809210375444
1817,0.07863550340998059,0.09587089347821229,0.06404432855599201,0.02673052705724166,0.1292240219393922,0.042948899209587055,0.010647084829707646,0.07298880754015392,0.046592796567730216,0.042031543525682696,0.04051285647094483
1818,0.06658601968444607,0.08067403555070378,0.05187246096646368,0.023187016079122158,0.10460561152969441,0.03793799781158302,0.010351347229787493,0.06044554435486375,0.039828714833851815,0.03594986235027698,0.03798396308676584
1819,0.07342534580957359,0.08930654891719583,0.057867914865813275,0.025069543706329085,0.11733795449856184,0.04089935591465411,0.011114137187033777,0.067345863699796,0.04371719498116722,0.03950023253804137,0.03963934748828521
1820,0.06294924678401723,0.07601970000124544,0.04545696819036402,0.02169491547286969,0.0936158373154787,0.03670227286747636,0.01198289959656134,0.05598856055566678,0.03786570079170622,0.03434374969103834,0.037756576897128365
1821,0.0661566618363286,0.08016423041664525,0.051189305046254616,0.02299256051760559,0.10345222920474395,0.037744996476728354,0.010518052055512143,0.05997391869289686,0.03959778316236147,0.03576237065404709,0.03783320248962134
1822,0.06846772334393707,0.08320449357171891,0.051507358377251136,0.023266754901642435,0.1056657965639611,0.03879436940750708,0.011943244831525677,0.062025491499674575,0.04099210234905144,0.0371553602233049,0.03836050158540499
1823,0.07722560035580063,0.09447751742684288,0.06181981196393635,0.025889387352519208,0.12579183764463212,0.04204186590424244,0.011338422777165364,0.07170606584702449,0.045864656663184206,0.04148279580825811,0.039254629033262316
1824,0.07885105354544343,0.0965794507595519,0.06695336756966874,0.026887833675386292,0.13372975745723792,0.042329628913816704,0.00916099131248733,0.07425148482219301,0.046648095580807916,0.04198378260207385,0.03885073416362768
1825,0.06681352952382459,0.08145825225596838,0.05222010130681724,0.02288828938055919,0.10583806037910413,0.037510440285808105,0.010553982713889338,0.06118377465365084,0.039994355185109826,0.036165868897723746,0.036597225397632105
1826,0.073225975683559,0.08960627169242735,0.060732233000789324,0.02507580562527235,0.12161820021043784,0.039953837928880825,0.009439650578597658,0.0683713535392085,0.04353456174376974,0.03923299375372313,0.03750000928831527
1827,0.06620747752931311,0.08090539824151444,0.05432716037598027,0.02297597249166144,0.10841507063067488,0.036770070705416574,0.00890483843015062,0.06138421295489847,0.03956390593611111,0.03564653451846728,0.03538079339053888
1828,0.04263384112893112,0.0503870804678509,0.02902873813639235,0.015813895781567507,0.0588291396554535,0.026972800419795585,0.00874843260630136,0.03615159279308227,0.025961574972453987,0.023441758464938497,0.030782971652466386
1829,0.052405928643188375,0.06321471293111025,0.038793846893791645,0.018632141270917345,0.07839981935400199,0.031083234192312598,0.00939211426696722,0.04654428744822546,0.031704029927303756,0.028655460239108213,0.032676133954709294
1830,0.045162584072162074,0.05492620959642051,0.034049362866187274,0.0160294658429415,0.06848234637269598,0.02660069072566011,0.00798437535447576,0.04054626630966743,0.02747261139399839,0.02484153729968001,0.027515635622439673
1831,0.06062749954404201,0.07479608689608795,0.05092552166212122,0.02090428610248301,0.10122065736930652,0.03317280067406005,0.007827357133876769,0.057018629131083166,0.03638209085937426,0.03279520617340463,0.030950492142869157
1832,0.06517862765652185,0.08070635958343039,0.05662449468923366,0.02234500388400959,0.11204597565063731,0.034873109641852,0.007333706064370318,0.06213698925355588,0.038943667884042285,0.03505218787078931,0.031435209008301206
1833,0.06064829834235365,0.07500427057124025,0.050996467748233375,0.02077896771108954,0.10154871934230462,0.0329921398445039,0.007895789342825933,0.05722422471723136,0.03640810111642885,0.03284259418246363,0.030436916002704074
1834,0.04024394823172936,0.04856684205094921,0.028267196548254565,0.014379216240677856,0.05764249802739916,0.02448992614220745,0.008268081689868902,0.03521732279489288,0.024612870771010605,0.022313173159791866,0.026378053740465285
1835,0.04937631670005848,0.06060374439872835,0.040669728502710986,0.017502227376816535,0.08028022693155051,0.027966988834905872,0.0067894800255203025,0.04573213858405829,0.029859329034388454,0.026886765552370594,0.02745189641288603
1836,0.04527748104432521,0.05603344450541121,0.03683089485846411,0.015757056507233903,0.07328455394566451,0.025429125978896183,0.006801824772534048,0.04218094484120461,0.027522376188884545,0.024867342980769615,0.024421947767365726
1837,0.041072394166146886,0.050453280142568314,0.03433261512248499,0.014823909640239467,0.06706480110602966,0.023499421865697576,0.005388342780775111,0.03806507193423897,0.02495604005714813,0.022429419084869524,0.02335230527320017
1838,0.030739795609114953,0.0370054063835254,0.023867560435189512,0.011572164674244847,0.04662801751021216,0.018806155653340283,0.00483139283126148,0.0272495397440913,0.018801070906537702,0.016880937714614977,0.020500868455993575
1839,0.03492126806078766,0.042770896951748655,0.02794864914182877,0.012648290813764148,0.05498855545606508,0.020446049057895575,0.005339231703757962,0.03187272966759593,0.0213462121165041,0.01922953840411821,0.020899834631658513
1840,0.03175645224967532,0.03899588620934543,0.023620638635562196,0.011229184049837079,0.04761129145407736,0.018802261584049518,0.006083246861119582,0.028611101055248653,0.01954682009617048,0.017724294029278814,0.01933708662254047
1841,0.025244746346486838,0.030479198644935767,0.019353889678995796,0.009489089057351434,0.03790850717130994,0.015516756174384453,0.004193781401703779,0.022350624610176728,0.015515863092620832,0.013951953886312624,0.016930924391943086
1842,0.02950868868560869,0.03667593608316472,0.02266469337486257,0.010265886837913019,0.04555926931539574,0.017042871485553248,0.005444149169137825,0.02712934286020193,0.018208096735426955,0.01652743468505804,0.016812165369349562
1843,0.04124287024056914,0.052500199789505736,0.03643420294697634,0.013820599822748945,0.07194269850543748,0.021605292033404586,0.005164924825743815,0.040381315674750916,0.025164646184211364,0.02276811050386483,0.01813377105973244
1844,0.04056759701915381,0.05218033514843478,0.040256564166001124,0.01388015070659776,0.07714429185707314,0.020273036738975108,0.0025328702526431273,0.04124703964865084,0.024625262106208308,0.02209422948183396,0.015573853747834866
1845,0.02472854911135094,0.03198798637485834,0.02240688346686598,0.008281870644059634,0.04381817393112124,0.01284129283897065,0.003071948723077332,0.02463157431659124,0.01529465895377873,0.01385381117786792,0.010383996213010673
1846,0.031219366237979457,0.04059018990109039,0.031651630934818,0.01066011497556475,0.06028953544466137,0.01541430862964637,0.0017940785071542025,0.03217296740026915,0.01908868564030334,0.01713358040218025,0.011377873086628411
1847,0.017620890157332293,0.02296930591265507,0.0184520284244475,0.006217242722462512,0.03452728025435153,0.00881757951336311,0.0006969531082841427,0.018251729357223283,0.010850976988498818,0.00970040896054591,0.006679744092066888
1848,-7.627680911137362e-05,-0.0010716761574090577,-0.0019770517569788733,0.0003723725570283863,-0.0035252420209159387,0.0010420134792679823,0.0006767651189036768,-0.0013848215986965084,-8.392534716091852e-05,-0.0001001547990240263,0.00277741023588213
1849,0.006022484446208427,0.007798357197234004,0.005942055162831939,0.002155230513218778,0.011172926738757211,0.0031743346231774064,0.00045377878550854466,0.006075582641808785,0.003748634687105946,0.0033617491960954288,0.0026502132591348262
1850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,0.015582056695059463,0.021462039540721102,0.01926284388161238,0.005129935776706258,0.03551290520387493,0.0064341985273761735,-0.000639620167519974,0.017858726367399227,0.00960832224396316,0.008577709456097017,0.002430945938452996
1852,0.022503837218188737,0.031232489568357214,0.028655128265657213,0.007253206235745385,0.05290725978972594,0.008807116639550253,-0.001351896217770421,0.026278674235791714,0.013798415526442374,0.012311416968051218,0.002352691916197242
1853,0.015557833436380356,0.022304712125153434,0.02162074878227645,0.004846674957155063,0.03948222267536915,0.005344899903553309,-0.001691506109299457,0.01918500651075779,0.009586270435906725,0.008541683735202144,-0.0002970768104257343
1854,-0.010877295552394575,-0.012110356890215203,-0.004950195904004057,-0.004552313871207402,-0.010562287748228493,-0.008338469641481121,-0.003473135565889607,-0.007790240390981214,-0.006869823519306743,-0.006214871492054573,-0.011272273991310476
1855,-0.00048465590546159255,0.002435757799670484,0.009578412921294053,-0.0008834066261402093,0.015263420379518017,-0.00420346067487774,-0.004821746430738244,0.004626714888986556,-0.0004074398366820894,-0.0005252227653285654,-0.010027439531647574
1856,-0.0013902398924626905,0.002196327806568821,0.008779799227823959,-0.001829385695037414,0.014530710968921171,-0.0054938805989823095,-0.0044245858397769155,0.004549007653345967,-0.0008457560689733026,-0.0007928342389676771,-0.012668673171926733
1857,-0.01261365317749476,-0.013323585881947164,-0.001781330155841243,-0.005245290962307912,-0.006311909071673808,-0.010825471564593743,-0.006189690360814378,-0.007438302799223204,-0.008087778926048478,-0.007445939758548593,-0.015790560586967525
1858,-0.019114588520859007,-0.022182030246656114,-0.008769980025044168,-0.007509920513020324,-0.019266108410261683,-0.0140314231546514,-0.006589747858914219,-0.014428560420541914,-0.01226713917815267,-0.011210072273525827,-0.01796108553692432
1859,-0.02062365908044772,-0.0231590094125496,-0.009408438928145543,-0.00861703341998122,-0.020089626020719984,-0.01579614981259187,-0.006707277965096116,-0.014890179494243441,-0.013127830571978655,-0.011893651083181304,-0.02118917125585367
1860,-0.026514255247823935,-0.029769028953630428,-0.014235229021671573,-0.011440625311520469,-0.028623659838268898,-0.02012055131571749,-0.007249312887563238,-0.019628515118281828,-0.016807091101287606,-0.015096926294279488,-0.026882865967693615
1861,-0.026115121663981496,-0.028456069263361205,-0.009414168849182825,-0.011231710495396717,-0.02130333373121139,-0.02115825593705091,-0.009637489788986792,-0.01746518516894617,-0.01668170662889063,-0.015133214129128372,-0.02962584810240077
1862,-0.025736846054610178,-0.0276519217999381,-0.010381206563867554,-0.011456741029728393,-0.022189415509790145,-0.02099881769649362,-0.0085556055311855,-0.01715804734991548,-0.016307853173679318,-0.014677965483440194,-0.02975688691938224
1863,-0.018927471256144815,-0.016719580654228267,0.001720461748077844,-0.009505593198716893,-0.0008302575142710173,-0.019603326318086742,-0.010288795467808037,-0.007263027140277257,-0.011920688866026702,-0.010779180059892986,-0.03234781544987838
1864,-0.022581647552147074,-0.020543554959021472,0.003386462072488142,-0.010816927889177595,0.0003350547746510269,-0.023131461363729566,-0.01348963649958059,-0.008831919274936631,-0.01441833048708862,-0.013193982612227435,-0.03761633027762392
1865,-0.042581595423877905,-0.04784156076716502,-0.019867658147937735,-0.018345069223184046,-0.04154330598120943,-0.033212700031562944,-0.013690671825290133,-0.030630839622977746,-0.027420891587664642,-0.02478319530084752,-0.04478911139087255
1866,-0.036649052481830265,-0.03841098806275946,-0.009034317000914824,-0.01641020452301367,-0.022902987239476452,-0.031752339814964954,-0.015412746448151063,-0.02210682081581137,-0.023542931146256597,-0.02137687768220498,-0.04642534808971674
1867,-0.05192947476167289,-0.05866501281281416,-0.02386064772964365,-0.022392847144060327,-0.050112674817529956,-0.04066458919636356,-0.017182044679411305,-0.037403022190913446,-0.033696116438498,-0.03050020188103425,-0.05465838997472409
1868,-0.06909373423074697,-0.08322917739692813,-0.04391139767393573,-0.02877517690831234,-0.08583242946636016,-0.049351317741378034,-0.018090781141431478,-0.056693656806409934,-0.0454526755177381,-0.041085418314464356,-0.060354857818477534
1869,-0.06142063720610495,-0.06980744500110364,-0.03001428074952965,-0.026756993993631996,-0.06167161962505556,-0.04792177118104758,-0.019470943241267216,-0.04488651005798189,-0.04002573486337492,-0.036161005250423324,-0.06398460427697163
1870,-0.07387085504613847,-0.08746366283074958,-0.044055411416131646,-0.031522324517893836,-0.08667910816179487,-0.054552097940022845,-0.0203884450038389,-0.05857200592807786,-0.04862202728201745,-0.04390147689206095,-0.0688678147749506
1871,-0.06405717361525783,-0.07083711872553124,-0.025802573377768416,-0.028529426214935098,-0.055450095010417574,-0.05236795449086009,-0.022770472467478535,-0.043794659105760976,-0.04179270524092558,-0.037804679445709984,-0.07243576605417679
1872,-0.05974953174908192,-0.06111374588216438,-0.012797952241225107,-0.028138883823897395,-0.03310972992709801,-0.05401981259600655,-0.02567173551297293,-0.03403782489906512,-0.03869753103560197,-0.034999701996173666,-0.08039460649027767
1873,-0.08107143002527534,-0.09046461931237239,-0.03554446536343456,-0.03667031237395088,-0.07398978972817566,-0.06614509052585842,-0.02757810343715633,-0.056496479976086506,-0.053338219830422626,-0.04814353599809141,-0.09067023391397126
1874,-0.08826417782825044,-0.10281808757132199,-0.048957769440916926,-0.038910154993977174,-0.09681509213377544,-0.06783161799318048,-0.025942722815785947,-0.06738714296343898,-0.0584686750667074,-0.052734516843030835,-0.08822445462407257
1875,-0.07832652379374357,-0.08520806574718301,-0.02881739140279399,-0.035971619384142894,-0.06267246311965144,-0.06616947285640101,-0.028939950299266135,-0.05148215573813735,-0.051396304619969024,-0.04642450813059738,-0.09317361237927141
1876,-0.08730329614230843,-0.09758143373542835,-0.040387468757583284,-0.039904042047532284,-0.08241805772019889,-0.07111686910030082,-0.028480813256890267,-0.06138683899850168,-0.05751029975318955,-0.051793340175981285,-0.09723298152994013
1877,-0.0926471570769978,-0.10445904019940237,-0.0425083987750547,-0.04204664995794174,-0.08728203924499192,-0.07524404081239941,-0.031049425339857106,-0.06565265610411544,-0.06141820937654192,-0.055434452943427956,-0.10213664232939891
1878,-0.09732538044722178,-0.11125495980845904,-0.04736489775379304,-0.04384261656705101,-0.09604437113843703,-0.07788959770418316,-0.031800990630912004,-0.07074378495635882,-0.06481042969571463,-0.058524512568839934,-0.10418918256538214
1879,-0.11046260891771231,-0.12828445016754533,-0.060103592213442594,-0.05006538378703225,-0.1180907059547114,-0.08697973341870979,-0.03331808754524729,-0.08314378269010599,-0.07404521578436335,-0.06671680700580475,-0.1142573076944202
1880,-0.11742384042759112,-0.1331330329816003,-0.05854784166897478,-0.0548278395983534,-0.11616273803910049,-0.09590262782259895,-0.037096513266350245,-0.08435189248960567,-0.07865950625837245,-0.0707372500084518,-0.12948223807386608
1881,-0.12177747527363983,-0.13799013127496582,-0.05711246042586152,-0.05680042575093834,-0.11524229209830879,-0.10046437382226539,-0.040859377637002245,-0.08637038980903454,-0.08201797537043329,-0.07393516199236677,-0.13605875382663463
