year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,nonco2_wmghg,aerosol,chapter2_other_anthro,total_anthropogenic,total_natural,total
1948,0.6403291317105271,0.24397086878487464,0.06948218807291012,0.008120656405379883,0.1630234767921535,0.02229390780381734,0.003907138329178375,-0.1592307996453654,-0.535595065070718,0.030119566730750034,-0.1430156485607601,0.18301269790019,0.10562456375070213,0.3215737132631647,-0.6948258647160834,-0.08669503569701435,0.3434054213527475,0.28863726165089215,0.6320426830036396
1949,0.6419624291645634,0.24631700928717423,0.06963186295923117,0.009102756278525862,0.16186388948367056,0.022508296678659563,0.003832337080949788,-0.14045180845767247,-0.512259962576314,0.03158051768355169,-0.14367929941286886,0.1826073807712071,0.09060119949288964,0.32505162852493125,-0.6527117710339865,-0.08575814796970782,0.39040802816947107,0.2732085802640968,0.6636166084335678
1950,0.6449708020678837,0.24803571197582103,0.0701319131302472,0.010104722757213273,0.16902103601730623,0.022665350672333908,0.004596029047981118,-0.15356925493398912,-0.5549419210841142,0.03210785862628895,-0.14434295026497765,0.18219797245860794,0.05695073562570214,0.32827234786328147,-0.7085111760181033,-0.08497371191837368,0.3487792980119946,0.23914870808431007,0.5879280060963047
1951,0.648048370028015,0.2505040063819926,0.07055800919101733,0.011165094765287212,0.16864401573186993,0.022890901895715375,0.005038390851708426,-0.16309538309533878,-0.5451847032076768,0.03270782280444896,-0.14686190828124543,0.18178442675750547,0.012457864531952145,0.33222711033829716,-0.7082800863030155,-0.08622479272937267,0.3544146170657938,0.1942422912894576,0.5486569083552514
1952,0.6535029205145447,0.2532175362604749,0.07113648421616874,0.01221667350913551,0.17211543868429544,0.02313886258559237,0.005325874414352547,-0.17089120962790338,-0.562428678420517,0.03291170960787602,-0.14950899634113574,0.18136677294480388,0.010445388946014643,0.33657069398577916,-0.7333198880484204,-0.0881325497333148,0.34073661540288386,0.19181216189081854,0.5325487772937024
1953,0.6600074630364317,0.2576659048004884,0.07221165663963504,0.013402044626772651,0.17734284338832373,0.02354535176441277,0.005626946359146312,-0.17652394396339394,-0.578642246403773,0.032895981217272934,-0.15215608440102604,0.1809450204823658,-0.002612301483672854,0.34327960606689606,-0.7551661903671669,-0.09008780506019404,0.3353759170642906,0.17833271899869294,0.5137086360629836
1954,0.6661014200865364,0.26308458583737954,0.07294796976217978,0.01475922231685939,0.18134667500083113,0.024040507501884297,0.005909296424774423,-0.17976939285988483,-0.5877664660526243,0.03344127408167856,-0.15480317246091638,0.18051912370568451,-0.0024562956242978537,0.3507917779164187,-0.7675358589125091,-0.0914120944525791,0.339291919638698,0.17806282808138665,0.5173547477200846
1955,0.6713981659730996,0.2690311329103075,0.07396854174966734,0.01630296195113378,0.18868586359273443,0.024583899312780433,0.006533776396025631,-0.19695111002716578,-0.6221911381760682,0.03483683698273638,-0.1574502605208067,0.18008912182553358,0.024844729766327144,0.3593026366111086,-0.819142248203234,-0.09149574782926427,0.3087486701444444,0.20493385159186073,0.5136825217363051
1956,0.6760404781380516,0.2760178154833586,0.07514748002806941,0.01807040153897144,0.19746045630229142,0.025222338065382006,0.007066574661766887,-0.21179649685352434,-0.667883528936708,0.03641667741188102,-0.16009734858069702,0.17965502633977518,0.08498498855538962,0.36923569705039944,-0.8796800257902323,-0.09139175844166711,0.2716648472588429,0.2646400148951648,0.5363048621540076
1957,0.6808722960602173,0.283076262569212,0.076261184116803,0.020077146109828213,0.20464420928394905,0.025867334614986026,0.007328085726774604,-0.22186175870210517,-0.7005151952258617,0.037126707302437896,-0.16274443664058733,0.17921678345275294,0.14092868972726466,0.37941459279584316,-0.9223769539279669,-0.0924223089963888,0.25013183521565374,0.3201454731800176,0.5702773083956714
1958,0.6867346569008239,0.28862098609424114,0.07715323114129605,0.02221146722195379,0.2036773331294816,0.02637400803743326,0.00775437343355732,-0.2218537636909417,-0.6864706063443046,0.03903880089204126,-0.16539152470047766,0.1787744492695583,0.14833896804757712,0.38798568445749093,-0.9083243700352462,-0.09222434233744582,0.27784896211510435,0.3271134173171354,0.6049623794322397
1959,0.6944994604709203,0.293320740179402,0.07789056978980936,0.02443883801363526,0.20694414141775838,0.026803468672619086,0.008172170068976789,-0.23124286108395178,-0.7026779552394535,0.04060108242458172,-0.168038612760368,0.1783279969910473,0.11666977859445216,0.39565014798284664,-0.9339208163234053,-0.09246189159419041,0.2707110419539295,0.29499777558549944,0.5657088175394289
1960,0.7084723709726762,0.2965317525514637,0.07891495897800423,0.026967937599473708,0.211661513511264,0.027096889006514694,0.008725807876761884,-0.24652441433234618,-0.7316480431708973,0.04221479501155659,-0.16943343317265475,0.17787744288706628,0.09496936355538962,0.4024146491289416,-0.9781724575032434,-0.09139594127782158,0.25298013483181675,0.2728468064424559,0.5258269412742727
1961,0.7199041496346885,0.29904429350641415,0.08002311370475511,0.029916517136435398,0.2172555750480647,0.02732648345228589,0.009513186618672325,-0.2588076799856143,-0.7574761346710378,0.04140369178729588,-0.17013932196482898,0.16628931942484632,0.046872757110077136,0.40898392434760467,-1.0162838146566522,-0.09189596010657489,0.23796387426713114,0.21316207653492344,0.4511259508020546
1962,0.7325491155944012,0.3051988254788078,0.0811940555892835,0.03330571196022028,0.22111768939756343,0.027888880795262014,0.010420909785018227,-0.2625001648848743,-0.7596432508769455,0.042145158194977765,-0.1708452107570032,-0.02438296699886422,0.013456302031952144,0.4196985930283116,-1.0221434157618199,-0.09039026198174521,0.2608317202767112,-0.010926664966912076,0.24990505530979912
1963,0.7427547435059364,0.3136941866257989,0.08248728681983641,0.03725728178038174,0.23349856758798904,0.028665181667224534,0.011113300745866807,-0.2797056364286843,-0.8085172381300378,0.04336423912681767,-0.17155109954917744,-0.9127327755163449,0.0018806672663271454,0.43343875522601705,-1.0882228745587221,-0.08840837800926843,0.23306081375195184,-0.9108521082500177,-0.6777912944980659
1964,0.7542779268631226,0.3213640170879516,0.08369859952078222,0.041831569685556874,0.2357754268006845,0.029366046053393997,0.011843928604924201,-0.28841175463870916,-0.8000105377662265,0.0436250255593127,-0.17225698834135167,-0.665329647600748,-0.003485934296172854,0.4468941862942907,-1.0884222924049358,-0.08742198812372076,0.2611032594294413,-0.6688155818969208,-0.4077123224674795
1965,0.7623191305605423,0.3276519260826767,0.0849238384856563,0.04701241791652498,0.242260588613748,0.029940631306565362,0.012632898751304855,-0.30094825363326005,-0.8195988158495543,0.04437138002392741,-0.1729628771335259,-0.3449133454216356,-0.0004906217961728543,0.459588182484858,-1.1205470694828144,-0.08601796705172826,0.25760286512460595,-0.34540396721780847,-0.08780110209320252
1966,0.7803824602839793,0.33275505819413875,0.086316043026653,0.05278515371645861,0.24661780433018138,0.030406952377479583,0.013802082895638357,-0.31271429608407186,-0.8317817172060056,0.04480754898804196,-0.17366876592570016,0.10873428897469684,0.025141140899139644,0.4718562549372503,-1.1444960132900774,-0.08465218166454025,0.2697083245967933,0.1338754298738365,0.4035837544706298
1967,0.7904046296802901,0.3382195011396428,0.08770406294467907,0.05924456920409986,0.2560417932316117,0.030906289809989638,0.015750190963475554,-0.3214393314152572,-0.8525852709113781,0.0442725716467913,-0.1743746547178744,-0.1518409822560399,0.05685713211007715,0.48516813328842173,-1.1740246023266354,-0.0834456022976179,0.2741443515760704,-0.09498385014596275,0.17916050143010767
1968,0.8057222267576737,0.3460685907527897,0.0890805745688694,0.06650215485372694,0.2629399626437308,0.031623534787027015,0.01770496674428303,-0.3387852973405006,-0.8670486356487151,0.045271517484358086,-0.17508054351004862,-0.0350094382496843,0.07359656082101464,0.501651320175386,-1.2058339329892158,-0.08048052449438048,0.2839990520931944,0.03858712257133034,0.32258617466452477
1969,0.8201957778184948,0.35399865111959256,0.09046468197100907,0.07461172888752308,0.26853263933286625,0.03234817882168879,0.01860092172221066,-0.35031118432847536,-0.8783710534601151,0.04671036445548817,-0.17578643230222285,0.05140226788955506,0.07657627273507714,0.5190750619781247,-1.2286822377885904,-0.07812696730283522,0.30099427403806006,0.1279785406246322,0.42897281466269227
1970,0.8460828323162897,0.36367362831178485,0.09184751254129542,0.08355240181075703,0.2789815839592712,0.03323227228170332,0.019293669744310096,-0.37707536565613065,-0.9226209512258416,0.0478206003894069,-0.17649232109439708,0.04726423709053912,0.07851074539132713,0.5390735426638373,-1.2996963168819722,-0.07614577867897676,0.2882958633784486,0.12577498248186625,0.41407084586031484
1971,0.8562872205507316,0.3724963570619339,0.09326378441382936,0.09322364883610708,0.28566061666422693,0.03403848780371857,0.02052016448191159,-0.3765434501337171,-0.9293285522102768,0.04923634346118034,-0.1771960869898431,-0.08989046755959439,0.04983686843820215,0.5589837903118704,-1.3058720023439938,-0.0734010912430326,0.32165853393980237,-0.04005359912139224,0.28160493481841015
1972,0.8890947933864976,0.3804381392970996,0.09470286183020836,0.10376237054317101,0.2983824834198573,0.034764202975495484,0.021441562303519738,-0.3925211904232955,-0.982881469066818,0.05050313536370414,-0.17783604731219693,0.02560562759968647,0.048058401641327145,0.578903371670479,-1.3754026594901134,-0.07112714666947757,0.319850842317243,0.07366402924101362,0.3935148715582566
1973,0.9320212451097925,0.3863266697918363,0.09618473828846844,0.11551587046839529,0.3001736096326766,0.03530229326719085,0.02230138713728842,-0.4057207335395938,-0.9811800860804912,0.05214454737407427,-0.1784760076345508,0.15606268371730025,0.019290921172577143,0.5980272785487,-1.386900819620085,-0.06872777985599725,0.3745935338150867,0.1753536048898774,0.5499471387049641
1974,0.9459471077766152,0.392056763104901,0.09772016309118757,0.12851925980561027,0.29948128586636286,0.0358259056667572,0.021280357982607367,-0.3977134517354481,-0.9743960926825597,0.05241229097972452,-0.17911596795690465,0.024223704384120682,0.005172390899139645,0.6182961860016989,-1.3721095444180078,-0.06959741332781558,0.4220176218988534,0.02939609528326033,0.4514137171821137
1975,0.9468240853930382,0.3987510654608889,0.09930463686534947,0.14174714053161933,0.2982587355041822,0.03643762689510954,0.021934493788609944,-0.3881715215962001,-0.957365360989347,0.05379576831934259,-0.17975592827925851,-0.22308242887519145,0.005484402617889645,0.6398028428578577,-1.3455368825855472,-0.06758803927619644,0.47176074189333456,-0.2175980262573018,0.25416271563603277
1976,0.9585542215314917,0.4061572151041566,0.10093429115700657,0.1547064002998671,0.3077108178134508,0.037114396290368265,0.021697307467390757,-0.40691733497509064,-1.0063779095474998,0.055556130301480953,-0.18039588860161238,0.0369543119418406,0.0008354280085146456,0.6617979065610302,-1.4132952445225904,-0.0660280545423724,0.44873964684101,0.03778973995035525,0.4865293867913652
1977,0.9884687858943787,0.41401943705280286,0.1026062788994981,0.16760472307262553,0.31289118191989124,0.037832841292139464,0.022969760781698767,-0.4060265828001175,-1.0142192843022777,0.0578217236933003,-0.18103584892396618,0.1216016315616646,0.030944558867889643,0.6842304390249265,-1.4202458671023952,-0.06241152315682766,0.5029330165799734,0.15254619042955425,0.6554792070095277
1978,1.0157314135989797,0.4220924015460689,0.1043460985235657,0.18036234735103773,0.31982619227048276,0.038570543817907255,0.023587103772551708,-0.40113027737752094,-1.0269206758007305,0.06003291957382217,-0.18167580924632004,0.14658828239996582,0.07705989089913964,0.7068008474206724,-1.4280509531782515,-0.05948524208203891,0.5548222580298445,0.22364817329910547,0.77847043132895
1979,1.0418484450711183,0.4301294731694063,0.10615777654487991,0.19213054788019251,0.3239446838911946,0.039304966475316214,0.024395964849702686,-0.4081288085061806,-1.040662412195591,0.06166555749709328,-0.1823157695686739,0.1311457836329557,0.11585854812570212,0.7284177975944788,-1.4487912207017715,-0.05694928074656172,0.588470425108458,0.24700433175865782,0.8354747568671159
1980,1.0777261227212567,0.43789965331059905,0.10837348358641591,0.20395729646001287,0.3241242522002682,0.04001500075338221,0.02429473983877262,-0.40957167944638095,-1.0346635419538788,0.06090036013536364,-0.18295572989102776,0.08595472695411333,0.10821426101632713,0.7502304333570278,-1.4442352214002598,-0.05774562916350928,0.6500999577147837,0.19416898797044047,0.8442689456852241
1981,1.0974112960653706,0.44516773980739927,0.11117008442050692,0.2154486973776699,0.322319185430674,0.04067915402330687,0.023618730593625552,-0.39574268023221393,-1.008761006712788,0.0610504676978134,-0.18359569021338162,0.05391234781801923,0.11075715652413964,0.7717865216055761,-1.4045036869450018,-0.05824733789863579,0.7287659782579833,0.16466950434215888,0.8934354826001422
1982,1.10983773845435,0.45170771720125047,0.1150881425860104,0.2267798984693196,0.33052359225845873,0.041276773131619884,0.023684678385360373,-0.3933220837705129,-1.0430596377077497,0.0616574043814572,-0.1842551021871568,-0.2917651254478974,0.06741872878976464,0.7935757582565804,-1.4363817214782626,-0.05763624628871933,0.7399191212024075,-0.22434639665813277,0.5155727245442747
1983,1.1372441144040488,0.4573423858722663,0.11698363207469437,0.23818246184106032,0.321254755278283,0.04179166568613815,0.023868323392574824,-0.3763033479281522,-0.9798014302094017,0.06266556778511631,-0.18499553591561244,-0.7533854177778839,0.06559346023507713,0.812508479788021,-1.356104778137554,-0.05666997905178314,0.858232592281016,-0.6877919575428068,0.17044063473820925
1984,1.1624203135271576,0.4621302354547206,0.11926030564380673,0.24959206616095797,0.32694914642864553,0.042229176433636044,0.025211794710575414,-0.3787779828324304,-1.0001086173447116,0.06442799164889154,-0.18573596964406813,-0.2897457828070507,0.014610745391327144,0.8309826072594853,-1.378886600177142,-0.05386700685096513,0.8875984601871807,-0.2751350374157236,0.6124634227714572
1985,1.1862040608550914,0.4672744903634963,0.12108487397137142,0.2624857071223154,0.33075345163125464,0.04269925528045405,0.025836100935671236,-0.3789032083947509,-1.0077899623427609,0.06528547634189219,-0.18647640337252383,-0.02587927197208108,-0.002612301483672854,0.8508450714571831,-1.3866931707375119,-0.052655570814506364,0.9284538423915111,-0.028491573455753934,0.8999622689357571
1986,1.2089261919690664,0.4722591066271278,0.12409923494158917,0.27651377437584607,0.3339472105569383,0.04315474644615054,0.02726732696824225,-0.3738695498688403,-1.010298337220018,0.06716792774450939,-0.18721683710097947,-0.02745955688081497,-0.0004906217961728543,0.8728721159445629,-1.3841678870888583,-0.049626835942077285,0.9819507954396323,-0.027950178676987823,0.9540006167626445
1987,1.2370251053675525,0.4762422126516236,0.12472777476896853,0.29117987465313605,0.3401182696823564,0.043518720222713345,0.02839993437662512,-0.3839517827783193,-1.0420995612138297,0.06900333917843954,-0.18795727082943517,0.05049911924091016,0.010382986602264643,0.8921498620737283,-1.4260513439921492,-0.047035277051657165,0.996206616079831,0.06088210584317481,1.0570887219230058
1988,1.2774187414875717,0.48145643337288396,0.12705673722283378,0.3068982935759539,0.34538255461050105,0.04399519250240603,0.029610474614276305,-0.3777455447615955,-1.0472703754838573,0.07114020169224318,-0.18869770455789084,0.10450913652303263,0.05540627761788964,0.9154114641716716,-1.4250159202454529,-0.04395183574896533,1.0692450042753263,0.15991541414092228,1.2291604184162486
1989,1.3036127322387039,0.48679954118404145,0.13054450867379455,0.3208023410744062,0.3464249839137467,0.04448344240503205,0.03071471829876916,-0.37568730848169907,-1.0343025143160247,0.07209422087223392,-0.1894381382863465,0.14158442649075711,0.11726260086007713,0.9381463909322422,-1.4099898227977237,-0.04214575671031137,1.1360485275766576,0.25884702735083426,1.394895554927492
1990,1.3222751464533264,0.4897942790754542,0.13361282515846187,0.332670488154807,0.34739118047548384,0.04475709971002212,0.03100131819113562,-0.37521230446272225,-1.0529029027818668,0.07426274171138521,-0.19017857201480218,0.13726428542816918,0.10582737136788964,0.956077592388723,-1.428115207244589,-0.04015741240225923,1.157471299670685,0.24309165679605882,1.400562956466744
1991,1.3429329731609725,0.4950943592645274,0.13591837763480186,0.342167791637374,0.36619543819880696,0.0452414177750294,0.029832654002339278,-0.3918171876401975,-1.1324704685515516,0.07386846142720356,-0.19064378940199794,-0.5750379090258204,0.10411130691476464,0.9731805285367032,-1.524287656191749,-0.04170125619742571,1.116320027507308,-0.47092660211105575,0.6453934253962522
1992,1.353941093640224,0.49807194522872894,0.1376436440547253,0.3502937107733788,0.34942720659728854,0.04551350774746944,0.030071078761973666,-0.35386282593319407,-1.0053209862491743,0.07242383093323214,-0.19097793978049799,-1.7876312108531522,0.08334692703195214,0.9860093000568331,-1.3591838121823683,-0.04296952233782275,1.2872242657741546,-1.7042842838212,-0.4170600180470454
1993,1.365246922023252,0.4988420671293452,0.1386932083448517,0.3551451228167164,0.35478908072716786,0.04558388101266931,0.03033479720293558,-0.3496858016741685,-1.014303163584493,0.07209275405516853,-0.19131209015899808,-0.7939631767875425,0.03448589187570215,0.9926803982909133,-1.3639889652586614,-0.04330065788822468,1.3054267778944473,-0.7594772849118403,0.545949492982607
