year,co2,ch4,n2o,other_wmghg,o3_tropospheric,o3_stratospheric,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,nonco2_wmghg,ozone,aerosol,ch2_other_anthro,total_anthropogenic,total
1760,0.01757833525599968,0.006491784010791861,0.00105534816301283,9.463889147618697e-09,0.004512134223976122,0.0,0.0009842499514274672,0.0,0.0008365304672584359,-0.0006266014303351942,0.00040172476697674254,-0.001132585469807206,0.25207743071067756,0.10320632289694855,0.007423790303162876,0.004512134223976122,-0.00113462699981254,-0.0003287354772080187,0.0232467717807247,0.34742589747758285
1761,0.019333619716709514,0.007138663675654899,0.0011608113610141594,1.0410278062374477e-08,0.004963347646373733,0.0,0.0010823264243449938,0.0,0.0017958725449506076,-0.0006427608351861507,0.00045187516149983707,-0.0012458440167879257,0.25647996056450606,0.09402789417669365,0.008163803018856866,0.004963347646373733,2.4611247040568288e-05,-0.00035583224088674365,0.027088993728485663,0.34888912555216356
1762,0.02108844178233755,0.007785128237434641,0.0012662615675135718,1.135666697713026e-08,0.005414561068771346,0.0,0.0011803399615288469,0.0,-7.693035689251058e-05,-0.00025841669812022425,0.0004840973263817485,-0.001359102563768647,-0.5985540827452811,0.060942035340666216,0.008903388377194421,0.005414561068771346,-0.0006368128879649587,-0.00039347231194072636,0.02978295703408073,-0.5313348738003894
1763,0.022842801719948458,0.008431178401790505,0.0013716987899654097,1.2303055891916482e-08,0.005865774491168959,0.0,0.0012782906699673742,0.0,0.00019155304785503153,-0.0003525395474508794,0.0005162795598697191,-0.001472361110749367,-0.3656394314267637,0.012671921653326798,0.009642547091955852,0.005865774491168959,-0.0005363996613408066,-0.00043183023714126183,0.032409431958477126,-0.3303599126038629
1764,0.024596699796367156,0.009076814872379912,0.0014771230358097396,1.3249444806672262e-08,0.006316987913566571,0.0,0.0013761786563453915,0.0,0.004393468413619514,0.03176296303062963,0.0005484218619639138,-0.0015856196577300882,-0.0320481332793866,-0.013959346325971157,0.010381279874902408,0.006316987913566571,0.033740137001882615,-0.0004697529843345964,0.06672945636559188,-0.0007994750259592292
1765,0.026350136278192614,0.009722038350866012,0.0015825343124724026,1.4195833721428043e-08,0.0067682013359641816,0.0,0.0014740040270453544,0.0,0.0008663252653085675,-0.0005629227558366475,0.0005805242326641641,-0.0016988782047108082,0.1529147504311224,-0.028993808334616556,0.011119593713243352,0.0067682013359641816,-0.0006517040429481725,-0.0005068313782488282,0.03664636427368446,0.1361246122286563
1766,0.028103111431791342,0.010366849536926728,0.0016879326273640757,1.5142222636183827e-08,0.007219414758361794,0.0,0.0015717668881487282,0.0,0.0015024659740645054,0.00436172633299961,0.0006363918688689028,-0.0018121367516915282,-0.14807345954130857,-0.035952946781638295,0.011857475135018296,0.007219414758361794,0.005305949309044837,-0.0005315297291176806,0.04456547178457611,-0.170190618123197
1767,0.029855625523299078,0.011011249128260696,0.0017933179878822957,1.6088611550939608e-08,0.007670628180759406,0.0,0.0016694673454368894,0.0,0.0012909758676800517,0.0017358887187366935,0.0006684143767814363,-0.0019253952986722496,-0.19096894430792102,-0.029301572640499058,0.012594938596703456,0.007670628180759406,0.002539740254833736,-0.0005700782353317382,0.04550828112580977,-0.20382697065203187
1768,0.031607678818620935,0.011655237820596746,0.0018986904014095325,1.7035000465725833e-08,0.008121841603157019,0.0,0.0017671055043925624,0.0,0.0035933891413897803,-0.0013834540008753004,0.0007003969533000683,-0.0020386538456529705,0.041766294358279034,0.002515941249959392,0.0133319794108361,0.008121841603157019,-0.00035519793318306996,-0.0006081102011548145,0.04347232463824337,0.07707708090543423
1769,0.03335927158343179,0.012298816307701162,0.002004049875314718,1.798138938048161e-08,0.008573055025554631,0.0,0.0018646814702009222,0.0,0.001473033685384908,-0.0009311840777247831,0.0007323395984248168,-0.00215191239263369,0.1847896039021244,0.0934999370701035,0.014068598278306607,0.008573055025554631,-0.0007613494753751087,-0.0006458189822151327,0.04639734250784667,0.29664485757280573
1770,0.03511040408317779,0.01294198528138509,0.0021093964169518176,1.8927778295237395e-08,0.009024268447952243,0.0,0.001962195347750715,0.0,0.0015289582747970527,-0.0010002681117369397,0.0007642423121557178,-0.0022651709396144105,0.05123479018638055,0.14094932030982024,0.014804795898035227,0.009024268447952243,-0.0008179310059923493,-0.0006826743214751376,0.04885282175634893,0.22342243273177173
1771,0.036861076583069925,0.013584745431512378,0.0022147300336618466,1.9874167209993176e-08,0.009475481870349854,0.0,0.002059647241635448,0.0,0.0014254690088761084,0.007338647247675471,0.0009512445578588311,-0.002378429486595132,0.12418436717301518,0.12971879280311496,0.015540572966981695,0.009475481870349854,0.008202042862761437,-0.000634827057538375,0.05946226936850292,0.2876784658736419
1772,0.03861128934809782,0.014227097446007853,0.0023200507327704547,2.0820556124748953e-08,0.009926695292747466,0.0,0.002157037256154645,0.0,0.0032095010128078173,0.021006796279794654,0.001113096491419039,-0.0024916880335758514,0.21057215181729494,0.0954620169117361,0.016275930180151416,0.009926695292747466,0.022730443464474028,-0.0005999152053250334,0.07520053139830586,0.3446938324842668
1773,0.040361042643016404,0.014869042010864126,0.002425358521589945,2.1766945039535175e-08,0.010377908715145078,0.0,0.002254365495314876,0.0,0.0023954807381598524,0.015047503853713048,0.0012748417303825716,-0.0026049465805565728,0.24240407418301735,0.042683134751147496,0.017010868230604003,0.010377908715145078,0.016382317117331846,-0.000559614534633807,0.07153894997102979,0.33153070898142056
1774,0.04211033673235437,0.015510579810149559,0.002530653407419325,2.271333395429096e-08,0.010829122137542693,0.0,0.002351632062830967,0.0,0.0022856200868551276,-0.0008362568863215505,0.001436480274749426,-0.0027182051275372924,0.2532246874300685,-0.002712936070308022,0.017745387809461367,0.010829122137542693,-0.00043052846567319863,-0.000518734185409582,0.05902891359507599,0.2886327935489374
1775,0.04385917188040627,0.016151711526015963,0.002635935397542375,2.365972286904674e-08,0.011280335559940303,0.0,0.002448837062127169,0.0,0.002970624787871805,-0.00046402301625934975,0.0015980121245196953,-0.0028314636745180133,0.2568652750141511,-0.022949263589923108,0.018479489605913654,0.011280335559940303,0.0013835318760413882,-0.00048332827224274174,0.06441059093831003,0.2690691733848197
1776,0.04560754835124632,0.016792437838705637,0.002741204499229672,2.4606111783802524e-08,0.011731548982337917,0.0,0.0025459805963382195,0.0,0.00149061934278373,0.0036584463454871945,0.0017858569201816884,-0.002944722221498734,0.25808845645984363,-0.033730919442118805,0.0192131735332333,0.011731548982337917,0.004601157793085151,-0.00041838234755901376,0.07024230988798807,0.26056372367330843
1777,0.047355466408716504,0.01743275942655953,0.0028464607197386345,2.5552500698558305e-08,0.012182762404735528,0.0,0.002643062768310586,0.0,0.004133880945431971,-0.0006963159912039124,0.0019471753807585898,-0.0030579807684794555,0.25849933243964485,-0.03171021974093001,0.019946439297802262,0.012182762404735528,0.0018293868607744512,-0.0003836799710001817,0.06936061017559235,0.26113815185787126
1778,0.0491029263164281,0.018072676966023982,0.002951704066312092,2.6498889613344523e-08,0.012633975827133142,0.0,0.002740083680603484,0.0,0.005155146395497145,-0.001099379204480739,0.0021083871467389424,-0.003171239315460175,0.25863735498546764,-0.007242336773242758,0.02067928915440721,0.012633975827133142,0.001549193074303473,-0.0003441965973731807,0.07083116026126421,0.2965483262062911
1779,0.05084992833776885,0.01871219113165856,0.003056934546178821,2.7445278528100308e-08,0.01308518924953075,0.0,0.002837043435490065,0.0,0.0035262913807829403,-0.000546650136615089,0.0022694922181225553,-0.0032844978624408955,0.25868372365807224,0.07588740344753471,0.02141172378494261,0.01308518924953075,0.001591743591251236,-0.0003030729366737598,0.07469073577673131,0.37888096309100916
1780,0.05259647273589638,0.01935130259614322,0.0031621521665550745,2.8391667442856086e-08,0.013536402671928363,0.0,0.0029339421349585085,0.0,0.004151423344170383,-0.0010488458854289264,0.00252298998425191,-0.0033977564094216164,0.25869929998547464,0.1394545246126646,0.022143743869409566,0.013536402671928363,0.0003702837837125365,-0.000211965577804249,0.07468575464557754,0.4291033021396898
1781,0.054342559773746496,0.01999001203028601,0.0032673569346426505,2.9338056357611873e-08,0.013987616094325975,0.0,0.0030307798807131803,0.0,0.004874424072372051,-0.000997187188920562,0.002613653756691996,-0.0035110149564023378,0.25870453415165556,0.1393306359990608,0.02287535008592177,0.013987616094325975,0.0016719129757395248,-0.00021378919070536118,0.07894294560681153,0.4349657309390592
1782,0.05608818971402012,0.020628320103029663,0.00337254885763042,3.0284445272367654e-08,0.014438829516723588,0.0,0.00312755677417564,0.0,0.003160726085268087,-0.0006958492808433363,0.0026766258371187096,-0.0036242735033830574,0.2587062873442759,0.1032556526972455,0.023606543110713512,0.014438829516723588,0.0008644164903447304,-0.00023607989375655145,0.08135838677607374,0.4070297848146442
1783,0.05783336281919684,0.02126622748145937,0.003477727942692896,3.123083418715388e-08,0.0148900429391212,0.0,0.003224272916485814,0.0,0.0028403201344317083,-0.0005981797688010405,0.0027395992578671665,-0.0037375320503637774,-1.336801946258486,0.0499049553859631,0.024337323618146185,0.0148900429391212,0.0010083337256044482,-0.0002605679109045154,0.08470646558397268,-1.2330399779362509
1784,0.05957807935152858,0.021903734830810154,0.003582894196991255,3.2177223101909656e-08,0.015341256361518812,0.0,0.00332092840850312,0.0,0.004740260120960119,0.010370872347890631,0.00279740120756929,-0.003850790597344499,-2.9014760347072577,0.0009996879847443431,0.025067692280716574,0.015341256361518812,0.013553719246146722,-0.00028772081026889526,0.0973235961239209,-2.8294528573034152
1785,0.061322339573041146,0.02254084281447358,0.003688047627673889,3.3123612016665434e-08,0.015792469783916425,0.0,0.003417523350807475,0.0,0.003422953253598563,-0.0007928152339857018,0.002863605920722058,-0.00396404914432522,-1.1001667787143463,-0.021646376363044235,0.02579764976906404,0.015792469783916425,0.0008917214136686885,-0.00030678909287370625,0.08890797856708224,-1.0739819270378237
1786,0.06306614374553446,0.023177552094004975,0.0037931882418754505,3.4070000931421225e-08,0.016243683206314037,0.0,0.0035140578437004005,0.0,0.004140618348474921,-0.00053106088968836,0.0029716191500972944,-0.004077307691305939,-0.40499462794673496,-0.031829824845030115,0.026527196751976942,0.016243683206314037,0.0025422841906453312,-0.0002987435107619388,0.09460899274042642,-0.38591060567559
1787,0.06480949213058287,0.023813863329130883,0.003898316046716907,3.5016389846176996e-08,0.016694896628711646,0.0,0.003610531987206144,0.0,0.004883318221947504,-0.0009949210106840326,0.0030334842283997496,-0.004190566238286659,-0.07955191244074264,-0.024284751062897708,0.02725636641883524,0.016694896628711646,0.0018778034146695035,-0.0003224862918987145,0.09482513517309703,-0.03822021367848588
1788,0.06655238498953678,0.024449777177755816,0.0040034310493065675,3.596277876096322e-08,0.017146110051109262,0.0,0.0037069458810727084,0.0,0.007461271417813838,-0.001974194175954842,0.0031294888504441363,-0.00430382478526738,0.1236816964490648,0.028789157916314947,0.02798519421537957,0.017146110051109262,0.0010957524523760745,-0.0003233114807004524,0.09450312574983605,0.22219715555403843
1789,0.06829482258351602,0.0250852942959694,0.00410853325673914,3.6909167675719005e-08,0.017597323473506874,0.0,0.003803299624772931,0.0,0.005275947566501825,-0.0014386787187207653,0.0031915582511722424,-0.004417083332248101,0.21319037396755502,0.14268242241961884,0.02871361857924767,0.017597323473506874,0.0008792234581271843,-0.000344576076812177,0.09775742927884953,0.4105790561815458
1790,0.07003680517342373,0.02572041533805343,0.004213622676095776,3.785555659047479e-08,0.018048536895904486,0.0,0.0038995933175055577,0.0,0.0056937568697568944,-0.0015272766803112636,0.0032594264873789945,-0.004530341879228823,0.24341030310303277,0.18322617022957186,0.029441640162157823,0.018048536895904486,0.0009711758563185744,-0.00036003807980480775,0.1001581446104836,0.4771716296838601
1791,0.07177833301993312,0.02635514095648887,0.00431869931444461,3.880194550523057e-08,0.018499750318302095,0.0,0.0039958270581963,0.0,0.004285135739680122,-0.0009438800824089422,0.003310450498223201,-0.004643600426209543,0.2535684686586814,0.16230831861006753,0.030169259614040794,0.018499750318302095,0.0016855476077742306,-0.0003842177566898849,0.10550662221831861,0.4766743499658127
1792,0.07351940638349577,0.026989471801962442,0.00442376317884129,3.974833441998635e-08,0.018950963740699708,0.0,0.0040920009454988365,0.0,0.004381510647500226,-0.0006581110482506303,0.003305086997845356,-0.004756858973190262,0.2569810173436991,0.13536543149204738,0.030896477583046898,0.018950963740699708,0.0026063141708701806,-0.00044493289543923566,0.11030327478863194,0.4611329773312028
1793,0.0752600255243351,0.027623408523373874,0.00452881427632755,4.0694723334772576e-08,0.019402177163097323,0.0,0.004188115077795913,0.0,0.0035398528386494828,-0.0006681942253522155,0.003317536663123027,-0.004870117520170984,0.2581273414157755,0.09048660557661825,0.0316232947155517,0.019402177163097323,0.0017956967766258483,-0.0004983884048728154,0.11198422372256127,0.42483857180145007
1794,0.07700019070245347,0.028256951767843142,0.004633852613932726,4.1641112249528354e-08,0.019853390585494932,0.0,0.004284169553200434,0.0,0.0050094473267458485,-0.0018356165553183857,0.003314969537150145,-0.004983376067151704,0.2585124066961803,0.0410233026341992,0.03234971165616466,0.019853390585494932,-0.0003071509274933312,-0.0005536570433936064,0.10863471124198236,0.37550255131436083
1795,0.07873990217763374,0.028890102180716214,0.004738878198672319,4.258750116428413e-08,0.020304604007892545,0.0,0.004380164469556345,0.0,0.0053095961951166205,-0.001446792305991826,0.0033205126239958522,-0.005096634614132424,0.25864175389957117,0.0021175699755865054,0.03307572904773342,0.020304604007892545,0.0012312123154759567,-0.000608093754105891,0.1135766609996921,0.34338422938219865
1796,0.08047916020942739,0.02952286040557282,0.00484389103755002,4.353389007903991e-08,0.020755817430290157,0.0,0.004476099924439798,0.0,0.002709013907742888,-0.0009571466604052824,0.0033310622703521574,-0.005209893161113145,0.07869857094260299,-0.02007123354506196,0.033801347531353346,0.020755817430290157,0.0003618595696792948,-0.0006655217750415713,0.1170955716673656,0.15137798895689966
1797,0.08221796505716827,0.030155227084233016,0.004948891137555765,4.44802789937957e-08,0.02120703085268777,0.0,0.004571976015160155,0.0,0.00581290317391308,-0.0016658072017526405,0.0033618473117051993,-0.005323151708093866,-0.03516637463974623,-0.033397378192802675,0.0345265677463722,0.02120703085268777,0.0012025153142826463,-0.0007055459530108082,0.11830147371706089,0.023584808935897476
1798,0.08395631697996468,0.0307872028567634,0.005053878505666284,4.542666790858192e-08,0.021658244275085385,0.0,0.00466779283876093,0.0,0.006491188635375648,-0.0020757637613660245,0.0033906765644976275,-0.005436410255074587,0.08065159526696558,-0.03993278645192422,0.03525139033039676,0.021658244275085385,0.000754556997973443,-0.0007463115222705397,0.11970421892832615,0.12956543366259804
1799,0.08569421623670788,0.03141878836148442,0.005158853148847107,4.63730568233377e-08,0.022109457697482994,0.0,0.00476355049202089,0.0,0.004921538431206222,-0.0018525283751795703,0.003432270716327542,-0.005549668802055307,0.19564861602045677,-0.038318955611645396,0.03597581591930196,0.022109457697482994,-3.684175683010535e-05,-0.0007766189551720401,0.12189584516393032,0.23655109006393338
1800,0.08743166308605867,0.0320499842349769,0.005263815074049156,4.731944573809348e-08,0.022560671119880606,0.0,0.0048592490714550515,0.0,0.004776042927647975,-0.0022372887808512587,0.0034624404288444424,-0.0056653034566008995,0.23737742395332784,-0.028553285699390644,0.036699845147234025,0.022560671119880606,-0.0011818195211283132,-0.0008233147031776052,0.12264940373770795,0.28760677661927286
1801,0.08916865778646127,0.03268079111208843,0.005368764288211264,4.8265834652849265e-08,0.02301188454227822,0.0,0.004954888673315651,0.0,0.005602538522698454,-0.0020560714438927967,0.003604454358214745,-0.005783165970961721,0.2515355520314017,-0.01063247025488916,0.03742347864661922,0.02301188454227822,0.00017077591616906974,-0.0008031339494419585,0.1269782439242789,0.3300957597049296
1802,0.0909052005961381,0.03331120962594021,0.005473700798260193,4.921222356760505e-08,0.023463097964675834,0.0,0.005050469393593173,0.0,0.00426464626674677,-0.002204743266369507,0.0038018065032645156,-0.005901028485322546,0.2562978374304263,0.011292395583626587,0.03814671704817061,0.023463097964675834,-0.0011669847419309076,-0.0007472205378261056,0.12830555450597583,0.3615495883647368
1803,0.09264129177308474,0.033941240407933705,0.005578624611109216,5.015861248239127e-08,0.02391431138707344,0.0,0.005145991328017369,0.0,0.0035001173474577475,-0.0017990684396075032,0.0039273682647926805,-0.00601889099968337,0.25789784418621925,0.02875285360491351,0.03886956098089322,0.02391431138707344,-0.0006507197980004901,-0.0007363815371976465,0.13248919503128376,0.38622287671592426
1804,0.09437693157508346,0.03457088408775672,0.00568353573365914,5.110500139714705e-08,0.024365524809471056,0.0,0.005241454572058175,0.0,0.005485029256453334,-0.0017195481880463866,0.0041224958871166305,-0.006136753514044194,0.25843531007956627,0.03163481443003448,0.03959201107209106,0.024365524809471056,0.0014440934025109937,-0.0006829319397885895,0.1376231015931965,0.3948824155028659
1805,0.09611212025969024,0.03520014129339025,0.005788434172798341,5.205139031190283e-08,0.024816738231868665,0.0,0.0053368592209267415,0.0,0.004942044441058202,-0.0023548561159332615,0.004226056429899393,-0.006254616028405016,0.2586158544919248,0.022869482401144756,0.04031406794737386,0.024816738231868665,-0.0008870971030010085,-0.0006878152048039994,0.1360472061678819,0.3821799793297845
1806,0.09784685808424295,0.03582901265111525,0.005893319935402809,5.2997779226658607e-08,0.025267951654266284,0.0,0.00543220536957648,0.0,0.0059773962967390685,-0.002314214227342344,0.004388686015711415,-0.006372478542765841,0.2586764936461787,0.009581454448517221,0.041035732230663854,0.025267951654266284,0.00037790415387967287,-0.0006549771127211634,0.14012820033408957,0.3722181072607493
1807,0.09958114530585348,0.036457498785518294,0.0059981930283357025,5.394416814141439e-08,0.025719165076663893,0.0,0.0055274931127039005,0.0,0.0064856455096302616,-0.002643843599769737,0.004530919900043532,-0.0064903410571266655,0.2586968665203976,-0.00586835037817888,0.041757004544200824,0.025719165076663893,-8.749799103901476e-05,-0.0006379468895971774,0.141550928842634,0.35411083761527273
1808,0.1013149821814217,0.03708560031949865,0.006103053458447865,5.4890557056200616e-08,0.0261703784990615,0.0,0.005622722544749697,0.0,0.009396226553206984,-0.0036089124225629535,0.004649953697886352,-0.0066082035714874875,0.25870371007379245,-0.019815146057757055,0.042477885508549675,0.0261703784990615,-0.0004900143591440818,-0.0006353227980857811,0.14184274301268399,0.33290911093053627
1809,0.10304836896762325,0.03771331787427453,0.006207901232577883,5.583694597095639e-08,0.026621591921459114,0.0,0.005717893759899686,0.0,0.007233810690539614,-0.003118222420438894,0.0047821421707964626,-0.006726066085848311,-2.8000775781971323,-0.03086982569443375,0.043198375742606564,0.026621591921459114,-0.000897919342383913,-0.000619394579885947,0.14466425040656863,-2.7599340529669036
1810,0.10478130592091138,0.03834065206938911,0.006312736357551129,5.678333488571217e-08,0.027072805343856726,0.0,0.005813006852085726,0.0,0.0077893643082667646,-0.0032887770541430513,0.004980856152915373,-0.006843928600209136,-1.9248480673391035,-0.03795214486176187,0.04391844839133009,0.027072805343856726,-0.0008647580287336196,-0.000558420044225621,0.14697794097956804,-1.8960251362586442
1811,0.106513793297524,0.03896760352271732,0.00641755884018227,5.7729723800467955e-08,0.02752401876625434,0.0,0.005908061914986749,0.0,0.007010609337927581,-0.0028936284685815838,0.005076672351246939,-0.0069617911145699604,-0.5922491962322266,-0.04021769195651286,0.04463806111165155,0.02752401876625434,-0.0002182409657834206,-0.0005654683286673571,0.1512139569945178,-0.5530259024389516
1812,0.10824583135347678,0.03959417285047179,0.006522368687272354,5.8676112715223746e-08,0.02797523218865195,0.0,0.0060030590420296496,0.0,0.006239735216506816,-0.0025576045730518046,0.005149537115266126,-0.007079653628930784,-0.09821148990847461,-0.037379254982057866,0.0453572818780383,0.02797523218865195,0.0002552101257276221,-0.0005879332510181977,0.15524568224279486,-0.023734950201672822
1813,0.10997742034457197,0.04022036066720916,0.006627165905609829,5.962250163000996e-08,0.028426445611049563,0.0,0.00609799832639026,0.0,0.005932190846238362,-0.002756810717972813,0.005204267880217571,-0.007197516143291606,0.11657755980415392,-0.028653069220220876,0.04607611130853675,0.028426445611049563,-0.0005723533305998946,-0.0006209998727017348,0.15641777884890867,0.20740281231049754
1814,0.11170856052638492,0.0408461675858364,0.006731950501973043,6.056889054476575e-08,0.028877659033447176,0.0,0.006192879860994292,0.0,0.0077201839525907826,-0.0038701729254854776,0.005267464703866043,-0.007315378657652431,0.21095667860032513,-0.015668597723056434,0.04679455001954168,0.028877659033447176,-0.0021908598880532953,-0.0006479290698608422,0.15509066710782615,0.30497343487198303
1815,0.11343925215427786,0.04147159421761707,0.00683672248312537,6.151527945952151e-08,0.02932887245584479,0.0,0.006287703738518289,0.0,0.008218895758902328,-0.0036123684220709463,0.005346851955117124,-0.007433241172013255,-2.780204831003132,-0.002303782856004972,0.04751259862579802,0.02932887245584479,-0.0008828388185373238,-0.0006659662876428234,0.15944639131766833,-2.6852857515892676
1816,0.1151694954833919,0.042096641172177186,0.006941481855820162,6.24616683742773e-08,0.0297800858782424,0.0,0.006382470051390523,0.0,0.006590790922951247,-0.0035792512980961657,0.005480357482933265,-0.0075931530653768975,-3.601474642786028,0.0069971958483041365,0.04823025774041117,0.0297800858782424,-0.001955181390362299,-0.0006964633816124447,0.1611710743337878,-3.4921645391165894
1817,0.11689929076865574,0.04272130905751188,0.007046228626798332,6.340805728903311e-08,0.030231299300640013,0.0,0.006477178891792005,0.0,0.008614121108853703,-0.003935141806561895,0.005556327705029775,-0.0077761983095514286,-1.263918815415428,0.008945439460708365,0.04894752797485152,0.030231299300640013,-0.0010957128933388324,-0.0007846253696914,0.16391981624986204,-1.1507481393025398
1818,0.11862863826477207,0.0433455984799906,0.0071509628027869145,6.435444620381931e-08,0.030682512723037625,0.0,0.006571830351657258,0.0,0.010105971046862706,-0.004575490486421008,0.005605687220194855,-0.007959243553725962,-0.3285997462412439,0.003050090126616577,0.04966440993895819,0.030682512723037625,-0.0015093845116749484,-0.0008889352911749987,0.16497923304847487,-0.21638201114436756
1819,0.12035753822623146,0.04396951004436459,0.007255684390504025,6.530083511857509e-08,0.03113372614543524,0.0,0.0066664245226754695,0.0,0.00861275824520664,-0.004155500904244309,0.005741925518740531,-0.008142288797900493,-0.007756095497638169,-0.006516914869608859,0.05038090424095109,0.03113372614543524,-0.0017215716027121671,-0.0009513752195227553,0.16765660843035113,0.13214729209199022
1820,0.1220859909073072,0.04459304435377136,0.007360393396652501,6.624722403333087e-08,0.03158493956783285,0.0,0.006760961496291156,0.0,0.00877499143234625,-0.004619018861978754,0.005827505621445292,-0.008325334042075024,0.16743233232824054,-0.01787426085733615,0.051097011487429546,0.03158493956783285,-0.0029554295404248046,-0.0010301730641044087,0.16808284642135096,0.2722287071829042
1821,0.12381399656205021,0.0452162020097419,0.007465089827925845,6.719361294808666e-08,0.032036152990230465,0.0,0.006855441363705267,0.0,0.009921167091359082,-0.0046163099089620956,0.0060311283100101185,-0.008508379286249557,0.08458149547693804,-0.027881084488312943,0.05181273228338494,0.032036152990230465,-0.0017755535200360381,-0.0010419539612185696,0.17174995499812096,0.19135285824305195
1822,0.12554155544430254,0.04583898361220622,0.007569773691004824,6.814000186284245e-08,0.032487366412628074,0.0,0.006949864215876017,0.0,0.007938020264196526,-0.004489041387225142,0.006234765244587823,-0.008691424530424088,0.09160463463702234,-0.0342784085176475,0.052528067232203,0.032487366412628074,-0.003092911354559638,-0.0010533751832414522,0.17317652679531662,0.1909873028835341
1823,0.1272686678076844,0.04646138975949912,0.007674444992557005,6.908639077762866e-08,0.03293857983502569,0.0,0.007044230143519758,0.0,0.007281033911865896,-0.004275661199755202,0.006497491402989557,-0.00887446977459862,-0.22427545531953566,-0.03551043449255884,0.05324301693566927,0.03293857983502569,-0.002654946007908688,-0.0010413082961403647,0.1766954221732039,-0.14680955711075422
