MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
AIM/CGE,ssp334,World,Emissions|BC,Mt BC/yr,8.3348,7.9038,8.3405,8.348,6.5786,6.1823,5.7988,5.3276,4.9597,4.6707,4.4621
AIM/CGE,ssp334,World,Emissions|CH4,Mt CH4/yr,350.2723,376.21,424.3005,458.2337,343.1573,294.3686,301.3335,296.1129,293.8604,293.4446,294.2422
AIM/CGE,ssp334,World,Emissions|CO,Mt CO/yr,950.7368,911.5399,929.5838,915.3195,836.341,815.5486,785.1388,746.9678,718.5803,697.3447,682.7555
AIM/CGE,ssp334,World,Emissions|CO2,Mt CO2/yr,34373.9345,39398.6156,46637.7362,48292.1814,32552.8463,22930.8952,16754.0393,9494.7046,3925.1845,-713.415,-3861.9427
AIM/CGE,ssp334,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29596.0838,32480.0354,39493.2571,42677.379,29327.171,21171.7443,14495.7446,8290.314,3568.8712,-396.4943,-3347.2449
AIM/CGE,ssp334,World,Emissions|CO2|Land Use,Mt CO2/yr,4777.8507,6918.5802,7144.4791,5614.8024,3225.6752,1759.1508,2258.2947,1204.3907,356.3133,-316.9207,-514.6978
AIM/CGE,ssp334,World,Emissions|F-Gases,Mt CO2-equiv/yr,532.3633,748.0366,855.1721,455.4564,333.3479,99.1061,88.7688,84.2193,81.0374,78.0399,76.5542
AIM/CGE,ssp334,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,46330.3333,52431.9684,61376.3439,63770.7251,44395.9938,33480.7064,27602.7821,20241.3917,14654.828,10050.4146,6975.5422
AIM/CGE,ssp334,World,Emissions|N2O,kt N2O/yr,8950.4279,9664.6511,10993.0343,11970.6186,9835.1208,10374.1267,10827.6432,10938.4036,11080.86,11240.5185,11425.7569
AIM/CGE,ssp334,World,Emissions|NH3,Mt NH3/yr,52.6096,53.5959,55.8376,58.2008,58.1281,58.3416,58.5464,57.8195,57.4603,57.3561,57.5078
AIM/CGE,ssp334,World,Emissions|NOx,Mt NO2/yr,123.3375,116.4637,124.1423,122.228,84.6294,75.0165,69.0249,62.5487,57.8345,54.7105,53.1843
AIM/CGE,ssp334,World,Emissions|OC,Mt OC/yr,38.0662,36.6488,36.3743,35.6726,31.6378,30.1007,28.4335,26.8831,25.6762,24.6364,23.7397
AIM/CGE,ssp334,World,Emissions|Sulfur,Mt SO2/yr,119.3537,99.7611,102.9836,97.8451,55.1254,43.142,35.9477,30.4704,26.245,22.8751,20.256
AIM/CGE,ssp334,World,Emissions|VOC,Mt VOC/yr,210.2173,205.5037,211.5478,211.2721,193.6118,191.0208,185.1418,175.7474,167.5443,160.018,153.2351
AIM/CGE,ssp334,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1947.5717,2091.5537,2065.384,1884.6669,1767.598,1722.8331,1697.964,1686.4428,1683.6815
AIM/CGE,ssp334,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.07362,447.32653,470.76049,483.41998,490.47251,492.76023,490.72217,485.81128,479.13279
AIM/CGE,ssp334,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.54097,340.01592,346.96881,351.88448,356.89933,361.86602,366.56202,371.04304,375.35505
