yr	CERES	CESM2	CanESM5	EC-Earth3	ECHAM	GFDL	HadGEM3	IPSL	multimodel
2000.625	0.708616667	0.499405	0.199593333	-0.105593333	-0.28038	0.201170833	0.329839167	-0.227063333	0.08813881
2000.708333	0.692765833	0.353856667	0.153941667	-0.0642075	-0.2920775	0.274431667	0.288839167	-0.168063333	0.078102976
2000.791667	0.755125833	0.167341667	0.219850833	-0.02504	-0.2215225	0.207165	0.324339167	-0.191896667	0.068605357
2000.875	0.753960833	0.179418333	0.191576667	0.030978333	-0.1383725	0.230985	0.400935	-0.145534167	0.107140952
2000.958333	0.7335225	0.220493333	0.2267925	0.087974167	-0.233305	0.163328333	0.3339925	-0.076908333	0.103195357
2001.041667	0.704813333	0.199308333	0.249705	0.115626667	-0.268069167	0.0410875	0.394726667	-0.005955833	0.103775595
2001.125	0.692708333	0.180561667	0.242533333	0.1725275	-0.222551667	0.0230725	0.3870575	-0.058030833	0.103595714
2001.208333	0.632061667	0.173845	0.233518333	0.027733333	-0.246211667	0.026833333	0.378215	-0.1052375	0.06981369
2001.291667	0.609774167	0.2282875	0.249705833	-0.033399167	-0.243455	-0.002583333	0.375065	-0.180820833	0.056114286
2001.375	0.557511667	0.239449167	0.262699167	-0.011300833	-0.23668	0.034195	0.389025	-0.188769167	0.069802619
2001.458333	0.613690833	0.2897375	0.2432175	-0.061675833	-0.169801667	0.198798333	0.456044167	-0.209578333	0.106677381
2001.541667	0.782464167	0.428014167	0.31317	-0.013735833	-0.133485833	0.271903333	0.4498025	-0.2336375	0.154575833
2001.625	0.7829225	0.524411667	0.3959375	-0.096434167	0.000446667	0.3192625	0.4140275	-0.189971667	0.195382857
2001.708333	0.786985833	0.557319167	0.505158333	-0.143653333	0.0737275	0.322751667	0.3467775	-0.197221667	0.209265595
2001.791667	0.739990833	0.613331667	0.486369167	-0.198219167	0.033438333	0.337885	0.241944167	-0.178555	0.190884881
2001.875	0.64171	0.545005833	0.5248175	-0.257404167	0.088038333	0.319148333	0.110431667	-0.108750833	0.174469524
2001.958333	0.664075	0.590085833	0.48364	-0.263901667	0.2103825	0.431125833	0.120124167	-0.04974	0.217388095
2002.041667	0.737244167	0.518398333	0.4521	-0.17953	0.3089325	0.525714167	0.054804167	-0.091075833	0.227049048
2002.125	0.784070833	0.487070833	0.378040833	-0.1834175	0.439665	0.431538333	0.060709167	-0.15745	0.208022381
2002.208333	0.776879167	0.425441667	0.396816667	-0.111800833	0.542045	0.3612875	0.0215775	-0.097308333	0.219722738
2002.291667	0.603260833	0.254705	0.413889167	-0.130654167	0.509676667	0.380245	-0.005620833	-0.000550833	0.203098571
2002.375	0.635161667	0.203050833	0.320143333	-0.148379167	0.513135	0.388661667	-0.001254167	0.086115833	0.19449619
2002.458333	0.567865833	0.1776275	0.384071667	-0.048554167	0.495338333	0.355779167	-0.051304167	0.105115833	0.202582024
2002.541667	0.4956125	0.08414	0.4380275	0.047221667	0.549834167	0.330388333	-0.02121	0.128385833	0.222398214
2002.625	0.3973375	0.068895833	0.436775	0.179015	0.5015425	0.368608333	-0.026661667	0.091486667	0.231380238
2002.708333	0.32466	0.147065833	0.474689167	0.2570025	0.450111667	0.326283333	0.054838333	0.133236667	0.263318214
2002.791667	0.291135833	0.0654475	0.4764325	0.248005833	0.499695833	0.387833333	0.063338333	0.201153333	0.277415238
2002.875	0.38682	0.078653333	0.450668333	0.302263333	0.409395	0.374808333	0.103028333	0.240205833	0.279860357
2002.958333	0.322791667	0.021336667	0.452268333	0.329043333	0.362563333	0.278705	0.095965	0.193903333	0.247683571
2003.041667	0.238535	0.032871667	0.404815833	0.242508333	0.224728333	0.1785	0.0314925	0.148685833	0.180514643
