yr	CERES	CESM2	CanESM5	EC-Earth3	ECHAM	GFDL	HadGEM3	IPSL	multimodel
2000.625	-0.528487933	-0.257243765	-0.103154667	-0.372296805	-0.007136092	-0.20301978	-0.161102216	0.000836286	-0.157588148
2000.708333	-0.62804019	-0.147536539	0.025345333	-0.274231446	0.01153735	-0.190889919	-0.247644102	0.001897097	-0.117360318
2000.791667	-0.60057801	-0.122325388	0.083512	-0.212234394	0.004981337	-0.136716033	-0.271614939	-0.013668586	-0.095438001
2000.875	-0.574915916	-0.140250357	0.066841167	-0.279594302	-0.138400574	-0.12424846	-0.320064715	-0.014394662	-0.135730272
2000.958333	-0.641684199	-0.248402588	0.122983333	-0.245626662	-0.067548088	-0.082236427	-0.320034734	-0.008643046	-0.121358316
2001.041667	-0.615737709	-0.236787837	0.143483333	-0.212385336	-0.040248795	-0.115611323	-0.324975447	-0.074744391	-0.123038542
2001.125	-0.528546393	-0.249307563	0.1273	-0.157174203	-0.00353311	-0.111124296	-0.261855914	-0.054780991	-0.101496582
2001.208333	-0.549531912	-0.268596924	0.194496667	-0.161810446	0.090482936	-0.082171468	-0.288914043	-0.073673178	-0.084312351
2001.291667	-0.487659862	-0.224785372	0.165413333	-0.099354205	0.153559711	-0.05588653	-0.2552169	-0.017095322	-0.047623612
2001.375	-0.393155426	-0.210799408	0.16958	-0.068299219	0.203884415	-0.015704581	-0.280360958	-0.000947112	-0.028949552
2001.458333	-0.376399425	-0.276497779	0.134060833	-0.070144718	0.176119021	-0.054637953	-0.271223853	-0.004115911	-0.052348623
2001.541667	-0.362413801	-0.179381376	0.106615	-0.071187384	0.215136701	-0.099730354	-0.267923209	-0.013904876	-0.044339357
2001.625	-0.266089393	-0.090156835	0.20113	-0.068144041	0.249909259	-0.066804103	-0.187161122	0.029695254	0.009781202
2001.708333	-0.194337498	-0.073783771	0.089296667	-0.037079414	0.235939584	-0.018430028	-0.101568936	0.023737521	0.016873089
2001.791667	-0.107897243	-0.035780073	0.045896667	0.023052935	0.264047251	0.068848474	0.009130025	0.026113653	0.057329847
2001.875	-0.04910487	0.074355829	0.064484167	0.09316951	0.399635794	0.13965734	0.071943185	-0.015550708	0.11824216
2001.958333	0.018472698	0.205061728	0.026301667	0.101032967	0.384011312	0.21173759	0.094807832	-0.019618677	0.143333488
2002.041667	0.06546092	0.241794731	0.029780833	0.158101282	0.370627097	0.274939656	0.126882809	0.06237459	0.180643
2002.125	0.051243342	0.239327556	0.0457325	0.151032012	0.411555794	0.217120814	0.095932692	0.079090753	0.17711316
2002.208333	0.14476562	0.161302993	-0.035345833	0.049257448	0.352035114	0.198689408	0.180641805	0.078343302	0.140703462
2002.291667	0.182444202	0.133863943	-0.007425	0.016226001	0.310182877	0.134976673	0.170603659	0.049110445	0.115362657
2002.375	0.156306738	0.114297524	-0.032341667	0.029965159	0.247016174	0.097768335	0.1841591	-0.003127859	0.091105252
2002.458333	0.142696794	0.157605761	-0.016841667	0.059065406	0.234616618	0.085830951	0.182706683	-0.000163725	0.100402861
2002.541667	0.218434951	0.171401524	-0.024341667	0.178773791	0.220664686	0.174261164	0.257931554	-0.026509194	0.13602598
2002.625	0.234014918	0.072871899	-0.125606667	0.193240998	0.102527803	0.184189616	0.200511985	0.01428556	0.091717313
2002.708333	0.323502409	0.097200634	-0.03894	0.164825653	0.05369505	0.206076263	0.198542364	0.049487835	0.104412543
2002.791667	0.295403813	0.160603364	-0.043060833	0.096547584	0.061638549	0.181689737	0.198669173	0.023115918	0.09702907
2002.875	0.218852915	0.113464442	-0.044894167	0.137596527	0.098163131	0.205836335	0.205951415	0.070554371	0.112381722
2002.958333	0.209573495	0.021277152	-0.076035833	0.204703866	0.169919486	0.073571408	0.244989518	0.070225541	0.101235877
2003.041667	0.189266592	-0.070699203	-0.100131667	0.174374209	0.256425063	0.023001489	0.260478335	0.023660445	0.081015525
2003.125	0.162850743	-0.07644666	-0.082858333	0.197025998	0.257197092	0.136628081	0.26862417	0.020141809	0.102901737
2003.208333	0.134960589	0.045036164	-0.063858333	0.339280778	0.266047686	0.148104945	0.273460633	0.080400223	0.155496014
2003.291667	0.194325059	0.064289024	-0.023195833	0.412734093	0.273673456	0.205644134	0.26980444	0.048550657	0.17878571
2003.375	0.219347488	0.091204577	0.0088875	0.43187733	0.340848333	0.268310597	0.30257891	0.013702155	0.208201343
2003.458333	0.283023227	0.053287361	0.049970833	0.453808006	0.354974275	0.325687395	0.28348951	0.002953929	0.217738759
2003.541667	0.199852192	-0.040846818	0.024403333	0.374840813	0.297042432	0.286015262	0.165512443	-0.004944604	0.157431837
2003.625	0.199588236	0.028124005	0.059586667	0.307344849	0.345439214	0.274038527	0.119224935	-0.01832538	0.159347545
2003.708333	0.124230047	0.069099755	-0.0047725	0.231678423	0.326738139	0.273579159	0.067696367	-0.032266039	0.133107615
2003.791667	0.111999848	0.028203816	-0.031751667	0.160661998	0.310542315	0.222764757	-0.035503097	-0.069680982	0.083605306
2003.875	0.084971512	0.012903946	-0.040935833	0.146005071	0.263521822	0.23469097	-0.0702487	-0.092770661	0.064738088
2003.958333	0.090626982	-0.004332773	-0.113544167	0.094924172	0.218786271	0.236859805	-0.106450941	-0.103061009	0.031883051
2004.041667	0.0182226	0.018326293	-0.093510833	0.149998869	0.104251501	0.288703649	-0.12616807	-0.101326335	0.03432501
2004.125	0.026674452	0.062262082	-0.135594167	0.133321157	0.080254097	0.26669886	-0.109244631	-0.080859087	0.030976902
2004.208333	0.000125051	-0.016262879	-0.063510833	0.095385199	0.060068946	0.282240983	-0.083071726	-0.122080965	0.021824104
2004.291667	-0.017172113	-0.02825115	-0.0901025	0.044174988	0.041173688	0.182060769	-0.131240054	-0.082061257	-0.009177931
2004.375	-0.044521167	-0.063432554	-0.1298525	0.023964894	-0.028766437	0.101943156	-0.183501397	-0.03048365	-0.04430407
2004.458333	-0.128937149	-0.020919303	-0.134635	-0.060708821	-0.109290199	0.020663494	-0.090020822	-0.032655373	-0.061080861
2004.541667	-0.079341315	-0.023832249	-0.191448333	-0.122970171	-0.082962327	0.001958352	-0.042413201	-0.068759553	-0.075775354
2004.625	-0.064081733	-0.049715556	-0.17906	-0.049099216	-0.126163784	0.012046174	0.004145915	-0.075007523	-0.066121999
2004.708333	-0.056027187	-0.013598114	-0.153750833	0.013642103	-0.135110394	-0.091301977	0.040795553	-0.057925575	-0.056749891
2004.791667	-0.028033937	0.025117525	-0.131250833	0.073851041	-0.139170173	-0.103812921	0.090362153	-0.02732882	-0.030318861
2004.875	-0.082131414	0.025669958	-0.085733333	0.023159562	-0.092440174	-0.15665061	0.085544515	-0.027195302	-0.032520769
2004.958333	-0.099245702	0.045950813	0.008469167	0.009309073	0.001185203	-0.058564631	0.099885615	-0.005196451	0.014434113
2005.041667	-0.015854048	0.072822437	0.010219167	-0.051429156	0.057365139	-0.085962425	0.087628917	0.01369917	0.014906178
2005.125	-0.003033103	0.044906012	0.0644575	-0.018276175	0.055364198	-0.122589965	0.087079777	-0.011715205	0.014175163
2005.208333	0.021384976	0.037485821	-0.0048625	-0.084559992	0.02418941	-0.161436453	0.120116121	-0.00040208	-0.009924239
2005.291667	0.027480642	0.007391208	-0.0121875	-0.032152835	0.029605294	-0.090417846	0.181540275	0.053135028	0.019559089
2005.375	0.068886278	0.083681186	0.008529167	-0.018409177	0.05402847	-0.054742856	0.173552329	0.036691524	0.040475806
2005.458333	0.124941004	0.095574054	0.005760833	0.093557006	0.096556283	-0.043118475	0.060875157	0.066566203	0.05368158
2005.541667	0.024785799	0.150416898	0.097836667	0.194539543	0.072823803	-0.035535008	0.085314451	0.14490878	0.101472162
2005.625	-0.066768674	0.024425633	0.024165	0.153412072	0.100340077	-0.040710293	0.035817616	0.137935912	0.062198003
2005.708333	-0.074795775	-0.008794357	0.053215	0.098949404	0.107895517	-0.002166156	-0.005502925	0.089992941	0.047655632
2005.791667	-0.170476832	-0.018628253	0.043048333	0.106412796	0.157264033	-0.009872878	-0.027340509	0.092221463	0.049014998
2005.875	-0.155114743	0.012849598	0.010465	0.127796967	0.148801698	0.045847674	-0.024215651	0.10536082	0.060986587
2005.958333	-0.122204929	-0.006457414	0.041831667	0.093924323	0.09783178	0.048953061	-0.04227412	0.114770013	0.049797044
2006.041667	-0.113814519	0.016287949	0.051533333	0.097101083	0.169909556	0.075189402	-0.045431204	0.097132664	0.065960398
2006.125	-0.100097981	0.00126511	0.008935833	0.079673108	0.144080742	0.125944533	-0.029403741	0.049603061	0.054299807
2006.208333	-0.089406655	0.045203337	0.020783333	0.129340293	0.246808918	0.139193561	-0.068668842	-0.008391496	0.072038443
2006.291667	-0.130242459	0.080762435	0.0492	0.056210957	0.256186574	0.154846054	-0.073804216	-0.060380165	0.066145949
2006.375	-0.149072003	0.017228189	0.011316667	0.044683637	0.26616075	0.133720587	-0.038789099	-0.09063343	0.049098186
2006.458333	-0.169022914	-0.046481954	0.054395833	0.000699398	0.323045022	0.131646391	-0.056691269	-0.11100446	0.042229852
2006.541667	-0.001283647	-0.055641771	0.017534167	-0.102346984	0.391196965	0.173190965	-0.081190923	-0.163941656	0.025542966
2006.625	0.102709292	-0.003094353	0.0477275	-0.158399098	0.369705985	0.216391345	-0.105070801	-0.221445258	0.02083076
2006.708333	0.17264994	-0.002641636	-0.014105833	-0.183248168	0.368414725	0.276519146	-0.070600285	-0.241473018	0.018980704
2006.791667	0.271850432	-0.070381526	-0.050939167	-0.209006323	0.288462197	0.263624725	-0.105960647	-0.21234125	-0.013791713
2006.875	0.344629777	-0.141945038	-0.029964167	-0.221979089	0.205647563	0.193632091	-0.095220094	-0.196541286	-0.040910003
2006.958333	0.249584086	-0.178098646	-0.074033333	-0.195679181	0.13948852	0.113098971	-0.10774213	-0.214049002	-0.073859257
2007.041667	0.211521407	-0.20650379	-0.105226667	-0.211729801	0.016743478	0.049904801	-0.10579813	-0.211966796	-0.110653844
2007.125	0.186067	-0.152414884	-0.087534167	-0.214659992	-0.073497194	-0.008639142	-0.211896836	-0.146052488	-0.127813529
2007.208333	0.216088308	-0.206523749	-0.043728333	-0.269138458	-0.096627407	-0.057231994	-0.267693825	-0.092749253	-0.147670431
2007.291667	0.268615967	-0.308956157	-0.040561667	-0.237936793	-0.073898943	-0.128431033	-0.250347989	-0.053985345	-0.156302561
2007.375	0.28588404	-0.382818177	-0.020561667	-0.236502218	-0.036126172	-0.110495705	-0.226610676	0.026558605	-0.140936573
2007.458333	0.281386848	-0.385314748	-0.118256667	-0.29252859	-0.025607189	-0.088766809	-0.208411739	0.069871899	-0.14985912
2007.541667	0.100417316	-0.469825095	-0.132506667	-0.253184687	-0.042300365	-0.111286941	-0.249230893	0.095650376	-0.166097753
2007.625	0.040734649	-0.495069696	-0.11205	-0.215405688	-0.022727552	-0.169812459	-0.281585208	0.14368457	-0.164709433
2007.708333	-0.024472911	-0.550891055	-0.105991667	-0.215647802	0.009933073	-0.264328615	-0.380716811	0.170381423	-0.191037351
2007.791667	-0.076906328	-0.54573808	-0.089491667	-0.229848773	0.01461985	-0.327517098	-0.445081585	0.123950738	-0.214158088
2007.875	-0.133956556	-0.50165909	-0.128966667	-0.265295097	0.030724782	-0.362831472	-0.491065184	0.091783392	-0.232472762
2007.958333	-0.118456569	-0.472955201	-0.15355	-0.309964009	0.018499476	-0.392638729	-0.542611226	0.059557509	-0.256237454
2008.041667	-0.130317074	-0.568235821	-0.214886667	-0.337737191	0.025097939	-0.378152724	-0.577965689	0.018690836	-0.290455617
2008.125	-0.198902084	-0.624716223	-0.244536667	-0.379508309	0.115269065	-0.329994151	-0.530971229	-0.014467165	-0.28698924
2008.208333	-0.307007644	-0.625318804	-0.300039167	-0.381313555	0.001557449	-0.265959444	-0.513897112	-0.025093848	-0.301437783
2008.291667	-0.381005703	-0.489013079	-0.312405833	-0.384684311	-0.075903195	-0.217282288	-0.546153113	-0.023785384	-0.292746743
2008.375	-0.417848306	-0.384965569	-0.3006725	-0.374397245	-0.11451658	-0.2281998	-0.592863552	-0.086578078	-0.297456189
2008.458333	-0.453235662	-0.388283504	-0.264314167	-0.348995669	-0.189313668	-0.295280951	-0.536299876	-0.132318166	-0.307829429
2008.541667	-0.39878278	-0.333141913	-0.195440833	-0.380809305	-0.192533668	-0.319961456	-0.481818979	-0.169485594	-0.29617025
2008.625	-0.42561101	-0.320755457	-0.1890575	-0.403613247	-0.16918292	-0.297074249	-0.402420784	-0.200010304	-0.283159209
2008.708333	-0.498576985	-0.27521879	-0.177558333	-0.385086025	-0.171982004	-0.249795801	-0.282495603	-0.260261303	-0.257485408
2008.791667	-0.470852016	-0.214904008	-0.165141667	-0.435187896	-0.248064283	-0.200394203	-0.181158608	-0.240767686	-0.240802621
2008.875	-0.450668612	-0.248120201	-0.138391667	-0.444619695	-0.262258175	-0.121508796	-0.17891718	-0.224876737	-0.231241779
2008.958333	-0.497149891	-0.22904475	-0.169975	-0.430115556	-0.251520009	-0.120850279	-0.158049289	-0.22850067	-0.226865079
2009.041667	-0.499940539	-0.215240374	-0.116813333	-0.459289476	-0.230653577	-0.113729247	-0.190863188	-0.223124514	-0.221387673
2009.125	-0.412978736	-0.183195065	-0.15783	-0.455058319	-0.328455881	-0.180851576	-0.186431538	-0.226559557	-0.245483134
2009.208333	-0.350567196	-0.172782372	-0.2115775	-0.405809624	-0.327921436	-0.153075565	-0.220354567	-0.244297207	-0.247974039
2009.291667	-0.296355279	-0.222578555	-0.2548425	-0.444742339	-0.355207221	-0.177927902	-0.283551066	-0.29554156	-0.290627306
2009.375	-0.265864295	-0.243037111	-0.281159167	-0.487187789	-0.36108485	-0.163831348	-0.282182284	-0.276971685	-0.299350605
2009.458333	-0.249653108	-0.172557005	-0.347119167	-0.47663284	-0.344575546	-0.114634542	-0.325501477	-0.215003477	-0.285146293
2009.541667	-0.133129102	-0.171129442	-0.316409167	-0.417562064	-0.398680066	-0.158000559	-0.368658867	-0.175459123	-0.286557041
2009.625	-0.085003699	-0.23400745	-0.319284167	-0.345753691	-0.375167595	-0.07097358	-0.399208463	-0.103843074	-0.264034003
2009.708333	0.065948958	-0.226156537	-0.297308333	-0.298380983	-0.369419566	-0.049513612	-0.415771265	-0.003147064	-0.237099623
2009.791667	0.03896519	-0.164099983	-0.240308333	-0.238003978	-0.293132433	0.026897034	-0.394412993	0.010136711	-0.184703425
2009.875	0.085245567	-0.10529903	-0.22498	-0.191561501	-0.23980044	0.061149136	-0.361230639	0.001142865	-0.151511373
2009.958333	0.165462631	-0.032011585	-0.188283333	-0.095844394	-0.198877374	0.174965164	-0.299442336	0.058141925	-0.083050276
2010.041667	0.149920949	0.137879097	-0.158616667	0.031531343	-0.186076886	0.241414532	-0.193047288	0.129950909	0.000433577
2010.125	0.152067333	0.191281241	-0.11545	0.076168226	-0.066633067	0.352593034	-0.143668361	0.088481673	0.054681821
2010.208333	0.150671392	0.1650819	-0.056290833	0.103776099	0.035837021	0.297230439	-0.124068402	0.086322805	0.072555575
2010.291667	0.125901088	0.250385628	-0.082409167	0.20348476	0.127626964	0.290344552	-0.069667593	0.064654503	0.11205995
2010.375	0.162987401	0.272676679	-0.1171025	0.256551359	0.160994691	0.292885744	-0.098647097	0.011434518	0.111256199
2010.458333	0.196077176	0.260664234	-0.082084167	0.202161067	0.139969461	0.288667039	-0.079222709	-0.050320184	0.097119249
2010.541667	0.062393638	0.203995377	-0.1724825	0.078755874	0.212195742	0.274659043	-0.034286252	-0.123710067	0.062732459
2010.625	0.060564337	0.263163487	-0.207591667	0.058608696	0.193160857	0.108472368	-0.018872322	-0.19452828	0.028916163
2010.708333	0.018894854	0.187839821	-0.212541667	0.04915504	0.235507966	0.031725598	-0.117308338	-0.245102738	-0.010103474
2010.791667	0.000438998	0.076575709	-0.290933333	0.030809361	0.247023741	-0.045395458	-0.165447786	-0.299340097	-0.063815409
2010.875	-0.129806399	0.042416724	-0.29787	0.038685838	0.138168427	-0.165642509	-0.151691741	-0.328314319	-0.10346394
2010.958333	-0.17602852	-0.041368663	-0.2598975	-0.000806735	0.053036955	-0.249053537	-0.222258986	-0.371120707	-0.155924168
2011.041667	-0.133012407	-0.170467903	-0.289835	-0.074922898	0.035358917	-0.365979105	-0.330656477	-0.411221636	-0.229674872
2011.125	-0.114049701	-0.213403076	-0.318585	-0.06225927	-0.047397722	-0.464880066	-0.373876046	-0.371023233	-0.264489202
2011.208333	-0.025419346	-0.175642027	-0.290773333	-0.142007424	-0.103613798	-0.509850669	-0.365590511	-0.373826802	-0.280186366
2011.291667	-0.055776006	-0.27580686	-0.249273333	-0.261067349	-0.145758143	-0.494445949	-0.339929332	-0.325839758	-0.298874389
2011.375	-0.144179417	-0.380379775	-0.23839	-0.269537724	-0.192489512	-0.498442306	-0.313794453	-0.276155184	-0.309884136
2011.458333	-0.157418337	-0.437977504	-0.30114	-0.233724615	-0.155476853	-0.42645863	-0.297486298	-0.291399873	-0.306237682
2011.541667	-0.114972265	-0.489437373	-0.350241667	-0.179699392	-0.216527907	-0.443490369	-0.26634053	-0.262077073	-0.315402044
2011.625	-0.218708117	-0.403264216	-0.375500833	-0.206245517	-0.320133522	-0.383361641	-0.20707778	-0.277220182	-0.310400527
2011.708333	-0.289955968	-0.373758219	-0.3721925	-0.263505107	-0.375389415	-0.399565849	-0.233126277	-0.259251746	-0.325255587
