yr	CERES	CESM2	CanESM5	EC-Earth3	ECHAM	GFDL	HadGEM3	IPSL	Multimodel
2001	0.081927404	0.201848564	-0.182397064	0.345754499	0.486503982	0.093168638	0.160946512	0.258875521	0.194957236
2002	-0.500464718	-0.607320103	-0.329564949	0.365687248	-0.394038629	-0.454589483	-0.025567771	0.257180471	-0.169744745
2003	-0.447853456	0.038994266	-0.286346422	-0.43819289	-0.433026733	-0.270931368	-0.259052092	-0.184088571	-0.261806259
2004	-0.211469922	-0.023300934	0.275028159	0.131657813	-0.379824312	-0.240522784	-0.049352381	-0.104690449	-0.055857841
2005	0.097288266	-0.030384559	-0.327588231	0.20547168	-0.592439469	-0.134526607	-0.024497729	-0.3303086	-0.176324788
2006	0.07971508	-0.117669748	0.05119578	0.13429999	0.51938969	-0.141660468	0.079150147	-0.32241491	0.02889864
2007	-0.291461638	0.073241284	0.082758432	-0.041056238	-0.134720058	-0.336234487	-0.093634452	-0.132768208	-0.083201961
2008	-0.123580845	0.203319243	0.040015478	-0.083787117	0.130604427	0.288433147	0.141736883	0.078437076	0.114108448
2009	0.64871089	0.638448152	0.252051588	0.256417899	0.52906078	0.155046464	-0.003044723	0.353624977	0.311657877
2010	-0.510786244	-0.137921471	-0.236940891	-0.484950832	-0.097552324	-0.360415381	-0.154550106	-0.345217003	-0.259649716
2011	-0.179079124	-0.434759399	-0.106677458	-0.343353933	0.246066509	0.056637968	0.013026129	-0.607403413	-0.168066228
2012	0.317386313	0.294559784	0.255086925	0.066100804	0.319958948	0.437746762	0.037900599	-0.08015154	0.190171755
2013	0.205629127	0.621446514	0.134172266	-0.020690773	0.170488987	0.337977695	0.022921678	0.103666108	0.195711782
2014	0.055895821	0.082062967	-0.074275215	-0.255704079	0.231634644	0.185993538	-0.104486983	-0.276670617	-0.030206535
2015	0.234023479	-0.370257701	0.259298057	0.229436539	0.150919495	0.135977884	0.049588161	0.193150051	0.092587498
2016	0.224986433	0.046492185	0.022215877	-0.34587604	-0.778337879	-0.160347274	-0.038623245	0.388943693	-0.123647526
2017	0.55414669	0.110816324	0.350840187	0.060990915	0.232582103	0.211959571	0.292511166	0.543928533	0.257661257
