yr	CERES	CESM2	CanESM5	EC-Earth3	ECHAM	GFDL	HadGEM3	IPSL	Multimodel
2001	0.7335225	0.220493333	0.2267925	0.087974167	-0.233305	0.163328333	0.3339925	-0.076908333	0.103195357
2002	0.664075	0.590085833	0.48364	-0.263901667	0.2103825	0.431125833	0.120124167	-0.04974	0.217388095
2003	0.322791667	0.021336667	0.452268333	0.329043333	0.362563333	0.278705	0.095965	0.193903333	0.247683571
2004	0.070869167	0.035383333	-0.154898333	-0.259119583	0.124705833	0.010724167	0.162934167	0.221983333	0.020244702
2005	-0.038334167	-0.060391667	0.277466667	-0.247664167	0.558714167	0.147179167	-0.121505833	0.287018333	0.120116667
2006	-0.010925	0.06288	-0.156831667	-0.277784167	-0.662364167	0.030124833	-0.099876667	0.142950833	-0.137271571
2007	-0.052580833	0.011768333	-0.100478333	0.155270833	-0.085186667	0.128629167	0.106283333	0.249036667	0.066474762
2008	0.0826325	0.172745	0.017243333	0.2549475	-0.289691667	0.005629167	0.3018075	-0.229960833	0.033245714
2009	-0.2627325	-0.515575	-0.189186667	0.078393333	-0.372759167	-0.1420775	0.052508333	-0.236094167	-0.189255833
2010	0.2711675	0.08946	0.341385	0.511608333	0.228875833	0.10332	0.371309167	0.201955	0.263987619
2011	0.342045	0.440878333	0.3227425	0.32098	-0.321305	0.1558775	0.1723525	0.939843333	0.290195595
2012	-0.169120833	-0.0489425	0.061815	0.240703333	-0.007649167	0.079749167	0.177678333	0.424576667	0.132561548
2013	0.020096667	-0.441721667	-0.187574167	0.080948333	0.014030833	0.008629167	0.184024167	-0.003803333	-0.049352381
2014	0.000679167	0.132178333	-0.000411667	0.020016667	-0.07096625	-0.094399167	0.095704167	0.032114167	0.016319464
2015	-0.2764925	-0.103238333	-0.10052	-0.254526667	-0.0618475	-0.051436667	-0.211766667	-0.274365	-0.151100119
2016	-0.773580833	-0.6651775	-0.35119	-0.120445	0.919626667	-0.363391667	-0.4880125	-0.748241667	-0.259547381
2017	-1.041906667	-0.459664167	-0.958879167	-0.489769167	-0.364198333	-0.709693333	-1.174028333	-0.703809167	-0.694291667
