Date,xncna,xncnb,xncnc,xncnd,xncne,xncnf,xncng,xncnh,xncni,xncnj,xncnk,xncnl,xncnm,xncnn,xncno,xncnp,xncnq,xncnr,xncns,xncnt,xncnu,xncnv,xncnw,xncnx,xncny,xncnz,xncoa,xncob,xncoc,xncod,xncoe,xncog,xncoh,xncoi,xncoj,xncok,xncol,xncom,xncon,xncoo,xncop,xnqha,xnqhb,xnqhc,xnqhd,xnqhe,xnqhf,xnqhg,xnqhh,xnqhi,xnqhj,xnqhk,xnqhl,xnqhm,xnqhn,xnqho,xnqhp,xnqhq,xnqhr,xnqhs,xnqht,xnqhu,xnqhv,xnqhw,xnqhx,xnqhy,xnqhz,xnqia,xnqib,xnqic,xnqid,xnqie,xnqig,xnqih,xnqii,xnqij,xnqik,xnqil,xnqim,xnqin,xnqio,xnqip
1990-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1243859429249074,0.019579197934045865,0.12536151335840803,-0.09464276408123766,-0.1563493026449381,0.045413610516386836,-0.05079088933059326,0.0502019730698078,-0.06417550636984039,-0.05813609055291482,0.14070591827186615,-0.012887752424533659,0.07017413158902877,0.06562132143363984,-0.11894759627798153,-0.06925205502359263,-0.02333329060412907,-0.031050799934023873,0.011469323032405963,-0.058013104999546705,0.0035349004867428514,0.011441273054557723,0.015294695015351132,-0.061801212596123895,-0.06638698322162855,-0.05675335493725733,0.01277292576980849,-0.002874337146685164,-0.008082276236130193,-0.07435009575770389,0.02252398624895317,-0.011744221265812468,0.07160896886906228,-0.09043044013208817,0.08936916864511489,-0.0544807769024914,-0.07976521804539431,0.09108668859171894,-0.04260020193770053,-0.09665872197890012,0.2145154908567238
1991-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42939907920120707,-0.2992509628636177,-0.18058415286194007,-0.24068912180760718,-0.17625443815306738,-0.014226886880586681,0.013280218295752004,-0.27717216097854547,-0.08538425677493945,-0.06851103155214176,0.11416302722379351,-0.11143684289815359,-0.35915313736929044,-0.26680580732549714,-0.036582659092383396,-0.2173165449518616,-0.12410280106557325,-0.5543072408313642,-0.07857429593580599,-0.26965385121171154,-0.26773952654905503,-0.08314334910349554,-0.6283769900954617,-0.5387529205301167,-0.14777840021111033,-0.30666784272865905,-0.40096928891191647,-0.24137517423240507,0.055936579635217344,-0.2821169219122552,-0.28279372577680156,-0.2971758567934681,-0.18012945467232191,-0.06372342306218541,0.25718171704383663,0.21551714895820906,-0.4858510516498748,-0.3674308524677681,0.17697724961914374,-0.20276006427625212,-0.34235201823206357
1991-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45175278608363806,-0.2856933178630792,-0.05390892346324631,-0.026252020054261038,0.16614708878747703,-0.32647038038110215,0.10824130952751611,-0.09700665471301917,0.1684541923560798,-0.4558427199929835,-0.2510005201520135,-0.552703580227952,-0.5480314130322337,-0.1222605181385102,-0.0904261473091995,-0.5283503946800449,-0.15024179503392132,-0.2086256986931276,-0.426481268681879,-0.06077965110304668,-0.33533012339876206,-0.05197074382207951,-0.12657473435530153,-0.14833749489486125,-0.06417954109820544,-0.013290378119285766,-0.19785558723305374,-0.2125582021293173,-0.09783937112085811,-0.4162541678153044,-0.16628969474440175,0.20860324785990633,-0.4868403167134338,-0.0653867594762499,-0.24170586884637024,-0.12012148648653619,0.0956149899260035,0.17797526261723653,0.3278943834950763,-0.09054123514703559,-0.04548078404392792
1991-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030266747156418514,0.12774338008265265,0.23269130039499222,0.024369816102159433,0.18616461437802423,-0.01613974728042293,-0.06144689688899648,0.07062670034952276,0.07616553151459905,-0.13228581514251625,-0.17645192416175529,0.1621670843354894,-0.09073249157969504,-0.15306715595275622,0.1497312367477084,-0.03770247473614681,-0.1882886489735106,-0.10393544635056719,0.12624586299148524,0.1773555915934546,-0.07716135833184024,-0.027775657148674752,-0.03014630768937732,-0.10201658857598674,0.21516783340718418,-0.06582137728180942,0.23397412527534756,-0.153091679515256,0.12732722507919586,0.17276808769338778,-0.1052849650445123,-0.15650118110004005,-0.35703280416996946,0.012433527061570753,-0.07217764255851035,-0.27133004245148096,-0.32741656179366946,0.04060890449601754,0.023598608889892736,0.07935058984650202,0.08951531692352442
1991-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3431386164499941,-0.45815648716212304,-0.23065797698374899,-0.07064911303713185,-0.21863527218332016,-0.18656806022658112,0.061552875876711564,-0.7455496054423998,-0.26133440895280574,0.09891255035288204,-0.26919508912480045,-0.046341684824980245,-0.20439547666915983,-0.37548578738262645,-0.06196592711917089,0.04739274503289864,-0.13200697695660785,0.08661587232798439,-0.41294134551590617,0.15608586448597853,-0.31163816012861967,-0.35661087338619807,-0.2406137767119437,-0.40361407964389967,0.26566488669954363,-0.6367364897976308,0.21806105195344264,0.007242823712859906,-0.02447519190633476,-0.16198574392640278,-0.16250106668665107,-0.03105570672799141,-0.11230521867450705,0.2192482934269068,-0.044012494008076164,-0.33865286359128177,-0.14247160691131458,-0.45181758808912803,-0.4405785834848956,0.1898225062572826,-0.03168581921459321
1991-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37755856525841125,-0.4653637672485777,-0.003531849727648105,-0.4517258624376759,-0.5466541290282113,-0.356960372270239,-0.7137941252116989,-0.7072068350319927,-0.7900671218814086,-0.3120651755701092,-0.7345778681210465,-0.48016866385963275,-0.7438861710154397,-0.5568551356462546,-0.21092555178627306,-0.08001528112690393,-0.5171678118636264,-0.3568061607355865,-0.5256058228905872,0.052450867049885525,-0.2617086389570576,-0.7514499166916443,-0.10813097301773689,-0.3944835074672197,-0.28361845787136686,-0.7698908109181013,-0.23589211781895167,-0.3791111245380174,-0.12210572966460342,-0.7911890507871125,-0.18901483105282557,-0.8362546630719154,-0.8900109443429076,-0.120952871318449,-0.20048238219212333,-0.42260901093398795,-0.8119618791454409,-0.6077074892161848,-0.5271506914225923,-0.6818476010944505,-0.36673734291284954
1991-07-15,-0.039980936895745854,-0.06452346938929888,-0.009495462984094857,0.04230819949243969,-0.07978344417905903,-0.05960663674763352,0.07024077719681063,0.03679315884214768,0.017683657896270747,-0.06586086821836812,0.0017883705209666353,0.033338595834117996,-0.010654157987412843,-0.01991665557028233,0.029242849650258192,-0.07076967502442466,0.011550840128448927,0.10270688805485824,0.008160386729785333,0.009677869546763584,0.08558663352074426,0.01910838138789451,0.0023779762157874248,-0.06323980369522188,0.15085338011111268,-0.02614531549616213,-0.007780848748393937,0.020768924232290258,-0.019969477440733664,-0.07994899856609573,-0.03628464271292935,0.07972641198871677,-0.016046354967359525,0.07146363597218987,0.08295190107273061,-0.0599904004363622,0.02968625256376746,-0.015829001209078108,0.0289627331328389,0.10825190112796705,0.03943013956886737,-0.2573054744312891,0.077823029999171,0.2718427792063973,-0.1031724829870666,-0.745131718380245,-0.443626373550551,-0.6212216946696509,-1.0010545055694193,-0.4646195799744118,-0.0024767352179610367,-1.134248889199409,0.13935878429372242,0.12260987194047623,-0.5368946684321579,-0.18144877423551584,0.20528785617559772,-0.5842304522758601,-0.24416328178093413,-0.7525379295662017,0.33925214267190573,-0.03778006441922928,-0.7204300942653895,-0.20389223409006008,-0.13356833829206136,-0.1848061816843377,-0.5887503485497789,0.13503789857541473,-0.4888607456830336,-0.16706569797751356,-0.9975498524030422,0.04909833559120195,-0.8761250029816735,-0.9768626502267698,0.2469247903016324,0.1002200205227795,-0.5915843527277874,-0.9641986051336023,0.47096560809577565,-0.2843056793752966,-0.35376615648794446,-0.03185669057164551
1991-08-15,0.03228907792219453,-0.035289438549312276,0.37120036307058163,-0.22118166392330754,-0.07791374661776442,0.16115523180904648,0.016865417458760898,-0.062315877693033185,0.02278984736190891,0.21932070825674863,0.09100433529353961,0.01976938490503669,0.2360640614080942,-0.07682830583810009,0.07777818048124435,0.06762472480416992,-0.1445226939096541,0.022929967863194636,-0.2610592111879192,0.07993640123421447,0.08007079768105464,-0.17773015281765137,0.17270144664149312,0.21680564428089813,0.3042459599157065,-0.17587481270199157,0.37611325671706175,0.10873227417361488,0.2521521251068779,0.04447013782581818,-0.18298594029924262,-0.017827613142530663,0.03810428705958622,0.18976994830807478,0.06118191029357022,-0.07118938900961051,-0.1292768299402271,0.16194942299691478,-0.07731969141517774,0.4377187260189053,0.287558365607106,-0.20894209802289307,-0.1778239833176888,0.3141123474365852,-0.2686553862733532,-0.49092506180934836,-0.0655950076404038,-0.3639456541391244,-0.6526681652917719,-0.6723017571418497,-0.1525019012526461,-0.6761615539163998,-0.06813040169262984,0.028911168785904617,-0.3000769733090007,-0.00532412482966411,-0.12470359440079437,-0.49275302430694773,-0.02837522840593205,-0.9399128499542947,-0.1573275790395382,-0.20292654250400055,-0.5306848911855532,-0.14479551880840727,-0.1739010847732552,0.2897117596951027,-0.31514215642907656,0.12275446391498666,-0.7916725808506381,-0.28474109135723075,-0.4471889337127628,-0.07036225287453017,-0.8730179075838019,-0.5898736453197585,0.07417131098785669,-0.3543028680692575,-0.6974321000913354,-0.9460332385943945,0.16378727729830958,-0.36904296118318886,-0.25364452426620293,0.1793505259036762
1991-09-15,-0.17112442838450878,0.11783426323443735,-0.0701856332879649,-0.18021109528862142,-0.019018533316688017,-0.13823487794045491,0.07933979101315118,-0.28099251708472084,-0.12708994204786847,0.05601240107419599,-0.20705980936559523,0.005655230064607844,0.39422693691580574,-0.1466168179143754,0.3184509975291183,-0.2803529360301177,-0.3243626003935128,0.28176788996950836,-0.16403790925204437,-0.07471326149388548,0.1562863803341311,-0.015362904775105435,-0.11466202532126431,-0.16077660835662727,0.2429230391984117,-0.10684033930517726,0.5751352591989257,0.16959062228627209,0.4186598632310008,0.2426356953227223,0.14135839534943248,-0.07041422908951618,-0.2667016469683722,0.0937085342252984,-0.07543238547931708,0.02781948009034166,-0.02800731818630418,0.2771241257737758,-0.39546759110977736,0.27945301433542175,0.046654595605609445,0.24037005025717462,-0.009103448567845293,-0.11267338108255827,-0.10327335227678232,0.1236573815402761,0.12649583530973202,0.12869366414869335,-0.20595066418405097,-0.24199289876732225,-0.036262519176472933,-0.014978529431410051,0.24137057056080446,-0.08073657783623425,-0.14851810873951507,-0.035851763614690106,-0.27777446602110245,0.060426736747689606,0.22824929377840183,-0.02269336344650419,0.2869039777243365,-0.049442443542404575,-0.06400944001006764,0.0798664190850006,-0.030839823258738436,0.445176407541296,-0.13532745371680308,0.1035834083357907,-0.20824807723026906,-0.03007924766772976,0.10418458966309978,0.12609380899175826,-0.3229162456828943,-0.023829386775020726,-0.09007263579858253,-0.2406259079167171,0.08906869624539858,-0.257009769944914,0.034810945181753324,-0.11514650579793116,-0.042977350407448794,0.12461794940369209
