Date,xncna,xncnb,xncnc,xncnd,xncne,xncnf,xncng,xncnh,xncni,xncnj,xncnk,xncnl,xncnm,xncnn,xncno,xncnp,xncnq,xncnr,xncns,xncnt,xncnu,xncnv,xncnw,xncnx,xncny,xncnz,xncoa,xncob,xncoc,xncod,xncoe,xncog,xncoh,xncoi,xncoj,xncok,xncol,xncom,xncon,xncoo,xncop,xnqha,xnqhb,xnqhc,xnqhd,xnqhe,xnqhf,xnqhg,xnqhh,xnqhi,xnqhj,xnqhk,xnqhl,xnqhm,xnqhn,xnqho,xnqhp,xnqhq,xnqhr,xnqhs,xnqht,xnqhu,xnqhv,xnqhw,xnqhx,xnqhy,xnqhz,xnqia,xnqib,xnqic,xnqid,xnqie,xnqig,xnqih,xnqii,xnqij,xnqik,xnqil,xnqim,xnqin,xnqio,xnqip
1990-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14770345037397092,0.31022465063513616,0.4384614907956965,0.14886273797678262,0.19186256854354145,0.07430752483312948,0.2333142270989868,0.20914939164787336,0.07443216684241521,0.1584436968330305,-0.10315698954638505,0.2370002784432049,0.0491686329843996,0.20577789635254967,0.16103265110365972,0.209969258952172,0.004862312155795752,0.23050297345464396,0.028646877547738356,0.31230172584775273,0.11502558207419425,0.157166088080176,0.014711852172173046,0.17673631621423472,0.13105843760993668,0.2427713360656838,0.1687041171696929,0.0464954385761625,-0.05595141693813371,0.1308357982151987,-0.15072234650157224,0.05892042814687128,-0.05707765668520644,0.1900253422563012,0.15811189030613093,0.12224252558218175,0.033907551334829575,-0.08979659190571616,-0.04768205118472012,0.06205171826973306,-0.017653458459916456
1991-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029542923131802297,-0.021670962739457712,0.08528061388333247,0.034930048974549315,-0.09833895771335481,-0.2665557242006934,0.15439354380486103,-0.24936310350347587,-0.03262019092570517,-0.6256876764579673,-0.020650442963579298,-0.07223278106495812,0.2110841019408485,0.07490192830869198,-0.3089067183834663,-0.1687034157305837,0.1600503871413723,-0.32016988356994025,-0.27136950463717746,-0.3436294514921307,0.23213485421751118,-0.5220642729043916,0.12641152184032717,0.14205628191515343,-0.005659487537448264,0.14150224722443203,-0.14522323276876237,-0.016111885131662902,-0.3482477381686891,-0.3411711941442246,-0.28232750192949346,-0.5475952963348034,0.21444176221243508,-0.4154242071159803,0.16662641753187263,-0.12612037311974195,-0.0017944238936224849,-0.05535212064939973,-0.20118805099197137,-0.12360927415829245,-0.029234055937072588
1991-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4361119869710359,-0.7508258322892121,0.019943854535977724,-0.3038471019616404,-0.6652864321726991,-0.37318985407722893,-0.38142958082076983,-0.10169329857823756,-0.32258584395902296,-0.12214811110810499,-0.4740050694901486,-0.5377669384121166,-0.6700488522264074,-0.2175319481348597,-0.008195883122735337,-0.37243578892777734,-0.4252473890870392,-0.1785330383022642,-0.2779291310426013,-0.5179117712003283,-0.09357146013158923,-0.11785185085186596,-0.43395323717863443,0.1325286416454063,-0.056150013751509166,-0.1662998858225626,-0.22492431866997295,-0.29158326749764435,-0.2921832494280647,-0.20641953492640347,-1.1142298216823368,-0.3640591323418118,-0.6971247403538503,-0.13577746259182893,-0.2570796330759411,-0.34915149736840767,-0.3680744772972844,-0.03492566656653044,-0.174931464524984,-0.45046415326154887,-0.5524756506884575
1991-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25840073435773675,-0.77828101519179,-0.2246449009090872,-0.42085710710655055,-0.717710678977094,-0.43060263458651815,-0.6260826713656924,-0.6358019638607499,-0.2741800627910555,-0.7982840873881831,-0.841293904305835,-0.30188796182365485,-0.33789082021547073,-0.10749905477347238,-0.7158556767677196,-0.9916656556082842,-0.4812640356760143,-0.5450451557682773,-0.41014477757340584,-0.5809002384457949,-0.3863545333622325,-0.626339324938038,-0.5329573398036894,0.013292011582043683,-0.5653656685883698,-0.3087896824896289,-0.3450033969874068,-0.5376482744664082,0.020016654961073452,-0.802815509653793,-1.1985482623364558,-0.9460616405737556,-0.6009014487959389,-0.2672151373216404,-0.7501597004161056,-0.4739876991218641,-0.42533045641700473,-0.8553975644194814,-0.3309450599862401,-0.2479455983845356,-0.008826579714687685
1991-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3708481752038592,-0.6070849529533601,-0.8711165753256782,-0.5246759320006533,-0.5659593455147948,-0.9227126142084989,-1.1455363323084535,-0.9411193108411497,-0.3270956101042173,-0.6113415628141643,-0.3503759471722105,-0.4999345094083695,-0.46382046556258616,-0.4265919682741419,-0.7697312155543976,-0.5601650607063852,-0.6269290197025185,-0.9281685184276804,-0.6532769000832128,-0.8299625580379455,0.2553824179610222,-0.692685096680167,-1.0773184592696687,-0.6629393697704522,-0.784737401320653,-0.6668936728019857,-0.5477370419416667,-0.12960201649214326,-0.2207186561453912,-0.7098206149787237,-1.2067218482852566,-0.7523765927363899,-0.7870985890083859,-0.14686562771597914,-0.6319058031365266,-0.724651757413658,-0.5457856452541311,-0.5910288620108773,-0.5199889488233352,-0.28659137644103094,-0.7193573866658478
1991-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26934935858130427,-0.2491562065718023,0.15934178075777938,0.06447614303379964,-0.04122550927687198,0.039616151106098105,-0.5048718573690876,-0.5085018776778036,-0.12166793519175502,-0.29633173491303266,-0.1291477259047348,0.33693249585628476,-0.059303116317679136,0.3588524604609666,0.02779965087732008,-0.11052697218420592,-0.1968242450914557,-0.3652603861219557,-0.35972598417843527,-0.6194658582100916,0.18472726174318266,-0.1651405492948776,0.03804520402708404,0.028495768955325483,-0.5350765026817006,-0.0721317046427719,0.25745526309254335,0.15699377894265779,0.4147077237677332,-0.16279292347790886,-0.4619148038030969,-0.4315598851617278,-0.2378873433408851,-0.07178946496821412,0.0016545569500714466,-0.3990683859603866,-0.13539840609802067,0.34823517517161123,0.15027394386581516,0.26782097987779707,-0.3923366864905502
1991-07-15,-0.09174626899230953,-0.2287286507436347,-0.03880549435668162,-0.29125517081600266,-0.27221612676260043,-0.13916380400581516,-0.19984601274166391,-0.2906377943889374,-0.24269327036662236,-0.24144352800712132,-0.13310838927315052,-0.1710879759147746,-0.368412807078376,-0.0389118279043574,-0.20732135592314888,-0.2699657475186334,-0.07863860499206926,-0.3957638562317045,-0.23742089247668646,-0.40466548159095206,-0.28669109830144235,-0.16566897965948546,-0.3324582097595954,-0.16999174433105327,-0.07632713593536902,-0.3557040334419017,-0.21910436848731313,-0.2290267432594303,-0.22693278244619197,-0.12202998251554276,-0.15480922172801426,-0.26673301228352897,-0.2631583398452158,-0.04803655718846962,-0.19566773877449936,-0.29189473206949257,-0.3360487714088123,-0.14079991095391292,-0.1838291317284577,-0.14007665358559676,-0.3225282669955525,-0.019457399945611978,-0.5325828280909997,0.08594635284912419,-0.19156324673465253,0.07088787368635646,-0.23373999191601835,-0.4009059847027896,-0.256371789212949,0.09985815741879667,-0.7358382570780728,-0.436882980161515,-0.3032966780380099,0.1930758018786458,-0.30590048156677363,-0.025996340237861126,-0.2774902148228046,-0.5872797433070773,-0.032453525302840014,0.0739921121999852,-0.6501402576537845,0.2841557078881263,-0.25059640150886053,-0.17643519879861452,0.5152041375604685,-0.01661982144286566,-0.04841489749999267,-0.12347163208605458,0.26049189514374477,0.32555553692612876,-0.6285773343899672,-0.5845033699938365,-0.12618369800328455,-0.4272141309563284,0.28797104039546617,-0.14235920292326248,-0.23688511169151055,-0.3155319607993199,0.4253139124133255,-0.06337613909702604,-0.07023528099170726,-0.6909093925600465
1991-08-15,-0.6207664242953649,-0.7370379362999033,-0.18960546498190792,-0.5147676289861101,-0.5290374425603418,-0.5197522765318706,-0.14498953864395708,-0.7804516691955992,-0.5051641450739253,-0.24998944454000716,-0.529906798182361,0.02415806427345589,-0.2015716576756464,-0.21107170774594608,-0.40474040059305877,-0.11544025306483136,-0.4291147619337547,-0.49431439598405635,-0.055529149961518635,-0.08997742011480593,-0.46957636787094426,-0.061159348229106035,-0.4246209826200519,-0.3492523657765816,-0.2579240733251697,-0.2544654752839789,-0.06367075141445348,-0.2018299424084371,0.09854136054059728,-0.698083650460879,-0.32448147259158056,-0.4928530976041636,-0.5554963313471772,-0.2936744719159674,-0.19018114021825705,-0.042159304881584925,-0.23590085065052802,-0.3892731700358183,-0.579190302988486,0.1264555635665792,-0.4485607279603574,-0.8392285026696864,-1.08042811078659,-0.783320539480342,-0.6869994956255419,-0.9987673805621818,-0.9325599605513755,-1.2383252956274555,-0.9344060778573524,-1.0686869907532641,-1.4190267521573061,-0.810501732604078,-0.7009305836852338,-0.5986217670567868,-0.8168443560061628,-0.9022400247029767,-1.027658516860177,-0.7891245448313052,-1.0106790553272058,-0.7815191215044162,-1.3374398762493143,-0.7290482921309408,-1.3817215336678021,-1.0030740151925313,-0.6901604149271652,-0.7112769925977864,-0.8931654918524865,-0.9093823975033024,-0.5801728436302439,-1.1306097927600092,-0.9955498642836738,-0.9985547841915633,-0.6525035612501051,-0.9411862475918251,-0.6886865790824208,-1.1172938025855834,-0.9807038177818093,-0.8395804292660424,-0.690715250204042,-0.8704720249946805,-0.5099007272594545,-0.9319795435387539
1991-09-15,-0.13076694925665217,-0.5337748076553963,-0.36078926648145393,-0.08345272096950163,-0.15257390609383986,0.3203648176300445,-0.38748170980034446,-0.41230882559994514,0.03658681203461613,-0.4629653948594642,-0.19577395873823733,-0.034286001547665285,-0.3119117808895464,-0.28788341553821784,-0.524125704263674,-0.09220035327970684,-0.28704268240932,-0.4517583294336631,-0.21731939234036138,-0.45944323430805045,0.10427570454016406,-0.42757707800289824,0.005909859120871858,-0.341672456764758,-0.31989069461227104,0.12268020012341486,0.04727153783034088,0.39049735309472244,0.07630078307240354,-0.23944869136122082,-0.46069639451738875,-0.045955909827400596,-0.39156760380977973,-0.5425495079846039,0.5262145932074744,-0.14908092663406722,-0.28847960997345506,-0.29304475449820566,0.20006586189940462,-0.15844264188976162,0.11609584345391515,-0.43911445912606994,-0.7113361501975782,-0.3205871561741294,-0.15479733244350855,-0.6652749201037638,0.11793458360685437,-0.6059812721169908,-0.11838333777639622,-0.15859688241859585,-0.6920046749786775,-0.46824680716965894,-0.06295489400904468,-0.11817815982178878,-0.10064665577250062,-0.06787297901503955,-0.807207656957894,-0.6363010034268023,-0.33713881067427076,-0.2554112278088669,-0.6834682593344135,-0.25445032822837094,-0.5895638793078234,-0.5079865999636237,-0.018076089793342888,0.1799507759540474,0.1598326600602348,0.040691585788165924,-0.05443533474601846,0.17250270304849538,-0.5546428213819932,-0.668389539568625,-0.38458453451627295,-0.5191179612269219,-0.2219185336103237,0.17884769195502717,-0.9597948599541781,-0.20334003801387246,-0.10408392340984149,0.08296941534460275,-0.06748574418922362,-0.6143711301104811
