# Time,AGWP_Ccycle,AGWP_fossilCO2,AGWP_bioCO2,AGTP_Ccycle,AGTP_fossilCO2,AGTP_bioCO2
276.600, 1.427e-13, 3.991e-13, -1.453e-13, 7.824e-17, 7.918e-16, -2.569e-16
276.700, 1.427e-13, 3.992e-13, -1.453e-13, 7.820e-17, 7.918e-16, -2.569e-16
276.800, 1.427e-13, 3.994e-13, -1.454e-13, 7.815e-17, 7.918e-16, -2.569e-16
276.900, 1.427e-13, 3.995e-13, -1.454e-13, 7.811e-17, 7.918e-16, -2.569e-16
277.000, 1.427e-13, 3.996e-13, -1.454e-13, 7.807e-17, 7.918e-16, -2.569e-16
277.100, 1.427e-13, 3.997e-13, -1.455e-13, 7.802e-17, 7.918e-16, -2.569e-16
277.200, 1.427e-13, 3.998e-13, -1.455e-13, 7.798e-17, 7.918e-16, -2.569e-16
277.300, 1.427e-13, 3.999e-13, -1.456e-13, 7.794e-17, 7.918e-16, -2.569e-16
277.400, 1.427e-13, 4.001e-13, -1.456e-13, 7.789e-17, 7.917e-16, -2.569e-16
277.500, 1.427e-13, 4.002e-13, -1.456e-13, 7.785e-17, 7.917e-16, -2.569e-16
277.600, 1.427e-13, 4.003e-13, -1.457e-13, 7.781e-17, 7.917e-16, -2.569e-16
277.700, 1.427e-13, 4.004e-13, -1.457e-13, 7.776e-17, 7.917e-16, -2.569e-16
277.800, 1.427e-13, 4.005e-13, -1.457e-13, 7.772e-17, 7.917e-16, -2.569e-16
277.900, 1.427e-13, 4.007e-13, -1.458e-13, 7.767e-17, 7.917e-16, -2.569e-16
278.000, 1.427e-13, 4.008e-13, -1.458e-13, 7.763e-17, 7.917e-16, -2.568e-16
278.100, 1.427e-13, 4.009e-13, -1.459e-13, 7.759e-17, 7.917e-16, -2.568e-16
278.200, 1.427e-13, 4.010e-13, -1.459e-13, 7.754e-17, 7.916e-16, -2.568e-16
278.300, 1.427e-13, 4.011e-13, -1.459e-13, 7.750e-17, 7.916e-16, -2.568e-16
278.400, 1.427e-13, 4.012e-13, -1.460e-13, 7.746e-17, 7.916e-16, -2.568e-16
278.500, 1.427e-13, 4.014e-13, -1.460e-13, 7.741e-17, 7.916e-16, -2.568e-16
278.600, 1.427e-13, 4.015e-13, -1.460e-13, 7.737e-17, 7.916e-16, -2.568e-16
278.700, 1.427e-13, 4.016e-13, -1.461e-13, 7.733e-17, 7.916e-16, -2.568e-16
278.800, 1.427e-13, 4.017e-13, -1.461e-13, 7.728e-17, 7.916e-16, -2.568e-16
278.900, 1.427e-13, 4.018e-13, -1.461e-13, 7.724e-17, 7.916e-16, -2.568e-16
279.000, 1.427e-13, 4.019e-13, -1.462e-13, 7.720e-17, 7.915e-16, -2.568e-16
279.100, 1.427e-13, 4.021e-13, -1.462e-13, 7.715e-17, 7.915e-16, -2.568e-16
279.200, 1.427e-13, 4.022e-13, -1.463e-13, 7.711e-17, 7.915e-16, -2.568e-16
279.300, 1.427e-13, 4.023e-13, -1.463e-13, 7.707e-17, 7.915e-16, -2.568e-16
279.400, 1.427e-13, 4.024e-13, -1.463e-13, 7.702e-17, 7.915e-16, -2.568e-16
279.500, 1.427e-13, 4.025e-13, -1.464e-13, 7.698e-17, 7.915e-16, -2.568e-16
279.600, 1.427e-13, 4.026e-13, -1.464e-13, 7.693e-17, 7.915e-16, -2.568e-16
279.700, 1.427e-13, 4.028e-13, -1.464e-13, 7.689e-17, 7.915e-16, -2.568e-16
279.800, 1.427e-13, 4.029e-13, -1.465e-13, 7.685e-17, 7.914e-16, -2.568e-16
279.900, 1.427e-13, 4.030e-13, -1.465e-13, 7.680e-17, 7.914e-16, -2.567e-16
280.000, 1.427e-13, 4.031e-13, -1.466e-13, 7.676e-17, 7.914e-16, -2.567e-16
280.100, 1.427e-13, 4.032e-13, -1.466e-13, 7.672e-17, 7.914e-16, -2.567e-16
280.200, 1.427e-13, 4.033e-13, -1.466e-13, 7.667e-17, 7.914e-16, -2.567e-16
280.300, 1.427e-13, 4.035e-13, -1.467e-13, 7.663e-17, 7.914e-16, -2.567e-16
280.400, 1.427e-13, 4.036e-13, -1.467e-13, 7.659e-17, 7.914e-16, -2.567e-16
280.500, 1.427e-13, 4.037e-13, -1.467e-13, 7.654e-17, 7.914e-16, -2.567e-16
280.600, 1.427e-13, 4.038e-13, -1.468e-13, 7.650e-17, 7.913e-16, -2.567e-16
280.700, 1.427e-13, 4.039e-13, -1.468e-13, 7.646e-17, 7.913e-16, -2.567e-16
280.800, 1.427e-13, 4.040e-13, -1.468e-13, 7.641e-17, 7.913e-16, -2.567e-16
280.900, 1.427e-13, 4.042e-13, -1.469e-13, 7.637e-17, 7.913e-16, -2.567e-16
281.000, 1.427e-13, 4.043e-13, -1.469e-13, 7.633e-17, 7.913e-16, -2.567e-16
281.100, 1.427e-13, 4.044e-13, -1.470e-13, 7.628e-17, 7.913e-16, -2.567e-16
281.200, 1.427e-13, 4.045e-13, -1.470e-13, 7.624e-17, 7.913e-16, -2.567e-16
281.300, 1.427e-13, 4.046e-13, -1.470e-13, 7.619e-17, 7.912e-16, -2.567e-16
281.400, 1.427e-13, 4.047e-13, -1.471e-13, 7.615e-17, 7.912e-16, -2.567e-16
281.500, 1.427e-13, 4.049e-13, -1.471e-13, 7.611e-17, 7.912e-16, -2.567e-16
281.600, 1.427e-13, 4.050e-13, -1.471e-13, 7.606e-17, 7.912e-16, -2.567e-16
281.700, 1.427e-13, 4.051e-13, -1.472e-13, 7.602e-17, 7.912e-16, -2.566e-16
281.800, 1.427e-13, 4.052e-13, -1.472e-13, 7.598e-17, 7.912e-16, -2.566e-16
281.900, 1.427e-13, 4.053e-13, -1.473e-13, 7.593e-17, 7.912e-16, -2.566e-16
282.000, 1.427e-13, 4.054e-13, -1.473e-13, 7.589e-17, 7.912e-16, -2.566e-16
282.100, 1.428e-13, 4.056e-13, -1.473e-13, 7.585e-17, 7.911e-16, -2.566e-16
282.200, 1.428e-13, 4.057e-13, -1.474e-13, 7.580e-17, 7.911e-16, -2.566e-16
282.300, 1.428e-13, 4.058e-13, -1.474e-13, 7.576e-17, 7.911e-16, -2.566e-16
282.400, 1.428e-13, 4.059e-13, -1.474e-13, 7.572e-17, 7.911e-16, -2.566e-16
282.500, 1.428e-13, 4.060e-13, -1.475e-13, 7.567e-17, 7.911e-16, -2.566e-16
282.600, 1.428e-13, 4.061e-13, -1.475e-13, 7.563e-17, 7.911e-16, -2.566e-16
282.700, 1.428e-13, 4.063e-13, -1.475e-13, 7.559e-17, 7.911e-16, -2.566e-16
282.800, 1.428e-13, 4.064e-13, -1.476e-13, 7.554e-17, 7.911e-16, -2.566e-16
282.900, 1.428e-13, 4.065e-13, -1.476e-13, 7.550e-17, 7.910e-16, -2.566e-16
283.000, 1.428e-13, 4.066e-13, -1.477e-13, 7.545e-17, 7.910e-16, -2.566e-16
283.100, 1.428e-13, 4.067e-13, -1.477e-13, 7.541e-17, 7.910e-16, -2.566e-16
283.200, 1.428e-13, 4.068e-13, -1.477e-13, 7.537e-17, 7.910e-16, -2.566e-16
283.300, 1.428e-13, 4.070e-13, -1.478e-13, 7.532e-17, 7.910e-16, -2.566e-16
283.400, 1.428e-13, 4.071e-13, -1.478e-13, 7.528e-17, 7.910e-16, -2.566e-16
283.500, 1.428e-13, 4.072e-13, -1.478e-13, 7.524e-17, 7.910e-16, -2.566e-16
283.600, 1.428e-13, 4.073e-13, -1.479e-13, 7.519e-17, 7.909e-16, -2.565e-16
283.700, 1.428e-13, 4.074e-13, -1.479e-13, 7.515e-17, 7.909e-16, -2.565e-16
283.800, 1.428e-13, 4.075e-13, -1.479e-13, 7.511e-17, 7.909e-16, -2.565e-16
283.900, 1.428e-13, 4.076e-13, -1.480e-13, 7.506e-17, 7.909e-16, -2.565e-16
284.000, 1.428e-13, 4.078e-13, -1.480e-13, 7.502e-17, 7.909e-16, -2.565e-16
284.100, 1.428e-13, 4.079e-13, -1.481e-13, 7.498e-17, 7.909e-16, -2.565e-16
284.200, 1.428e-13, 4.080e-13, -1.481e-13, 7.493e-17, 7.909e-16, -2.565e-16
284.300, 1.428e-13, 4.081e-13, -1.481e-13, 7.489e-17, 7.909e-16, -2.565e-16
284.400, 1.428e-13, 4.082e-13, -1.482e-13, 7.485e-17, 7.908e-16, -2.565e-16
284.500, 1.428e-13, 4.083e-13, -1.482e-13, 7.480e-17, 7.908e-16, -2.565e-16
284.600, 1.428e-13, 4.085e-13, -1.482e-13, 7.476e-17, 7.908e-16, -2.565e-16
284.700, 1.428e-13, 4.086e-13, -1.483e-13, 7.472e-17, 7.908e-16, -2.565e-16
284.800, 1.428e-13, 4.087e-13, -1.483e-13, 7.467e-17, 7.908e-16, -2.565e-16
284.900, 1.428e-13, 4.088e-13, -1.484e-13, 7.463e-17, 7.908e-16, -2.565e-16
285.000, 1.428e-13, 4.089e-13, -1.484e-13, 7.458e-17, 7.908e-16, -2.565e-16
285.100, 1.428e-13, 4.090e-13, -1.484e-13, 7.454e-17, 7.907e-16, -2.565e-16
285.200, 1.428e-13, 4.092e-13, -1.485e-13, 7.450e-17, 7.907e-16, -2.565e-16
285.300, 1.428e-13, 4.093e-13, -1.485e-13, 7.445e-17, 7.907e-16, -2.565e-16
285.400, 1.428e-13, 4.094e-13, -1.485e-13, 7.441e-17, 7.907e-16, -2.564e-16
285.500, 1.428e-13, 4.095e-13, -1.486e-13, 7.437e-17, 7.907e-16, -2.564e-16
285.600, 1.428e-13, 4.096e-13, -1.486e-13, 7.432e-17, 7.907e-16, -2.564e-16
285.700, 1.428e-13, 4.097e-13, -1.486e-13, 7.428e-17, 7.907e-16, -2.564e-16
285.800, 1.428e-13, 4.099e-13, -1.487e-13, 7.424e-17, 7.907e-16, -2.564e-16
285.900, 1.428e-13, 4.100e-13, -1.487e-13, 7.419e-17, 7.906e-16, -2.564e-16
286.000, 1.428e-13, 4.101e-13, -1.488e-13, 7.415e-17, 7.906e-16, -2.564e-16
286.100, 1.428e-13, 4.102e-13, -1.488e-13, 7.411e-17, 7.906e-16, -2.564e-16
286.200, 1.428e-13, 4.103e-13, -1.488e-13, 7.406e-17, 7.906e-16, -2.564e-16
286.300, 1.428e-13, 4.104e-13, -1.489e-13, 7.402e-17, 7.906e-16, -2.564e-16
286.400, 1.428e-13, 4.106e-13, -1.489e-13, 7.398e-17, 7.906e-16, -2.564e-16
286.500, 1.428e-13, 4.107e-13, -1.489e-13, 7.393e-17, 7.906e-16, -2.564e-16
286.600, 1.428e-13, 4.108e-13, -1.490e-13, 7.389e-17, 7.905e-16, -2.564e-16
286.700, 1.428e-13, 4.109e-13, -1.490e-13, 7.385e-17, 7.905e-16, -2.564e-16
286.800, 1.428e-13, 4.110e-13, -1.490e-13, 7.380e-17, 7.905e-16, -2.564e-16
286.900, 1.428e-13, 4.111e-13, -1.491e-13, 7.376e-17, 7.905e-16, -2.564e-16
287.000, 1.428e-13, 4.113e-13, -1.491e-13, 7.371e-17, 7.905e-16, -2.564e-16
287.100, 1.428e-13, 4.114e-13, -1.492e-13, 7.367e-17, 7.905e-16, -2.564e-16
287.200, 1.428e-13, 4.115e-13, -1.492e-13, 7.363e-17, 7.905e-16, -2.563e-16
287.300, 1.428e-13, 4.116e-13, -1.492e-13, 7.358e-17, 7.905e-16, -2.563e-16
287.400, 1.428e-13, 4.117e-13, -1.493e-13, 7.354e-17, 7.904e-16, -2.563e-16
287.500, 1.428e-13, 4.118e-13, -1.493e-13, 7.350e-17, 7.904e-16, -2.563e-16
287.600, 1.428e-13, 4.119e-13, -1.493e-13, 7.345e-17, 7.904e-16, -2.563e-16
287.700, 1.428e-13, 4.121e-13, -1.494e-13, 7.341e-17, 7.904e-16, -2.563e-16
287.800, 1.428e-13, 4.122e-13, -1.494e-13, 7.337e-17, 7.904e-16, -2.563e-16
287.900, 1.428e-13, 4.123e-13, -1.495e-13, 7.332e-17, 7.904e-16, -2.563e-16
288.000, 1.428e-13, 4.124e-13, -1.495e-13, 7.328e-17, 7.904e-16, -2.563e-16
288.100, 1.428e-13, 4.125e-13, -1.495e-13, 7.324e-17, 7.903e-16, -2.563e-16
288.200, 1.428e-13, 4.126e-13, -1.496e-13, 7.319e-17, 7.903e-16, -2.563e-16
288.300, 1.428e-13, 4.128e-13, -1.496e-13, 7.315e-17, 7.903e-16, -2.563e-16
288.400, 1.428e-13, 4.129e-13, -1.496e-13, 7.311e-17, 7.903e-16, -2.563e-16
288.500, 1.428e-13, 4.130e-13, -1.497e-13, 7.306e-17, 7.903e-16, -2.563e-16
288.600, 1.428e-13, 4.131e-13, -1.497e-13, 7.302e-17, 7.903e-16, -2.563e-16
288.700, 1.428e-13, 4.132e-13, -1.497e-13, 7.298e-17, 7.903e-16, -2.563e-16
288.800, 1.428e-13, 4.133e-13, -1.498e-13, 7.293e-17, 7.902e-16, -2.563e-16
288.900, 1.428e-13, 4.135e-13, -1.498e-13, 7.289e-17, 7.902e-16, -2.563e-16
289.000, 1.428e-13, 4.136e-13, -1.499e-13, 7.285e-17, 7.902e-16, -2.562e-16
289.100, 1.428e-13, 4.137e-13, -1.499e-13, 7.280e-17, 7.902e-16, -2.562e-16
289.200, 1.429e-13, 4.138e-13, -1.499e-13, 7.276e-17, 7.902e-16, -2.562e-16
289.300, 1.429e-13, 4.139e-13, -1.500e-13, 7.272e-17, 7.902e-16, -2.562e-16
289.400, 1.429e-13, 4.140e-13, -1.500e-13, 7.267e-17, 7.902e-16, -2.562e-16
289.500, 1.429e-13, 4.141e-13, -1.500e-13, 7.263e-17, 7.902e-16, -2.562e-16
289.600, 1.429e-13, 4.143e-13, -1.501e-13, 7.259e-17, 7.901e-16, -2.562e-16
289.700, 1.429e-13, 4.144e-13, -1.501e-13, 7.254e-17, 7.901e-16, -2.562e-16
289.800, 1.429e-13, 4.145e-13, -1.501e-13, 7.250e-17, 7.901e-16, -2.562e-16
289.900, 1.429e-13, 4.146e-13, -1.502e-13, 7.245e-17, 7.901e-16, -2.562e-16
290.000, 1.429e-13, 4.147e-13, -1.502e-13, 7.241e-17, 7.901e-16, -2.562e-16
290.100, 1.429e-13, 4.148e-13, -1.503e-13, 7.237e-17, 7.901e-16, -2.562e-16
290.200, 1.429e-13, 4.150e-13, -1.503e-13, 7.232e-17, 7.901e-16, -2.562e-16
290.300, 1.429e-13, 4.151e-13, -1.503e-13, 7.228e-17, 7.900e-16, -2.562e-16
290.400, 1.429e-13, 4.152e-13, -1.504e-13, 7.224e-17, 7.900e-16, -2.562e-16
290.500, 1.429e-13, 4.153e-13, -1.504e-13, 7.219e-17, 7.900e-16, -2.562e-16
290.600, 1.429e-13, 4.154e-13, -1.504e-13, 7.215e-17, 7.900e-16, -2.562e-16
290.700, 1.429e-13, 4.155e-13, -1.505e-13, 7.211e-17, 7.900e-16, -2.562e-16
290.800, 1.429e-13, 4.157e-13, -1.505e-13, 7.206e-17, 7.900e-16, -2.561e-16
290.900, 1.429e-13, 4.158e-13, -1.505e-13, 7.202e-17, 7.900e-16, -2.561e-16
291.000, 1.429e-13, 4.159e-13, -1.506e-13, 7.198e-17, 7.899e-16, -2.561e-16
291.100, 1.429e-13, 4.160e-13, -1.506e-13, 7.193e-17, 7.899e-16, -2.561e-16
291.200, 1.429e-13, 4.161e-13, -1.507e-13, 7.189e-17, 7.899e-16, -2.561e-16
291.300, 1.429e-13, 4.162e-13, -1.507e-13, 7.185e-17, 7.899e-16, -2.561e-16
291.400, 1.429e-13, 4.163e-13, -1.507e-13, 7.180e-17, 7.899e-16, -2.561e-16
291.500, 1.429e-13, 4.165e-13, -1.508e-13, 7.176e-17, 7.899e-16, -2.561e-16
291.600, 1.429e-13, 4.166e-13, -1.508e-13, 7.172e-17, 7.899e-16, -2.561e-16
291.700, 1.429e-13, 4.167e-13, -1.508e-13, 7.167e-17, 7.898e-16, -2.561e-16
291.800, 1.429e-13, 4.168e-13, -1.509e-13, 7.163e-17, 7.898e-16, -2.561e-16
291.900, 1.429e-13, 4.169e-13, -1.509e-13, 7.159e-17, 7.898e-16, -2.561e-16
292.000, 1.429e-13, 4.170e-13, -1.509e-13, 7.154e-17, 7.898e-16, -2.561e-16
292.100, 1.429e-13, 4.172e-13, -1.510e-13, 7.150e-17, 7.898e-16, -2.561e-16
292.200, 1.429e-13, 4.173e-13, -1.510e-13, 7.146e-17, 7.898e-16, -2.561e-16
292.300, 1.429e-13, 4.174e-13, -1.511e-13, 7.141e-17, 7.898e-16, -2.561e-16
292.400, 1.429e-13, 4.175e-13, -1.511e-13, 7.137e-17, 7.898e-16, -2.561e-16
292.500, 1.429e-13, 4.176e-13, -1.511e-13, 7.133e-17, 7.897e-16, -2.560e-16
292.600, 1.429e-13, 4.177e-13, -1.512e-13, 7.128e-17, 7.897e-16, -2.560e-16
292.700, 1.429e-13, 4.178e-13, -1.512e-13, 7.124e-17, 7.897e-16, -2.560e-16
292.800, 1.429e-13, 4.180e-13, -1.512e-13, 7.120e-17, 7.897e-16, -2.560e-16
292.900, 1.429e-13, 4.181e-13, -1.513e-13, 7.115e-17, 7.897e-16, -2.560e-16
293.000, 1.429e-13, 4.182e-13, -1.513e-13, 7.111e-17, 7.897e-16, -2.560e-16
293.100, 1.429e-13, 4.183e-13, -1.513e-13, 7.107e-17, 7.897e-16, -2.560e-16
293.200, 1.429e-13, 4.184e-13, -1.514e-13, 7.102e-17, 7.896e-16, -2.560e-16
293.300, 1.429e-13, 4.185e-13, -1.514e-13, 7.098e-17, 7.896e-16, -2.560e-16
293.400, 1.429e-13, 4.187e-13, -1.515e-13, 7.094e-17, 7.896e-16, -2.560e-16
293.500, 1.429e-13, 4.188e-13, -1.515e-13, 7.089e-17, 7.896e-16, -2.560e-16
293.600, 1.429e-13, 4.189e-13, -1.515e-13, 7.085e-17, 7.896e-16, -2.560e-16
293.700, 1.429e-13, 4.190e-13, -1.516e-13, 7.081e-17, 7.896e-16, -2.560e-16
293.800, 1.429e-13, 4.191e-13, -1.516e-13, 7.076e-17, 7.896e-16, -2.560e-16
293.900, 1.429e-13, 4.192e-13, -1.516e-13, 7.072e-17, 7.895e-16, -2.560e-16
294.000, 1.429e-13, 4.194e-13, -1.517e-13, 7.068e-17, 7.895e-16, -2.560e-16
294.100, 1.429e-13, 4.195e-13, -1.517e-13, 7.063e-17, 7.895e-16, -2.560e-16
294.200, 1.429e-13, 4.196e-13, -1.517e-13, 7.059e-17, 7.895e-16, -2.560e-16
294.300, 1.429e-13, 4.197e-13, -1.518e-13, 7.055e-17, 7.895e-16, -2.559e-16
294.400, 1.429e-13, 4.198e-13, -1.518e-13, 7.050e-17, 7.895e-16, -2.559e-16
294.500, 1.429e-13, 4.199e-13, -1.519e-13, 7.046e-17, 7.895e-16, -2.559e-16
294.600, 1.429e-13, 4.200e-13, -1.519e-13, 7.042e-17, 7.894e-16, -2.559e-16
294.700, 1.429e-13, 4.202e-13, -1.519e-13, 7.037e-17, 7.894e-16, -2.559e-16
294.800, 1.429e-13, 4.203e-13, -1.520e-13, 7.033e-17, 7.894e-16, -2.559e-16
294.900, 1.429e-13, 4.204e-13, -1.520e-13, 7.029e-17, 7.894e-16, -2.559e-16
295.000, 1.429e-13, 4.205e-13, -1.520e-13, 7.024e-17, 7.894e-16, -2.559e-16
295.100, 1.429e-13, 4.206e-13, -1.521e-13, 7.020e-17, 7.894e-16, -2.559e-16
295.200, 1.429e-13, 4.207e-13, -1.521e-13, 7.016e-17, 7.894e-16, -2.559e-16
295.300, 1.429e-13, 4.208e-13, -1.521e-13, 7.011e-17, 7.893e-16, -2.559e-16
295.400, 1.429e-13, 4.210e-13, -1.522e-13, 7.007e-17, 7.893e-16, -2.559e-16
295.500, 1.429e-13, 4.211e-13, -1.522e-13, 7.003e-17, 7.893e-16, -2.559e-16
295.600, 1.429e-13, 4.212e-13, -1.523e-13, 6.998e-17, 7.893e-16, -2.559e-16
295.700, 1.429e-13, 4.213e-13, -1.523e-13, 6.994e-17, 7.893e-16, -2.559e-16
295.800, 1.429e-13, 4.214e-13, -1.523e-13, 6.990e-17, 7.893e-16, -2.559e-16
295.900, 1.429e-13, 4.215e-13, -1.524e-13, 6.985e-17, 7.893e-16, -2.559e-16
296.000, 1.429e-13, 4.217e-13, -1.524e-13, 6.981e-17, 7.892e-16, -2.558e-16
296.100, 1.429e-13, 4.218e-13, -1.524e-13, 6.977e-17, 7.892e-16, -2.558e-16
296.200, 1.429e-13, 4.219e-13, -1.525e-13, 6.972e-17, 7.892e-16, -2.558e-16
296.300, 1.429e-13, 4.220e-13, -1.525e-13, 6.968e-17, 7.892e-16, -2.558e-16
296.400, 1.429e-13, 4.221e-13, -1.525e-13, 6.964e-17, 7.892e-16, -2.558e-16
296.500, 1.429e-13, 4.222e-13, -1.526e-13, 6.959e-17, 7.892e-16, -2.558e-16
296.600, 1.429e-13, 4.223e-13, -1.526e-13, 6.955e-17, 7.892e-16, -2.558e-16
296.700, 1.429e-13, 4.225e-13, -1.527e-13, 6.951e-17, 7.891e-16, -2.558e-16
296.800, 1.429e-13, 4.226e-13, -1.527e-13, 6.946e-17, 7.891e-16, -2.558e-16
296.900, 1.429e-13, 4.227e-13, -1.527e-13, 6.942e-17, 7.891e-16, -2.558e-16
297.000, 1.429e-13, 4.228e-13, -1.528e-13, 6.938e-17, 7.891e-16, -2.558e-16
297.100, 1.429e-13, 4.229e-13, -1.528e-13, 6.933e-17, 7.891e-16, -2.558e-16
297.200, 1.429e-13, 4.230e-13, -1.528e-13, 6.929e-17, 7.891e-16, -2.558e-16
297.300, 1.429e-13, 4.232e-13, -1.529e-13, 6.925e-17, 7.891e-16, -2.558e-16
297.400, 1.429e-13, 4.233e-13, -1.529e-13, 6.920e-17, 7.890e-16, -2.558e-16
297.500, 1.429e-13, 4.234e-13, -1.529e-13, 6.916e-17, 7.890e-16, -2.558e-16
297.600, 1.429e-13, 4.235e-13, -1.530e-13, 6.912e-17, 7.890e-16, -2.558e-16
297.700, 1.429e-13, 4.236e-13, -1.530e-13, 6.907e-17, 7.890e-16, -2.557e-16
297.800, 1.429e-13, 4.237e-13, -1.531e-13, 6.903e-17, 7.890e-16, -2.557e-16
297.900, 1.429e-13, 4.238e-13, -1.531e-13, 6.899e-17, 7.890e-16, -2.557e-16
298.000, 1.429e-13, 4.240e-13, -1.531e-13, 6.894e-17, 7.890e-16, -2.557e-16
298.100, 1.429e-13, 4.241e-13, -1.532e-13, 6.890e-17, 7.889e-16, -2.557e-16
298.200, 1.429e-13, 4.242e-13, -1.532e-13, 6.886e-17, 7.889e-16, -2.557e-16
298.300, 1.429e-13, 4.243e-13, -1.532e-13, 6.881e-17, 7.889e-16, -2.557e-16
298.400, 1.429e-13, 4.244e-13, -1.533e-13, 6.877e-17, 7.889e-16, -2.557e-16
298.500, 1.429e-13, 4.245e-13, -1.533e-13, 6.873e-17, 7.889e-16, -2.557e-16
298.600, 1.429e-13, 4.246e-13, -1.533e-13, 6.868e-17, 7.889e-16, -2.557e-16
298.700, 1.429e-13, 4.248e-13, -1.534e-13, 6.864e-17, 7.889e-16, -2.557e-16
298.800, 1.429e-13, 4.249e-13, -1.534e-13, 6.860e-17, 7.888e-16, -2.557e-16
298.900, 1.429e-13, 4.250e-13, -1.535e-13, 6.855e-17, 7.888e-16, -2.557e-16
299.000, 1.429e-13, 4.251e-13, -1.535e-13, 6.851e-17, 7.888e-16, -2.557e-16
299.100, 1.429e-13, 4.252e-13, -1.535e-13, 6.847e-17, 7.888e-16, -2.557e-16
299.200, 1.429e-13, 4.253e-13, -1.536e-13, 6.843e-17, 7.888e-16, -2.557e-16
299.300, 1.430e-13, 4.254e-13, -1.536e-13, 6.838e-17, 7.888e-16, -2.557e-16
299.400, 1.430e-13, 4.256e-13, -1.536e-13, 6.834e-17, 7.888e-16, -2.556e-16
299.500, 1.430e-13, 4.257e-13, -1.537e-13, 6.830e-17, 7.887e-16, -2.556e-16
299.600, 1.430e-13, 4.258e-13, -1.537e-13, 6.825e-17, 7.887e-16, -2.556e-16
299.700, 1.430e-13, 4.259e-13, -1.537e-13, 6.821e-17, 7.887e-16, -2.556e-16
299.800, 1.430e-13, 4.260e-13, -1.538e-13, 6.817e-17, 7.887e-16, -2.556e-16
299.900, 1.430e-13, 4.261e-13, -1.538e-13, 6.812e-17, 7.887e-16, -2.556e-16
300.000, 1.430e-13, 4.263e-13, -1.539e-13, 6.808e-17, 7.887e-16, -2.556e-16
300.100, 1.430e-13, 4.264e-13, -1.539e-13, 6.804e-17, 7.887e-16, -2.556e-16
300.200, 1.430e-13, 4.265e-13, -1.539e-13, 6.799e-17, 7.886e-16, -2.556e-16
300.300, 1.430e-13, 4.266e-13, -1.540e-13, 6.795e-17, 7.886e-16, -2.556e-16
300.400, 1.430e-13, 4.267e-13, -1.540e-13, 6.791e-17, 7.886e-16, -2.556e-16
300.500, 1.430e-13, 4.268e-13, -1.540e-13, 6.786e-17, 7.886e-16, -2.556e-16
300.600, 1.430e-13, 4.269e-13, -1.541e-13, 6.782e-17, 7.886e-16, -2.556e-16
300.700, 1.430e-13, 4.271e-13, -1.541e-13, 6.778e-17, 7.886e-16, -2.556e-16
300.800, 1.430e-13, 4.272e-13, -1.541e-13, 6.773e-17, 7.885e-16, -2.556e-16
300.900, 1.430e-13, 4.273e-13, -1.542e-13, 6.769e-17, 7.885e-16, -2.556e-16
301.000, 1.430e-13, 4.274e-13, -1.542e-13, 6.765e-17, 7.885e-16, -2.556e-16
301.100, 1.430e-13, 4.275e-13, -1.543e-13, 6.761e-17, 7.885e-16, -2.555e-16
301.200, 1.430e-13, 4.276e-13, -1.543e-13, 6.756e-17, 7.885e-16, -2.555e-16
301.300, 1.430e-13, 4.277e-13, -1.543e-13, 6.752e-17, 7.885e-16, -2.555e-16
301.400, 1.430e-13, 4.279e-13, -1.544e-13, 6.748e-17, 7.885e-16, -2.555e-16
301.500, 1.430e-13, 4.280e-13, -1.544e-13, 6.743e-17, 7.884e-16, -2.555e-16
301.600, 1.430e-13, 4.281e-13, -1.544e-13, 6.739e-17, 7.884e-16, -2.555e-16
301.700, 1.430e-13, 4.282e-13, -1.545e-13, 6.735e-17, 7.884e-16, -2.555e-16
301.800, 1.430e-13, 4.283e-13, -1.545e-13, 6.730e-17, 7.884e-16, -2.555e-16
301.900, 1.430e-13, 4.284e-13, -1.545e-13, 6.726e-17, 7.884e-16, -2.555e-16
302.000, 1.430e-13, 4.285e-13, -1.546e-13, 6.722e-17, 7.884e-16, -2.555e-16
302.100, 1.430e-13, 4.287e-13, -1.546e-13, 6.717e-17, 7.884e-16, -2.555e-16
302.200, 1.430e-13, 4.288e-13, -1.547e-13, 6.713e-17, 7.883e-16, -2.555e-16
302.300, 1.430e-13, 4.289e-13, -1.547e-13, 6.709e-17, 7.883e-16, -2.555e-16
302.400, 1.430e-13, 4.290e-13, -1.547e-13, 6.704e-17, 7.883e-16, -2.555e-16
302.500, 1.430e-13, 4.291e-13, -1.548e-13, 6.700e-17, 7.883e-16, -2.555e-16
302.600, 1.430e-13, 4.292e-13, -1.548e-13, 6.696e-17, 7.883e-16, -2.555e-16
302.700, 1.430e-13, 4.293e-13, -1.548e-13, 6.692e-17, 7.883e-16, -2.555e-16
302.800, 1.430e-13, 4.295e-13, -1.549e-13, 6.687e-17, 7.883e-16, -2.554e-16
302.900, 1.430e-13, 4.296e-13, -1.549e-13, 6.683e-17, 7.882e-16, -2.554e-16
303.000, 1.430e-13, 4.297e-13, -1.549e-13, 6.679e-17, 7.882e-16, -2.554e-16
303.100, 1.430e-13, 4.298e-13, -1.550e-13, 6.674e-17, 7.882e-16, -2.554e-16
303.200, 1.430e-13, 4.299e-13, -1.550e-13, 6.670e-17, 7.882e-16, -2.554e-16
