mip,models,NET_fbk,PL_fbk,WVLR_fbk,ALB_fbk,CLD_fbk,resid_fbk
CMIP5,ACCESS1-0,-0.7644476979921265,-3.1754557163366264,1.2593579235886505,0.43200066340247895,0.47203891521579283,0.24761051613757745
CMIP5,ACCESS1-3,-0.8110217383134174,-3.2120955267107347,1.2517484116285542,0.4128243691266246,0.6536233314806309,0.08287767616150747
CMIP5,BNU-ESM,-0.9211559966146828,-3.138307920064927,1.3526823142924804,0.6140406349928326,0.20016923121528266,0.050259742949648946
CMIP5,CCSM4,-1.1820829220391467,-3.1919086912915464,1.2847351295411629,0.47944951077734443,0.2690859505582545,-0.023444821624361862
CMIP5,CNRM-CM5,-1.1349638210557922,-3.1957802721031516,1.2396693071334413,0.4568117167077381,0.15317592993265497,0.2111594972735251
CMIP5,CSIRO-Mk3-6-0,-0.6353956206882213,-3.2611118110908297,1.2541690718576568,0.3785052196351582,0.6725160382457888,0.3205258606640047
CMIP5,CanESM2,-1.029961125345413,-3.281559386200992,1.3523963816182238,0.39285373676694574,0.522436253284727,-0.016088110814317436
CMIP5,FGOALS-g2,-0.8425276820352993,-3.184867545392421,1.4027338637817468,0.5909173824820867,0.38232426341998865,-0.03363564632670072
CMIP5,FGOALS-s2,-0.912788134673285,-3.1933390512393856,1.3182104545579918,0.5176236195429759,0.027992184966964904,0.41672465749816795
CMIP5,GFDL-CM3,-0.7617352650385278,-3.1810539167845557,1.0813296711043374,0.4312263607866165,0.8838060199709794,0.02295659988409408
CMIP5,GFDL-ESM2G,-1.234151532437787,-3.2037792455252956,1.1743861836539198,0.3029828250140648,0.22475684947905558,0.2675018549404687
CMIP5,GFDL-ESM2M,-1.3744649793675574,-3.203308991942862,1.129138372446506,0.28527560307211675,0.11392847179024351,0.3005015652664382
CMIP5,GISS-E2-H,-1.6571675198826161,-3.155640293705551,1.2699166849439767,0.31913619675381366,-0.11854969417228182,0.02796958629742648
CMIP5,GISS-E2-R,-1.7619718696952205,-3.1738463273125266,1.3022949429667432,0.24229757944662156,-0.14012046160873767,0.007402396812679142
CMIP5,HadGEM2-ES,-0.6324032480482894,-3.1742127414459955,1.3017269618576914,0.39899185041645374,0.7044118045002482,0.1366788766233131
CMIP5,IPSL-CM5A-LR,-0.7501170521851918,-3.2581355762969118,1.1989661875454758,0.26570668952711435,1.1827458470093613,-0.13940019997023154
CMIP5,IPSL-CM5A-MR,-0.8041269719441159,-3.2824166623271296,1.1804437464500617,0.1864234126401302,1.2476387814311956,-0.13621625013837416
CMIP5,IPSL-CM5B-LR,-1.0174617025258372,-3.171948187088464,1.3160811015958676,0.27763960280491834,0.6179839170893782,-0.0572181369275376
CMIP5,MIROC-ESM,-0.9245729394174164,-3.3237180881581083,1.22800477676973,0.5022402311627332,0.6842968818596694,-0.015396741051441046
CMIP5,MIROC5,-1.5305880167477701,-3.244990135157339,1.2854138184102926,0.4831956534022048,-0.036058778566203785,-0.018148574836724902
CMIP5,MPI-ESM-LR,-1.1305950894544023,-3.158722490877569,1.094739029586539,0.4352067437575384,0.4364617078380437,0.06171992024104526
CMIP5,MPI-ESM-MR,-1.1917323463128169,-3.167899584912251,1.0548315231978078,0.3890396980494752,0.4697526687167231,0.0625433486354277
CMIP5,MPI-ESM-P,-1.2340486685349232,-3.178735422792872,1.077430120306664,0.3958253662966791,0.3864541249357076,0.08497714271889738
CMIP5,MRI-CGCM3,-1.2250496331159646,-3.237166080613264,1.2528134693619617,0.5067536774426125,0.28445867431221933,-0.03190937361949405
CMIP5,NorESM1-M,-1.100311088371418,-3.1702179097225183,1.3162387818895025,0.4495516171219592,0.2918098909398574,0.012306531399781254
CMIP5,NorESM1-ME,-1.0957216860827579,-3.158533740663429,1.2960165554299332,0.45068742036395526,0.32585540490707976,-0.009747326120296865
CMIP5,bcc-csm1-1-m,-1.1868474726636082,-3.273415810470779,1.2928182697686437,0.39591322285876945,0.4020625533727186,-0.004225708192960975
CMIP5,bcc-csm1-1,-1.1515811985029067,-3.205155782705223,1.2670472979798735,0.45039888561086955,0.2842608868368198,0.05186751377475266
CMIP5,inmcm4,-1.4306168197532527,-3.1785246712949253,1.2302590788323886,0.4275198808037027,0.23867221372433486,-0.14854332181875377
CMIP6,ACCESS-CM2,-0.735068218388955,-3.2243266235445756,1.1781566241877999,0.36513238555793975,0.8040153824847387,0.14195401292514276
CMIP6,ACCESS-ESM1-5,-0.7285879301889043,-3.211627752956021,1.3345728388643645,0.4248442028603118,0.6179822307026347,0.10564055033980552
CMIP6,AWI-CM-1-1-MR,-1.149256320978049,-3.16395185032777,1.269809673723447,0.4156766224862447,0.28885751404335913,0.040351719096670124
CMIP6,BCC-CSM2-MR,-1.029018930990312,-3.2484814136348668,1.2297964939329191,0.3813943173845036,0.5691996816440518,0.03907198968307968
CMIP6,BCC-ESM1,-0.9249513163847375,-3.2294218150594336,1.2381166409816464,0.4215486478463604,0.5800685305002381,0.06473667934645144
CMIP6,CAMS-CSM1-0,-1.8204817254846934,-3.2509965488945642,1.2958600069450414,0.23951873541934224,-0.3020643434176408,0.19720042446312883
CMIP6,CESM2,-0.6344073671804883,-3.2794866513117853,1.2629262036001863,0.37858824512299144,1.0097425549977734,-0.006177719589654074
CMIP6,CESM2-FV2,-0.5542818657640242,-3.230287997427084,1.1683412571019582,0.3974043981017636,1.097631745886053,0.012628730573285118
CMIP6,CESM2-WACCM,-0.7053105232114829,-3.2738170360656285,1.2484136694659775,0.373249418034191,1.22250001735324,-0.27565659199926257
CMIP6,CESM2-WACCM-FV2,-0.6080761277239725,-3.2420986832719607,1.1587452198777386,0.37385936208331555,1.1700253058759598,-0.06860733228902612
CMIP6,CIESM,-0.6850127417466451,-3.1889247055966585,1.1853588483356157,0.27363273072924515,0.844156763184758,0.20076362160039415
CMIP6,CMCC-CM2-SR5,-1.0660185247535026,-3.2615076618208056,1.26924489480641,0.3087562964995144,0.577835875999737,0.03965206976164152
CMIP6,CMCC-ESM2,-1.0471458203224226,-3.25438645966098,1.2893743985633417,0.33292923219624404,0.5636794429284792,0.021257565650493193
CMIP6,CNRM-CM6-1,-0.7419986798847392,-3.2202367702455272,1.2439473894828803,0.4860036550939793,0.6075207732285378,0.14076627255539018
CMIP6,CNRM-CM6-1-HR,-0.9151870424036314,-3.26897845949463,1.2685857190123586,0.36663931257305915,0.5887031928739738,0.12986319263160734
CMIP6,CNRM-ESM2-1,-0.6195651170463005,-3.228035805381161,1.2651660249705574,0.46716493539554604,0.6280518808705776,0.2480878470981791
CMIP6,CanESM5,-0.6517937276542161,-3.264007233323697,1.2852991703234926,0.41896176137986285,0.8771773517781286,0.03077522218799633
CMIP6,E3SM-1-0,-0.6274821468126596,-3.2725554526476652,1.2495601503105422,0.3170614831419891,0.9725268999167418,0.1059247724657323
CMIP6,EC-Earth3,-0.7553558564224593,-3.177901890410491,1.4483066595378231,0.5336531610455418,0.391950782486677,0.04863543091799003
CMIP6,EC-Earth3-AerChem,-0.9374837206125594,-3.184718516840638,1.3888923438253675,0.5361536624566147,0.2732419341254922,0.04894685582060374
CMIP6,EC-Earth3-Veg,-0.7770198474037412,-3.2052248992092345,1.4544913355620626,0.5335691169647195,0.3720010935452785,0.06814350573343281
CMIP6,FGOALS-f3-L,-1.399439279765115,-3.142065596796803,1.2065092243799338,0.3640683323079393,0.03978433597096729,0.13226442437284822
CMIP6,FGOALS-g3,-1.2489630899497544,-3.232093598101582,1.4479522738786867,0.4948902102554266,0.0966880579470006,-0.0564000339292865
CMIP6,GFDL-CM4,-0.820331084424183,-3.1777550161002512,1.2325895793167188,0.49844178391907085,0.6368620244623642,-0.010469456022085192
CMIP6,GFDL-ESM4,-1.4227145800400118,-3.248567172411715,1.1818826390467285,0.3366212809776523,0.4983102791206219,-0.1909616067733002
CMIP6,GISS-E2-1-G,-1.455604561508954,-3.20019374800979,1.0624945726639845,0.23652701483868424,0.06682671094774147,0.378740888050426
CMIP6,GISS-E2-1-H,-1.1317269688791318,-3.158868162847575,1.2745073482655476,0.4176471383706552,0.058757166794438646,0.27622954053780246
CMIP6,GISS-E2-2-G,-1.505753798613589,-3.190398519158702,1.1844320439935199,0.3154235541181276,0.005239346811948425,0.17954977562151708
CMIP6,HadGEM3-GC31-LL,-0.6286793004445935,-3.210318281617603,1.1922860119031506,0.3803620645699996,0.836011172348646,0.1729797323512132
CMIP6,HadGEM3-GC31-MM,-0.6557599647751456,-3.225020411589112,1.1817966402991829,0.3190051131550082,0.9051348471577266,0.16332384620204815
CMIP6,IITM-ESM,-1.905799230750727,-3.2243743366633506,1.1646995147316976,0.256319511350639,-0.024406799034338258,-0.0780371211353746
CMIP6,INM-CM4-8,-1.480357585288662,-3.2259250497222163,1.4532943142482937,0.35788935878907197,-0.08917614153147375,0.02355993292766227
CMIP6,INM-CM5-0,-1.5230922907944793,-3.2293460958011164,1.4014961607888348,0.3961870828520992,-0.06047746180142651,-0.03095197683287043
CMIP6,IPSL-CM5A2-INCA,-0.8055458077672296,-3.2517730308303654,1.2344553476054365,0.32959343003257485,1.0467665852359287,-0.1645881398108042
CMIP6,IPSL-CM6A-LR,-0.7616144186788381,-3.217972340267313,1.3538463294251197,0.4375773131701867,0.4483216903272893,0.21661258866587926
CMIP6,KACE-1-0-G,-0.7231413552812299,-3.2403575032097103,1.17143922816909,0.32884399155664,0.8393338553927389,0.17759907281001178
CMIP6,MIROC-ES2L,-1.544033944454325,-3.2565372761284173,1.1885635666863008,0.3989197192902408,0.044684734859561794,0.08033531083798906
CMIP6,MIROC6,-1.4033305548478194,-3.2874814015975886,1.300923115832996,0.46695764349646934,0.21623084219441005,-0.09996075477410589
CMIP6,MPI-ESM-1-2-HAM,-1.409224236514021,-3.1009706899329488,1.176648977931941,0.3598410385699227,-0.1640173799259372,0.3192738168430018
CMIP6,MPI-ESM1-2-HR,-1.2235277358868666,-3.1357238118477917,1.2130510757983848,0.3835858268506285,0.2661590361177589,0.04940013719415293
CMIP6,MPI-ESM1-2-LR,-1.3936357418630954,-3.1062290201042195,1.1173695605320144,0.3658334043778831,0.1843700861912392,0.04502022713998777
CMIP6,MRI-ESM2-0,-1.0973956993037388,-3.2005491935641737,1.160132950494379,0.5386718129749221,0.4649698599987233,-0.0606211292075883
CMIP6,NESM3,-0.7827061213333617,-3.0922776544304535,1.1858325687586817,0.5010478028882913,0.45008986168034265,0.17260129976977592
CMIP6,NorCPM1,-1.102362562699658,-3.1658275021417777,1.3128004077268347,0.436783357513211,0.30010635208846825,0.013774822113605664
CMIP6,NorESM2-LM,-1.3399475902658249,-3.2984078328027913,1.281884299170097,0.35177684755117616,0.4388724070729995,-0.11407331125730598
CMIP6,NorESM2-MM,-1.4992731670624748,-3.3161059038893446,1.2859300367093722,0.29732907094835187,0.5107695008752785,-0.27719587170613325
CMIP6,SAM0-UNICON,-1.0445780975975774,-3.2690765650744886,1.1273740897775257,0.37904301665622864,0.7478508307298944,-0.0297694696867367
