year,co2,ch4,n2o,other_wmghg,o3,h2o_stratospheric,contrails,aerosol-radiation_interactions,aerosol-cloud_interactions,bc_on_snow,land_use,volcanic,solar,total_anthropogenic,total_natural,total
2020,2.21,0.57,0.21,0.40,0.48,0.05,0.05,-0.17,-0.96,0.11,-0.20,0.06,-0.02,2.76,0.04,2.80
2030,2.55,0.62,0.23,0.37,0.49,0.06,0.06,-0.16,-0.87,0.11,-0.20,0.00,-0.02,3.26,-0.02,3.24
2040,2.81,0.64,0.25,0.32,0.49,0.06,0.06,-0.15,-0.77,0.10,-0.20,0.00,-0.01,3.61,-0.01,3.60
2050,2.98,0.67,0.27,0.27,0.48,0.06,0.06,-0.15,-0.63,0.08,-0.19,0.00,0.01,3.90,0.01,3.91
2060,3.09,0.69,0.30,0.23,0.47,0.06,0.06,-0.16,-0.54,0.07,-0.20,0.00,0.01,4.08,0.01,4.09
2070,3.16,0.71,0.32,0.21,0.48,0.07,0.06,-0.18,-0.50,0.06,-0.21,0.00,0.02,4.18,0.02,4.21
2080,3.19,0.72,0.34,0.19,0.47,0.07,0.06,-0.19,-0.45,0.05,-0.22,0.00,0.02,4.22,0.02,4.23
2090,3.13,0.72,0.37,0.17,0.42,0.07,0.05,-0.20,-0.35,0.04,-0.24,0.00,0.01,4.18,0.01,4.19
2100,2.98,0.70,0.40,0.16,0.37,0.06,0.04,-0.20,-0.26,0.02,-0.24,0.00,-0.00,4.04,-0.00,4.04
2200,1.96,0.60,0.53,0.10,0.30,0.05,0.01,-0.19,-0.06,0.00,-0.25,0.00,0.03,3.05,0.03,3.09
2300,1.91,0.51,0.56,0.07,0.23,0.05,0.00,-0.18,0.04,-0.01,-0.25,0.00,0.00,2.91,0.00,2.91
2400,1.84,0.51,0.56,0.06,0.23,0.05,0.00,-0.18,0.04,-0.01,-0.25,0.00,0.00,2.84,0.00,2.84
2500,1.78,0.51,0.57,0.05,0.23,0.05,0.00,-0.18,0.04,-0.01,-0.25,0.00,0.00,2.78,0.00,2.78
